"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"body mass index","0.34524","clinical attribute - diagnostic procedure"
"mass of body structure","0.10714","finding"
"physical assessment findings","0.07143","finding"
"multiple endocrine neoplasia","0.07143","antibiotic - neoplastic process - organic chemical"
"weeks pregnant","0.04762","finding"
"obesity","0.04762","disease or syndrome - finding"
"moderate adverse event","0.03571","finding"
"treatment protocols","0.03571","therapeutic or preventive procedure"
"rehabilitation therapy","0.03571","therapeutic or preventive procedure"
"observation of attack","0.03571","finding"
"follow-up status","0.03571","finding"
"behaviorial habits","0.03571","individual behavior"
"consumption-archaic term for tb","0.03571","disease or syndrome"
"positive finding","0.03571","finding"
"gravidity","0.02381","finding"
"smoker","0.02381","finding"
"perceived quality of life","0.02381","finding"
"allergy severity - severe","0.02381","finding"
"body weight decreased","0.02381","finding"
"hepatic","0.02381","body location or region"
"hypersensitivity","0.02381","clinical attribute - finding - pathologic function"
"diabetes mellitus non-insulin-dependent","0.02381","disease or syndrome"
"fracture","0.02381","finding - injury or poisoning"
"active brand of pseudoephedrine-triprolidine","0.02381","organic chemical - pharmacologic substance"
"pharmacologic substance","0.02381","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.02381","organic chemical - pharmacologic substance"
"smoking","0.02381","hazardous or poisonous substance - individual behavior"
"intestines","0.02381","body part, organ, or organ component"
"therapeutic brand of coal tar","0.02381","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"malignant neoplasms","0.02381","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"cholesterol","0.02381","biologically active substance"
"liver diseases","0.01190","disease or syndrome"
"lactose intolerance","0.01190","disease or syndrome"
"intestinal diseases","0.01190","disease or syndrome"
"arteries","0.01190","body part, organ, or organ component"
"food allergy","0.01190","disease or syndrome"
"life expectancy","0.01190","group attribute"
"exercise pain management","0.01190","therapeutic or preventive procedure"
"diastole","0.01190","clinical attribute"
"coronary artery bypass surgery","0.01190","finding - therapeutic or preventive procedure"
"alcohol consumption","0.01190","individual behavior"
"neoplasm metastasis","0.01190","neoplastic process"
"weight gain","0.01190","finding - sign or symptom"
"cerebrovascular accident","0.01190","disease or syndrome - therapeutic or preventive procedure"
"fasting blood sugar result","0.01190","laboratory or test result"
"vegan diet","0.01190","finding"
"operative surgical procedures","0.01190","diagnostic procedure - therapeutic or preventive procedure"
"coronary heart disease","0.01190","diagnostic procedure - disease or syndrome - therapeutic or preventive procedure"
"mental disorders","0.01190","mental or behavioral dysfunction"
"heart diseases","0.01190","disease or syndrome"
