"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"body mass index","0.405","clinical attribute - diagnostic procedure"
"ethanol","0.226","organic chemical - pharmacologic substance"
"gravidity","0.226","finding"
"pharmaceutical preparations","0.214","pharmacologic substance"
"hypersensitivity","0.167","clinical attribute - finding - pathologic function"
"pharmacologic substance","0.155","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.155","finding"
"consumption-archaic term for tb","0.143","disease or syndrome"
"physical assessment findings","0.143","finding"
"active brand of pseudoephedrine-triprolidine","0.131","organic chemical - pharmacologic substance"
"mental disorders","0.131","mental or behavioral dysfunction"
"mass of body structure","0.131","finding"
"malignant neoplasms","0.119","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"body weight decreased","0.119","finding"
"unstable status","0.119","finding"
"alcohol consumption","0.119","individual behavior"
"fat protein human","0.107","biologically active substance - pharmacologic substance - therapeutic or preventive procedure"
"chronic disease","0.107","disease or syndrome"
"treatment protocols","0.095","therapeutic or preventive procedure"
"hypertensive disease","0.095","biologically active substance - disease or syndrome - finding"
"liver diseases","0.095","disease or syndrome"
"smoking","0.095","hazardous or poisonous substance - individual behavior"
"smoker","0.095","finding"
"kidney diseases","0.083","disease or syndrome"
"multiple endocrine neoplasia","0.083","antibiotic - neoplastic process - organic chemical"
"cardiovascular diseases","0.083","disease or syndrome"
"vitamins","0.083","organic chemical - pharmacologic substance"
"heart diseases","0.083","disease or syndrome"
"vegan diet","0.071","finding"
"diabetes mellitus insulin-dependent","0.071","disease or syndrome"
"operative surgical procedures","0.060","diagnostic procedure - therapeutic or preventive procedure"
"medication.current","0.060","finding"
"history of alcohol abuse","0.060","finding"
"behaviorial habits","0.060","individual behavior"
"diabetes mellitus non-insulin-dependent","0.060","disease or syndrome"
"obesity","0.060","disease or syndrome - finding"
"weighing patient","0.060","diagnostic procedure - finding"
"recreational drugs","0.060","hazardous or poisonous substance"
"follow-up status","0.060","finding"
"fully recovered","0.060","finding"
"psychiatric problem","0.060","mental or behavioral dysfunction"
"metabolic diseases","0.060","disease or syndrome"
"intestines","0.060","body part, organ, or organ component"
"vegetarian (finding","0.060","finding"
"weeks pregnant","0.048","finding"
"coronary heart disease","0.048","diagnostic procedure - disease or syndrome - therapeutic or preventive procedure"
"epilepsy","0.048","disease or syndrome"
"fasting blood sugar result","0.048","laboratory or test result"
"thyroid gland","0.048","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"diastole","0.048","clinical attribute"
"cerebrovascular accident","0.048","disease or syndrome - therapeutic or preventive procedure"
"communicable diseases","0.048","disease or syndrome"
"depressed mood","0.048","finding - mental or behavioral dysfunction"
"congestive heart failure","0.048","congenital abnormality - disease or syndrome"
"observation of attack","0.048","finding"
"psychotic disorders","0.036","mental or behavioral dysfunction"
"exercise pain management","0.036","therapeutic or preventive procedure"
"cholesterol","0.036","biologically active substance"
"perceived quality of life","0.036","finding"
"positive finding","0.036","finding"
"illicit drugs","0.036","hazardous or poisonous substance - pharmacologic substance"
"special diet","0.036","therapeutic or preventive procedure"
"moderate adverse event","0.036","finding"
"food allergy","0.036","disease or syndrome"
"blood pressure finding","0.036","finding"
"gestational diabetes","0.036","disease or syndrome"
"diabetes type","0.036","finding"
"rehabilitation therapy","0.036","therapeutic or preventive procedure"
"arteries","0.036","body part, organ, or organ component"
"myocardial infarction","0.036","disease or syndrome - finding"
"eating disorders","0.036","mental or behavioral dysfunction"
"gene therapy","0.036","therapeutic or preventive procedure"
"dementia","0.036","mental or behavioral dysfunction"
"fracture","0.036","finding - injury or poisoning"
"therapeutic brand of coal tar","0.036","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.036","mental or behavioral dysfunction"
"breast","0.036","body part, organ, or organ component"
"neoplasm metastasis","0.036","neoplastic process"
"weight gain","0.036","finding - sign or symptom"
"schizophrenia","0.036","mental or behavioral dysfunction"
"coronary artery bypass surgery","0.036","finding - therapeutic or preventive procedure"
"lactose intolerance","0.036","disease or syndrome"
"thyroid diseases","0.036","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"life expectancy","0.036","group attribute"
"venous blood sampling","0.036","diagnostic procedure - therapeutic or preventive procedure"
"hepatic","0.036","body location or region"
"intestinal diseases","0.036","disease or syndrome"
