"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"schizophrenia","0.724","mental or behavioral dysfunction"
"intravenous infusion procedures","0.478","therapeutic or preventive procedure"
"antipsychotic agents","0.455","pharmacologic substance"
"schizoaffective disorder","0.354","mental or behavioral dysfunction"
"pharmacologic substance","0.316","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.271","finding"
"ethanol","0.242","organic chemical - pharmacologic substance"
"substance abuse problem","0.242","mental or behavioral dysfunction"
"mental disorders","0.226","mental or behavioral dysfunction"
"contraceptive methods","0.212","therapeutic or preventive procedure"
"psychotic disorders","0.208","mental or behavioral dysfunction"
"positive finding","0.207","finding"
"unstable status","0.205","finding"
"clozapine","0.165","organic chemical - pharmacologic substance"
"allergy severity - severe","0.160","finding"
"negative finding","0.156","finding"
"hypersensitivity","0.151","clinical attribute - finding - pathologic function"
"mental retardation","0.150","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.145","organic chemical - pharmacologic substance"
"physical assessment findings","0.142","finding"
"risperidone","0.141","organic chemical - pharmacologic substance"
"substance dependence","0.136","mental or behavioral dysfunction"
"pharmaceutical preparations","0.134","pharmacologic substance"
"bipolar disorder","0.121","mental or behavioral dysfunction"
"suicidal","0.109","finding"
"craniocerebral trauma","0.107","injury or poisoning"
"nicotine","0.104","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"hepatic","0.101","body location or region"
"depressed mood","0.100","finding - mental or behavioral dysfunction"
"electrocardiogram","0.097","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"pregnancy tests","0.096","diagnostic procedure"
"body mass index","0.091","clinical attribute - diagnostic procedure"
"olanzapine","0.088","organic chemical - pharmacologic substance"
"nervous system disorder","0.087","disease or syndrome"
"breast","0.086","body part, organ, or organ component"
"dementia","0.082","mental or behavioral dysfunction"
"schizophreniform disorders","0.078","mental or behavioral dysfunction"
"moderate adverse event","0.077","finding"
"hypertensive disease","0.073","biologically active substance - disease or syndrome - finding"
"caffeine","0.073","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"psychotropic drugs","0.073","pharmacologic substance"
"operative surgical procedures","0.071","diagnostic procedure - therapeutic or preventive procedure"
"screening for cancer","0.068","diagnostic procedure"
"injury wounds","0.068","body substance - injury or poisoning"
"medical history","0.068","finding"
"anaplastic oligodendroglioma","0.068","neoplastic process"
"congenital abnormality","0.067","congenital abnormality - disease or syndrome"
"neuroleptic malignant syndrome","0.065","disease or syndrome"
"psychotic symptoms","0.065","sign or symptom"
"mass of body structure","0.064","finding"
"antidepressive agents","0.063","pharmacologic substance"
"malignant neoplasms","0.062","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"malignant syndrome nos","0.061","disease or syndrome"
"benzodiazepines","0.057","organic chemical - pharmacologic substance"
"major depressive disorder","0.057","mental or behavioral dysfunction"
"aripiprazole","0.055","organic chemical - pharmacologic substance"
"quetiapine","0.054","organic chemical - pharmacologic substance"
"atypia morphology","0.054","finding"
"multiple endocrine neoplasia","0.052","antibiotic - neoplastic process - organic chemical"
"cerebrovascular accident","0.049","disease or syndrome - therapeutic or preventive procedure"
"blood pressure finding","0.048","finding"
"dyskinetic syndrome","0.048","disease or syndrome - finding"
"severe combined immunodeficiency","0.048","diagnostic procedure - disease or syndrome"
"investigational new drugs","0.048","pharmacologic substance - therapeutic or preventive procedure"
"tardive dyskinesia","0.046","disease or syndrome"
"consciousness related finding","0.045","finding"
"electroconvulsive therapy","0.045","disease or syndrome - therapeutic or preventive procedure"
"injectables","0.045","pharmacologic substance"
"alcohol abuse","0.044","mental or behavioral dysfunction"
"stabilizer - function","0.044","organ or tissue function"
"drug abuse","0.044","mental or behavioral dysfunction"
"heart diseases","0.044","disease or syndrome"
"serum","0.043","biologically active substance - body substance - pharmacologic substance"
"unipolar depression","0.043","mental or behavioral dysfunction"
"sterility","0.042","pathologic function"
"unconscious state","0.042","disease or syndrome - finding"
"magnetic resonance imaging","0.042","diagnostic procedure"
"treatment protocols","0.041","therapeutic or preventive procedure"
"hiv","0.041","disease or syndrome - pharmacologic substance - virus"
"marihuana","0.040","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"relate - vinyl resin","0.039","organic chemical"
"paliperidone","0.039","organic chemical - pharmacologic substance"
"nervousness","0.039","sign or symptom"
"liver diseases","0.039","disease or syndrome"
"cardiovascular diseases","0.039","disease or syndrome"
"current therapy","0.039","therapeutic or preventive procedure"
"ziprasidone","0.039","organic chemical - pharmacologic substance"
"sexually active","0.038","finding"
"diabetes mellitus","0.038","disease or syndrome - pharmacologic substance"
"mood disorders","0.038","mental or behavioral dysfunction"
"delusions","0.038","mental or behavioral dysfunction"
"neurological observations","0.038","finding"
"brain diseases","0.037","disease or syndrome"
"alcoholic intoxication chronic","0.037","mental or behavioral dysfunction"
"suicide attempt","0.037","finding - mental or behavioral dysfunction"
"exacerbation acute","0.037","finding"
"violent","0.036","mental or behavioral dysfunction"
"nitric oxide synthase","0.036","enzyme"
"cardiac arrhythmia","0.035","finding - pathologic function"
"antimicrobial resistance result","0.035","laboratory or test result"
"kidney diseases","0.034","disease or syndrome"
"anxiety disorders","0.034","finding - mental or behavioral dysfunction"
"delirium","0.034","mental or behavioral dysfunction"
"brain injuries","0.034","injury or poisoning"
"thyroid gland","0.034","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"illicit drugs","0.033","hazardous or poisonous substance - pharmacologic substance"
"myocardial infarction","0.033","disease or syndrome - finding"
"current non-drinker of alcohol","0.033","individual behavior"
"disability","0.032","finding"
"lactation","0.032","organ or tissue function"
"benign rolandic epilepsy","0.032","disease or syndrome - therapeutic or preventive procedure"
"type ii mucolipidosis","0.031","disease or syndrome"
"vital signs","0.031","clinical attribute"
"congestive heart failure","0.031","congenital abnormality - disease or syndrome"
"lung","0.030","body part, organ, or organ component - disease or syndrome"
