"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"schizophrenia","0.68892","mental or behavioral dysfunction"
"intravenous infusion procedures","0.42928","therapeutic or preventive procedure"
"antipsychotic agents","0.33086","pharmacologic substance"
"schizoaffective disorder","0.30366","mental or behavioral dysfunction"
"negative finding","0.14342","finding"
"contraceptive methods","0.13501","therapeutic or preventive procedure"
"psychotic disorders","0.12562","mental or behavioral dysfunction"
"mental disorders","0.12413","mental or behavioral dysfunction"
"positive finding","0.10237","finding"
"risperidone","0.07864","organic chemical - pharmacologic substance"
"pharmacologic substance","0.07814","pharmacologic substance - therapeutic or preventive procedure"
"body mass index","0.07715","clinical attribute - diagnostic procedure"
"physical assessment findings","0.07171","finding"
"olanzapine","0.06825","organic chemical - pharmacologic substance"
"schizophreniform disorders","0.06231","mental or behavioral dysfunction"
"clozapine","0.05935","organic chemical - pharmacologic substance"
"bipolar disorder","0.05935","mental or behavioral dysfunction"
"moderate adverse event","0.05589","finding"
"depressed mood","0.05242","finding - mental or behavioral dysfunction"
"mass of body structure","0.05242","finding"
"pregnancy tests","0.04946","diagnostic procedure"
"atypia morphology","0.04748","finding"
"multiple endocrine neoplasia","0.04649","antibiotic - neoplastic process - organic chemical"
"psychotic symptoms","0.04500","sign or symptom"
"active brand of pseudoephedrine-triprolidine","0.04352","organic chemical - pharmacologic substance"
"operative surgical procedures","0.04352","diagnostic procedure - therapeutic or preventive procedure"
"severe combined immunodeficiency","0.04253","diagnostic procedure - disease or syndrome"
"quetiapine","0.04253","organic chemical - pharmacologic substance"
"electrocardiogram","0.04154","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"medical history","0.03956","finding"
"gravidity","0.03709","finding"
"delusions","0.03511","mental or behavioral dysfunction"
"sterility","0.03462","pathologic function"
"aripiprazole","0.03215","organic chemical - pharmacologic substance"
"nitric oxide synthase","0.03165","enzyme"
"treatment protocols","0.02967","therapeutic or preventive procedure"
"type ii mucolipidosis","0.02918","disease or syndrome"
"allergy severity - severe","0.02918","finding"
"serum","0.02918","biologically active substance - body substance - pharmacologic substance"
"psychotropic drugs","0.02770","pharmacologic substance"
"current non-drinker of alcohol","0.02720","individual behavior"
"exacerbation acute","0.02621","finding"
"ziprasidone","0.02572","organic chemical - pharmacologic substance"
"unipolar depression","0.02522","mental or behavioral dysfunction"
"major depressive disorder","0.02473","mental or behavioral dysfunction"
"pharmaceutical preparations","0.02374","pharmacologic substance"
"sexually active","0.02374","finding"
"injectables","0.02077","pharmacologic substance"
"mood disorders","0.01978","mental or behavioral dysfunction"
"ethanol","0.01929","organic chemical - pharmacologic substance"
"vital signs","0.01879","clinical attribute"
"paliperidone","0.01780","organic chemical - pharmacologic substance"
"blood pressure finding","0.01731","finding"
"antidepressive agents","0.01731","pharmacologic substance"
"anxiety disorders","0.01682","finding - mental or behavioral dysfunction"
"relate - vinyl resin","0.01632","organic chemical"
"substance abuse problem","0.01533","mental or behavioral dysfunction"
"stabilizer - function","0.01385","organ or tissue function"
"marihuana","0.01335","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"screening for cancer","0.01236","diagnostic procedure"
"disability","0.01137","finding"
"magnetic resonance imaging","0.01039","diagnostic procedure"
"antimicrobial resistance result","0.00989","laboratory or test result"
"hypertensive disease","0.00989","biologically active substance - disease or syndrome - finding"
"current therapy","0.00989","therapeutic or preventive procedure"
"benzodiazepines","0.00940","organic chemical - pharmacologic substance"
"congenital abnormality","0.00841","congenital abnormality - disease or syndrome"
"suicidal","0.00643","finding"
"nicotine","0.00544","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"substance dependence","0.00544","mental or behavioral dysfunction"
"mental retardation","0.00544","mental or behavioral dysfunction"
