"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.581","therapeutic or preventive procedure"
"psychotic disorders","0.387","mental or behavioral dysfunction"
"psychotropic drugs","0.333","pharmacologic substance"
"gambling pathological","0.312","mental or behavioral dysfunction"
"bipolar disorder","0.301","mental or behavioral dysfunction"
"unstable status","0.269","finding"
"substance abuse problem","0.269","mental or behavioral dysfunction"
"suicidality","0.258","clinical attribute"
"contraceptive methods","0.258","therapeutic or preventive procedure"
"depressed mood","0.258","finding - mental or behavioral dysfunction"
"pharmacologic substance","0.247","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.247","organic chemical - pharmacologic substance"
"physical assessment findings","0.247","finding"
"schizophrenia","0.237","mental or behavioral dysfunction"
"allergy severity - severe","0.237","finding"
"trichotillomania","0.226","mental or behavioral dysfunction"
"antipsychotic agents","0.215","pharmacologic substance"
"mental disorders","0.204","mental or behavioral dysfunction"
"psychotherapy","0.204","therapeutic or preventive procedure"
"congenital abnormality","0.204","congenital abnormality - disease or syndrome"
"behavior therapy","0.194","therapeutic or preventive procedure"
"positive finding","0.172","finding"
"active brand of pseudoephedrine-triprolidine","0.172","organic chemical - pharmacologic substance"
"pregnancy tests","0.161","diagnostic procedure"
"lactation","0.161","organ or tissue function"
"screening for cancer","0.161","diagnostic procedure"
"gravidity","0.161","finding"
"myocardial infarction","0.151","disease or syndrome - finding"
"gambler","0.151","individual behavior"
"multiple endocrine neoplasia","0.140","antibiotic - neoplastic process - organic chemical"
"suicidal","0.129","finding"
"fluoxetine","0.118","organic chemical - pharmacologic substance"
"mental retardation","0.108","mental or behavioral dysfunction"
"hypersensitivity","0.108","clinical attribute - finding - pathologic function"
"negative finding","0.108","finding"
"severe combined immunodeficiency","0.097","diagnostic procedure - disease or syndrome"
"heart","0.097","body part, organ, or organ component - pharmacologic substance"
"developmental disabilities","0.097","mental or behavioral dysfunction"
"prostaglandins","0.097","biologically active substance - pharmacologic substance"
"kidney","0.097","body part, organ, or organ component"
"nervous system disorder","0.097","disease or syndrome"
"urine drug screen positive","0.086","laboratory or test result"
"epilepsy","0.086","disease or syndrome"
"cognitive therapy","0.086","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"impaired cognition","0.086","finding - mental or behavioral dysfunction"
"antidepressive agents","0.086","pharmacologic substance"
"moderate adverse event","0.075","finding"
"nicotine dependence","0.075","mental or behavioral dysfunction"
"personality disorders","0.075","mental or behavioral dysfunction"
"blood vessel","0.075","body part, organ, or organ component - finding"
"pharmaceutical preparations","0.075","pharmacologic substance"
"unipolar depression","0.075","mental or behavioral dysfunction"
"substance dependence","0.065","mental or behavioral dysfunction"
"osteochondritis dissecans","0.065","disease or syndrome - mental or behavioral dysfunction"
"malignant neoplasms","0.065","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"electrocardiogram","0.065","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"naltrexone","0.065","organic chemical - pharmacologic substance"
"anxiety disorders","0.065","finding - mental or behavioral dysfunction"
"hair","0.065","body part, organ, or organ component"
"infantile neuroaxonal dystrophy","0.065","disease or syndrome"
"hepatic","0.065","body location or region"
"obsessive-compulsive disorder","0.065","disease or syndrome - mental or behavioral dysfunction"
"stimulant","0.065","pharmacologic substance"
"personality inventories","0.054","diagnostic procedure"
"benzodiazepines","0.054","organic chemical - pharmacologic substance"
"alcohol abuse","0.054","mental or behavioral dysfunction"
"magnetic resonance imaging","0.054","diagnostic procedure"
"substance use disorders","0.054","mental or behavioral dysfunction"
"blood pressure finding","0.054","finding"
"craniocerebral trauma","0.054","injury or poisoning"
"compulsive disorder","0.054","finding"
"psychoactive substances","0.054","hazardous or poisonous substance - pharmacologic substance"
"aggressive behavior","0.054","mental or behavioral dysfunction"
"acetylcysteine","0.054","pharmacologic substance - therapeutic or preventive procedure"
"nervousness","0.043","sign or symptom"
"body mass index","0.043","clinical attribute - diagnostic procedure"
"opiates","0.043","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"opioids","0.043","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"hypertensive disease","0.043","biologically active substance - disease or syndrome - finding"
"hematological disease","0.043","disease or syndrome"
"attention deficit hyperactivity disorder","0.043","disease or syndrome - mental or behavioral dysfunction"
"liver diseases","0.043","disease or syndrome"
"phobic anxiety disorder","0.043","mental or behavioral dysfunction"
"anti-anxiety agents","0.043","pharmacologic substance"
"stabilizer - function","0.043","organ or tissue function"
"pervasive development disorder","0.043","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"medical history","0.043","finding"
"cardiac arrhythmia","0.043","finding - pathologic function"
"contraceptives oral","0.043","pharmacologic substance - therapeutic or preventive procedure"
"severe depression","0.043","mental or behavioral dysfunction"
"asthma","0.043","disease or syndrome"
"delirium dementia amnestic cognitive disorders","0.043","mental or behavioral dysfunction"
"schizoaffective disorder","0.043","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.043","pharmacologic substance"
"mood disorders","0.043","mental or behavioral dysfunction"
"suicide attempt","0.043","finding - mental or behavioral dysfunction"
"neurological observations","0.043","finding"
"current therapy","0.043","therapeutic or preventive procedure"
"cancer remission","0.043","finding - neoplastic process"
"bleomycin-cisplatin protocol","0.032","therapeutic or preventive procedure"
"disability","0.032","finding"
"integumentary scale","0.032","body part, organ, or organ component"
"organic disorders","0.032","disease or syndrome"
"canadian","0.032","finding"
