"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleep apnea syndromes","0.359","disease or syndrome"
"sleep apnea obstructive","0.259","biologically active substance - disease or syndrome"
"allergy severity - severe","0.254","finding"
"sleep disorders","0.217","disease or syndrome - sign or symptom"
"ethanol","0.210","organic chemical - pharmacologic substance"
"gravidity","0.206","finding"
"pharmacologic substance","0.202","pharmacologic substance - therapeutic or preventive procedure"
"sleeplessness","0.196","finding - sign or symptom"
"mental disorders","0.189","mental or behavioral dysfunction"
"body mass index","0.181","clinical attribute - diagnostic procedure"
"polysomnography","0.172","diagnostic procedure"
"unstable status","0.164","finding"
"active brand of pseudoephedrine-triprolidine","0.144","organic chemical - pharmacologic substance"
"restless legs syndrome","0.143","disease or syndrome"
"pharmaceutical preparations","0.142","pharmacologic substance"
"hypersensitivity","0.140","clinical attribute - finding - pathologic function"
"intravenous infusion procedures","0.139","therapeutic or preventive procedure"
"depressed mood","0.137","finding - mental or behavioral dysfunction"
"positive finding","0.136","finding"
"leg","0.132","body location or region"
"contraceptive methods","0.125","therapeutic or preventive procedure"
"malignant neoplasms","0.122","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"physical assessment findings","0.120","finding"
"continuous positive airway pressure","0.120","therapeutic or preventive procedure"
"agitation","0.118","finding - sign or symptom"
"hypertensive disease","0.112","biologically active substance - disease or syndrome - finding"
"moderate adverse event","0.111","finding"
"substance abuse problem","0.108","mental or behavioral dysfunction"
"mass of body structure","0.096","finding"
"narcolepsy","0.094","disease or syndrome"
"shift worker","0.090","finding"
"chronic obstructive airway disease","0.084","disease or syndrome"
"epilepsy","0.083","disease or syndrome"
"hypnotics","0.082","pharmacologic substance"
"psychotic disorders","0.080","mental or behavioral dysfunction"
"somnolence","0.077","finding"
"airway structure","0.077","body part, organ, or organ component"
"limb structure","0.076","body part, organ, or organ component"
"operative surgical procedures","0.074","diagnostic procedure - therapeutic or preventive procedure"
"bipolar disorder","0.073","mental or behavioral dysfunction"
"hepatic","0.071","body location or region"
"antidepressive agents","0.071","pharmacologic substance"
"benzodiazepines","0.068","organic chemical - pharmacologic substance"
"cerebrovascular accident","0.065","disease or syndrome - therapeutic or preventive procedure"
"anxiety disorders","0.065","finding - mental or behavioral dysfunction"
"congenital abnormality","0.064","congenital abnormality - disease or syndrome"
"dementia","0.063","mental or behavioral dysfunction"
"relate - vinyl resin","0.062","organic chemical"
"pregnancy tests","0.061","diagnostic procedure"
"schizophrenia","0.060","mental or behavioral dysfunction"
"primary insomnia","0.059","disease or syndrome"
"myocardial infarction","0.058","disease or syndrome - finding"
"neoplasm metastasis","0.058","neoplastic process"
"congestive heart failure","0.058","congenital abnormality - disease or syndrome"
"movement disorders","0.057","disease or syndrome"
"caffeine","0.057","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"lung diseases obstructive","0.057","disease or syndrome"
"electrocardiogram","0.057","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"negative finding","0.057","finding"
"consumption-archaic term for tb","0.055","disease or syndrome"
"daytime sleepiness","0.055","finding"
"nose","0.054","body part, organ, or organ component - disease or syndrome"
"blood pressure finding","0.053","finding"
"psychotropic drugs","0.053","pharmacologic substance"
"nervous system disorder","0.053","disease or syndrome"
"heart diseases","0.052","disease or syndrome"
"multiple endocrine neoplasia","0.051","antibiotic - neoplastic process - organic chemical"
"angina pectoris","0.051","sign or symptom"
"counter brand of terbufos","0.050","hazardous or poisonous substance"
"drug abuse","0.050","mental or behavioral dysfunction"
"cardiovascular diseases","0.050","disease or syndrome"
"antipsychotic agents","0.049","pharmacologic substance"
"medical history","0.049","finding"
"nocturnal myoclonus syndrome","0.048","disease or syndrome"
"suicidal","0.047","finding"
"arteries","0.047","body part, organ, or organ component"
"stimulant","0.046","pharmacologic substance"
"dyssomnias","0.045","disease or syndrome - sign or symptom"
"alcohol abuse","0.045","mental or behavioral dysfunction"
"pharmacotherapy","0.043","therapeutic or preventive procedure"
"drugs non-prescription","0.043","pharmacologic substance - therapeutic or preventive procedure"
"investigational new drugs","0.043","pharmacologic substance - therapeutic or preventive procedure"
"pressure.airway","0.042","clinical attribute"
"narcotics","0.042","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"diabetes mellitus","0.042","disease or syndrome - pharmacologic substance"
"asleep","0.041","finding"
"liver diseases","0.041","disease or syndrome"
"cardiac arrhythmia","0.041","finding - pathologic function"
"mild adverse event","0.040","finding"
"obesity","0.040","disease or syndrome - finding"
"impaired cognition","0.040","finding - mental or behavioral dysfunction"
"asthma","0.039","disease or syndrome"
"sleep apnea central","0.039","disease or syndrome"
"major depressive disorder","0.039","mental or behavioral dysfunction"
"antihistamines","0.038","organic chemical - pharmacologic substance"
"craniocerebral trauma","0.038","injury or poisoning"
"kidney diseases","0.037","disease or syndrome"
"anti-anxiety agents","0.037","pharmacologic substance"
"melatonin","0.037","organic chemical - pharmacologic substance"
"treatment protocols","0.036","therapeutic or preventive procedure"
"screening for cancer","0.036","diagnostic procedure"
"breast","0.035","body part, organ, or organ component"
"smoking","0.035","hazardous or poisonous substance - individual behavior"
"serum","0.034","biologically active substance - body substance - pharmacologic substance"
"unipolar depression","0.034","mental or behavioral dysfunction"
"chronic disease","0.034","disease or syndrome"
"injury wounds","0.033","body substance - injury or poisoning"
"post-traumatic stress disorder","0.033","mental or behavioral dysfunction"
"nervousness","0.033","sign or symptom"
"exercise pain management","0.033","therapeutic or preventive procedure"
"oxygen","0.032","pharmacologic substance"
"neurological observations","0.032","finding"
"opioids","0.031","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"alcoholic intoxication chronic","0.031","mental or behavioral dysfunction"
"apnea hypopnea index","0.031","finding"
"adrenergic beta-antagonists","0.031","pharmacologic substance"
"sedatives","0.030","pharmacologic substance"
"angina unstable","0.030","disease or syndrome"
"household composition","0.030","finding"
"heart ventricle","0.030","body part, organ, or organ component"
