"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleep apnea obstructive","0.23437","biologically active substance - disease or syndrome"
"sleeplessness","0.18636","finding - sign or symptom"
"sleep apnea syndromes","0.17246","disease or syndrome"
"polysomnography","0.14024","diagnostic procedure"
"body mass index","0.12950","clinical attribute - diagnostic procedure"
"intravenous infusion procedures","0.08465","therapeutic or preventive procedure"
"moderate adverse event","0.07896","finding"
"continuous positive airway pressure","0.07391","therapeutic or preventive procedure"
"contraceptive methods","0.07328","therapeutic or preventive procedure"
"mass of body structure","0.07328","finding"
"primary insomnia","0.06759","disease or syndrome"
"restless legs syndrome","0.06633","disease or syndrome"
"allergy severity - severe","0.05559","finding"
"physical assessment findings","0.05306","finding"
"sleep disorders","0.04738","disease or syndrome - sign or symptom"
"hypertensive disease","0.04359","biologically active substance - disease or syndrome - finding"
"pharmacologic substance","0.04232","pharmacologic substance - therapeutic or preventive procedure"
"negative finding","0.04232","finding"
"multiple endocrine neoplasia","0.04232","antibiotic - neoplastic process - organic chemical"
"leg","0.03917","body location or region"
"operative surgical procedures","0.03790","diagnostic procedure - therapeutic or preventive procedure"
"daytime sleepiness","0.03727","finding"
"mental disorders","0.03601","mental or behavioral dysfunction"
"agitation","0.03474","finding - sign or symptom"
"positive finding","0.03285","finding"
"dyssomnias","0.03285","disease or syndrome - sign or symptom"
"pregnancy tests","0.03285","diagnostic procedure"
"gravidity","0.03222","finding"
"asleep","0.03159","finding"
"active brand of pseudoephedrine-triprolidine","0.03159","organic chemical - pharmacologic substance"
"mild adverse event","0.03095","finding"
"depressed mood","0.03095","finding - mental or behavioral dysfunction"
"apnea hypopnea index","0.02969","finding"
"treatment protocols","0.02780","therapeutic or preventive procedure"
"electrocardiogram","0.02653","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"malignant neoplasms","0.02653","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"relate - vinyl resin","0.02464","organic chemical"
"medical history","0.02274","finding"
"ethanol","0.02211","organic chemical - pharmacologic substance"
"narcolepsy","0.02148","disease or syndrome"
"airway structure","0.02148","body part, organ, or organ component"
"pharmacotherapy","0.02085","therapeutic or preventive procedure"
"pharmaceutical preparations","0.02021","pharmacologic substance"
"serum","0.02021","biologically active substance - body substance - pharmacologic substance"
"excessive daytime somnolence","0.01958","sign or symptom"
"obesity","0.01895","disease or syndrome - finding"
"cerebrovascular accident","0.01895","disease or syndrome - therapeutic or preventive procedure"
"post-traumatic stress disorder","0.01706","mental or behavioral dysfunction"
"arteries","0.01516","body part, organ, or organ component"
"major depressive disorder","0.01516","mental or behavioral dysfunction"
"blood pressure finding","0.01453","finding"
"pressure.airway","0.01453","clinical attribute"
"nose","0.01390","body part, organ, or organ component - disease or syndrome"
"psychotropic drugs","0.01390","pharmacologic substance"
"benzodiazepines","0.01327","organic chemical - pharmacologic substance"
"neoplasm metastasis","0.01327","neoplastic process"
"hypnotics","0.01327","pharmacologic substance"
"anxiety disorders","0.01263","finding - mental or behavioral dysfunction"
"chronic obstructive airway disease","0.01074","disease or syndrome"
"limb structure","0.01074","body part, organ, or organ component"
"antidepressive agents","0.01074","pharmacologic substance"
"screening for cancer","0.00948","diagnostic procedure"
"unipolar depression","0.00884","mental or behavioral dysfunction"
"heart ventricle","0.00821","body part, organ, or organ component"
