"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleep apnea syndromes","0.407","disease or syndrome"
"sleep apnea obstructive","0.316","biologically active substance - disease or syndrome"
"allergy severity - severe","0.265","finding"
"sleep disorders","0.236","disease or syndrome - sign or symptom"
"sleeplessness","0.231","finding - sign or symptom"
"ethanol","0.216","organic chemical - pharmacologic substance"
"gravidity","0.216","finding"
"pharmacologic substance","0.212","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.207","mental or behavioral dysfunction"
"polysomnography","0.200","diagnostic procedure"
"body mass index","0.200","clinical attribute - diagnostic procedure"
"unstable status","0.178","finding"
"restless legs syndrome","0.166","disease or syndrome"
"leg","0.150","body location or region"
"active brand of pseudoephedrine-triprolidine","0.148","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.147","therapeutic or preventive procedure"
"positive finding","0.147","finding"
"continuous positive airway pressure","0.147","therapeutic or preventive procedure"
"hypersensitivity","0.142","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.142","pharmacologic substance"
"depressed mood","0.135","finding - mental or behavioral dysfunction"
"agitation","0.131","finding - sign or symptom"
"contraceptive methods","0.129","therapeutic or preventive procedure"
"physical assessment findings","0.117","finding"
"moderate adverse event","0.117","finding"
"hypertensive disease","0.114","biologically active substance - disease or syndrome - finding"
"mass of body structure","0.112","finding"
"malignant neoplasms","0.109","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.109","mental or behavioral dysfunction"
"narcolepsy","0.105","disease or syndrome"
"shift worker","0.097","finding"
"chronic obstructive airway disease","0.093","disease or syndrome"
"airway structure","0.092","body part, organ, or organ component"
"hypnotics","0.090","pharmacologic substance"
"limb structure","0.083","body part, organ, or organ component"
"operative surgical procedures","0.081","diagnostic procedure - therapeutic or preventive procedure"
"antidepressive agents","0.076","pharmacologic substance"
"bipolar disorder","0.075","mental or behavioral dysfunction"
"hepatic","0.075","body location or region"
"benzodiazepines","0.075","organic chemical - pharmacologic substance"
"epilepsy","0.075","disease or syndrome"
"primary insomnia","0.073","disease or syndrome"
"psychotic disorders","0.071","mental or behavioral dysfunction"
"cerebrovascular accident","0.068","disease or syndrome - therapeutic or preventive procedure"
"relate - vinyl resin","0.066","organic chemical"
"lung diseases obstructive","0.066","disease or syndrome"
"anxiety disorders","0.065","finding - mental or behavioral dysfunction"
"congenital abnormality","0.064","congenital abnormality - disease or syndrome"
"daytime sleepiness","0.064","finding"
"myocardial infarction","0.064","disease or syndrome - finding"
"electrocardiogram","0.064","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"congestive heart failure","0.064","congenital abnormality - disease or syndrome"
"neoplasm metastasis","0.063","neoplastic process"
"consumption-archaic term for tb","0.062","disease or syndrome"
"nose","0.062","body part, organ, or organ component - disease or syndrome"
"schizophrenia","0.061","mental or behavioral dysfunction"
"psychotropic drugs","0.060","pharmacologic substance"
"pregnancy tests","0.059","diagnostic procedure"
"movement disorders","0.059","disease or syndrome"
"caffeine","0.057","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"counter brand of terbufos","0.056","hazardous or poisonous substance"
"arteries","0.054","body part, organ, or organ component"
"medical history","0.054","finding"
"dementia","0.054","mental or behavioral dysfunction"
"negative finding","0.054","finding"
"angina pectoris","0.053","sign or symptom"
"pressure.airway","0.052","clinical attribute"
"dyssomnias","0.052","disease or syndrome - sign or symptom"
"blood pressure finding","0.052","finding"
"alcohol abuse","0.052","mental or behavioral dysfunction"
"nervous system disorder","0.052","disease or syndrome"
"stimulant","0.052","pharmacologic substance"
"suicidal","0.051","finding"
"multiple endocrine neoplasia","0.051","antibiotic - neoplastic process - organic chemical"
"antipsychotic agents","0.051","pharmacologic substance"
"drug abuse","0.051","mental or behavioral dysfunction"
"cardiovascular diseases","0.051","disease or syndrome"
"nocturnal myoclonus syndrome","0.050","disease or syndrome"
"investigational new drugs","0.050","pharmacologic substance - therapeutic or preventive procedure"
"heart diseases","0.050","disease or syndrome"
"narcotics","0.049","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"drugs non-prescription","0.048","pharmacologic substance - therapeutic or preventive procedure"
"sleep apnea central","0.047","disease or syndrome"
"cardiac arrhythmia","0.047","finding - pathologic function"
"antihistamines","0.044","organic chemical - pharmacologic substance"
"asleep","0.044","finding"
"screening for cancer","0.042","diagnostic procedure"
"mild adverse event","0.042","finding"
"liver diseases","0.042","disease or syndrome"
"anti-anxiety agents","0.041","pharmacologic substance"
"oxygen","0.040","pharmacologic substance"
"diabetes mellitus","0.040","disease or syndrome - pharmacologic substance"
"apnea hypopnea index","0.040","finding"
"kidney diseases","0.039","disease or syndrome"
"craniocerebral trauma","0.039","injury or poisoning"
"major depressive disorder","0.039","mental or behavioral dysfunction"
"serum","0.038","biologically active substance - body substance - pharmacologic substance"
"asthma","0.037","disease or syndrome"
"nervousness","0.037","sign or symptom"
"impaired cognition","0.037","finding - mental or behavioral dysfunction"
"smoking","0.037","hazardous or poisonous substance - individual behavior"
"melatonin","0.036","organic chemical - pharmacologic substance"
"pharmacotherapy","0.036","therapeutic or preventive procedure"
"obesity","0.036","disease or syndrome - finding"
"unipolar depression","0.036","mental or behavioral dysfunction"
"treatment protocols","0.035","therapeutic or preventive procedure"
"excessive daytime somnolence","0.035","sign or symptom"
"household composition","0.035","finding"
"neurological observations","0.035","finding"
"angina unstable","0.033","disease or syndrome"
"injury wounds","0.033","body substance - injury or poisoning"
"chronic disease","0.033","disease or syndrome"
"sedatives","0.032","pharmacologic substance"
"opioids","0.032","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"neuromuscular diseases","0.032","disease or syndrome"
"breast","0.032","body part, organ, or organ component"
"adrenergic beta-antagonists","0.032","pharmacologic substance"
"post-traumatic stress disorder","0.032","mental or behavioral dysfunction"
"exercise pain management","0.032","therapeutic or preventive procedure"
"heart ventricle","0.032","body part, organ, or organ component"
"systolic pressure","0.031","clinical attribute - diagnostic procedure"
"anticonvulsants","0.031","pharmacologic substance"
