"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"allergy severity - severe","0.20207","finding"
"mental disorders","0.12694","mental or behavioral dysfunction"
"pharmacologic substance","0.10881","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.10363","organic chemical - pharmacologic substance"
"gravidity","0.09585","finding"
"cerebrovascular accident","0.09585","disease or syndrome - therapeutic or preventive procedure"
"substance abuse problem","0.09326","mental or behavioral dysfunction"
"epilepsy","0.08808","disease or syndrome"
"depressed mood","0.08808","finding - mental or behavioral dysfunction"
"hearing examination finding","0.07772","finding"
"magnetic resonance imaging","0.07513","diagnostic procedure"
"psychotic disorders","0.06995","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.06736","organic chemical - pharmacologic substance"
"autistic disorder","0.06736","mental or behavioral dysfunction"
"malignant neoplasms","0.06736","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"congenital abnormality","0.06218","congenital abnormality - disease or syndrome"
"heart","0.05959","body part, organ, or organ component - pharmacologic substance"
"nervous system disorder","0.05440","disease or syndrome"
"unstable status","0.05440","finding"
"pharmaceutical preparations","0.05440","pharmacologic substance"
"disability","0.05181","finding"
"deafness","0.04922","disease or syndrome - finding"
"brain injuries","0.04922","injury or poisoning"
"hypersensitivity","0.04922","clinical attribute - finding - pathologic function"
"physical assessment findings","0.04663","finding"
"paralysed","0.04663","finding"
"traumatic brain injury","0.04663","disease or syndrome - injury or poisoning"
"drug abuse","0.04404","mental or behavioral dysfunction"
"impaired cognition","0.04404","finding - mental or behavioral dysfunction"
"craniocerebral trauma","0.04145","injury or poisoning"
"mental retardation","0.03886","mental or behavioral dysfunction"
"gene therapy","0.03627","therapeutic or preventive procedure"
"frontotemporal dementia","0.03627","disease or syndrome"
"claustrophobia","0.03627","mental or behavioral dysfunction"
"kidney","0.03368","body part, organ, or organ component"
"injury wounds","0.03368","body substance - injury or poisoning"
"aphasia","0.03368","mental or behavioral dysfunction"
"cardiovascular diseases","0.03368","disease or syndrome"
"blood vessel","0.03109","body part, organ, or organ component - finding"
"schizophrenia","0.03109","mental or behavioral dysfunction"
"medical contraindication","0.03109","finding"
"developmental disabilities","0.03109","mental or behavioral dysfunction"
"positive finding","0.03109","finding"
"unipolar depression","0.02850","mental or behavioral dysfunction"
"intravenous infusion procedures","0.02850","therapeutic or preventive procedure"
"psychotropic drugs","0.02850","pharmacologic substance"
"nervousness","0.02591","sign or symptom"
"neurological observations","0.02591","finding"
"breast","0.02591","body part, organ, or organ component"
"hypertensive disease","0.02591","biologically active substance - disease or syndrome - finding"
"pregnancy tests","0.02591","diagnostic procedure"
"hepatic","0.02591","body location or region"
"moderate adverse event","0.02332","finding"
"pervasive development disorder","0.02332","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"abnormal degeneration","0.02332","pathologic function"
"diabetes","0.02332","disease or syndrome"
"contraceptive methods","0.02073","therapeutic or preventive procedure"
"memory observations","0.02073","finding"
"operative surgical procedures","0.02073","diagnostic procedure - therapeutic or preventive procedure"
"attention deficit hyperactivity disorder","0.01813","disease or syndrome - mental or behavioral dysfunction"
"pharmacotherapy","0.01295","therapeutic or preventive procedure"
"relate - vinyl resin","0.01295","organic chemical"
"autism spectrum disorders","0.01295","congenital abnormality - mental or behavioral dysfunction"
"amyotrophic lateral sclerosis","0.01036","disease or syndrome - pharmacologic substance"
"unmarried","0.00518","finding"
"mini-mental status exam","0.00518","diagnostic procedure"
"mild adverse event","0.00259","finding"
