"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"allergy severity - severe","0.218","finding"
"cerebrovascular accident","0.171","disease or syndrome - therapeutic or preventive procedure"
"malignant neoplasms","0.150","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.145","mental or behavioral dysfunction"
"hearing examination finding","0.124","finding"
"aphasia","0.119","mental or behavioral dysfunction"
"pharmacologic substance","0.114","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.111","finding"
"magnetic resonance imaging","0.109","diagnostic procedure"
"ethanol","0.106","organic chemical - pharmacologic substance"
"depressed mood","0.104","finding - mental or behavioral dysfunction"
"epilepsy","0.096","disease or syndrome"
"intravenous infusion procedures","0.096","therapeutic or preventive procedure"
"substance abuse problem","0.093","mental or behavioral dysfunction"
"autistic disorder","0.085","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.080","organic chemical - pharmacologic substance"
"psychotic disorders","0.075","mental or behavioral dysfunction"
"disability","0.070","finding"
"physical assessment findings","0.070","finding"
"congenital abnormality","0.067","congenital abnormality - disease or syndrome"
"heart","0.067","body part, organ, or organ component - pharmacologic substance"
"frontotemporal dementia","0.065","disease or syndrome"
"pharmaceutical preparations","0.065","pharmacologic substance"
"paralysed","0.062","finding"
"moderate adverse event","0.062","finding"
"brain injuries","0.060","injury or poisoning"
"nervous system disorder","0.057","disease or syndrome"
"unstable status","0.057","finding"
"impaired cognition","0.057","finding - mental or behavioral dysfunction"
"deafness","0.054","disease or syndrome - finding"
"traumatic brain injury","0.054","disease or syndrome - injury or poisoning"
"relate - vinyl resin","0.052","organic chemical"
"hypersensitivity","0.052","clinical attribute - finding - pathologic function"
"gene therapy","0.052","therapeutic or preventive procedure"
"positive finding","0.052","finding"
"mental retardation","0.052","mental or behavioral dysfunction"
"drug abuse","0.047","mental or behavioral dysfunction"
"craniocerebral trauma","0.044","injury or poisoning"
"hypertensive disease","0.044","biologically active substance - disease or syndrome - finding"
"kidney","0.044","body part, organ, or organ component"
"mini-mental status exam","0.041","diagnostic procedure"
"cardiovascular diseases","0.041","disease or syndrome"
"pregnancy tests","0.039","diagnostic procedure"
"developmental disabilities","0.039","mental or behavioral dysfunction"
"contraceptive methods","0.039","therapeutic or preventive procedure"
"unmarried","0.039","finding"
"injury wounds","0.039","body substance - injury or poisoning"
"memory observations","0.039","finding"
"abnormal degeneration","0.036","pathologic function"
"hepatic","0.036","body location or region"
"claustrophobia","0.036","mental or behavioral dysfunction"
"breast","0.036","body part, organ, or organ component"
"diabetes","0.036","disease or syndrome"
"operative surgical procedures","0.034","diagnostic procedure - therapeutic or preventive procedure"
"pharmacotherapy","0.034","therapeutic or preventive procedure"
"attention deficit hyperactivity disorder","0.034","disease or syndrome - mental or behavioral dysfunction"
"pervasive development disorder","0.034","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"psychotropic drugs","0.034","pharmacologic substance"
"blood vessel","0.034","body part, organ, or organ component - finding"
"mild adverse event","0.034","finding"
"schizophrenia","0.034","mental or behavioral dysfunction"
"neurological observations","0.034","finding"
"amyotrophic lateral sclerosis","0.031","disease or syndrome - pharmacologic substance"
"medical contraindication","0.031","finding"
"nervousness","0.031","sign or symptom"
"autism spectrum disorders","0.031","congenital abnormality - mental or behavioral dysfunction"
"unipolar depression","0.031","mental or behavioral dysfunction"
