"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.27534","therapeutic or preventive procedure"
"depressed mood","0.21958","finding - mental or behavioral dysfunction"
"major depressive disorder","0.15415","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.08757","disease or syndrome - mental or behavioral dysfunction"
"contraceptive methods","0.08134","therapeutic or preventive procedure"
"antidepressive agents","0.07773","pharmacologic substance"
"depressive episode unspecified","0.06888","mental or behavioral dysfunction"
"unipolar depression","0.06674","mental or behavioral dysfunction"
"mental disorders","0.06215","mental or behavioral dysfunction"
"physical assessment findings","0.05756","finding"
"pharmacologic substance","0.05494","pharmacologic substance - therapeutic or preventive procedure"
"body mass index","0.05346","clinical attribute - diagnostic procedure"
"negative finding","0.05313","finding"
"multiple endocrine neoplasia","0.04854","antibiotic - neoplastic process - organic chemical"
"moderate adverse event","0.04657","finding"
"anxiety disorders","0.04641","finding - mental or behavioral dysfunction"
"tropical spastic paraparesis","0.04034","disease or syndrome - therapeutic or preventive procedure"
"ethanol","0.04001","organic chemical - pharmacologic substance"
"pregnancy tests","0.03690","diagnostic procedure"
"gravidity","0.03624","finding"
"bipolar disorder","0.03591","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.03493","organic chemical - pharmacologic substance"
"severe combined immunodeficiency","0.03378","diagnostic procedure - disease or syndrome"
"positive finding","0.03313","finding"
"malignant neoplasms","0.03247","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.03067","finding"
"schizophrenia","0.02870","mental or behavioral dysfunction"
"psychotropic drugs","0.02853","pharmacologic substance"
"depressive symptoms","0.02821","sign or symptom"
"unmarried","0.02624","finding"
"mass of body structure","0.02624","finding"
"post-traumatic stress disorder","0.02476","mental or behavioral dysfunction"
"medical history","0.02378","finding"
"mild adverse event","0.02345","finding"
"relate - vinyl resin","0.02279","organic chemical"
"antipsychotic agents","0.02181","pharmacologic substance"
"operative surgical procedures","0.02132","diagnostic procedure - therapeutic or preventive procedure"
"mood disorders","0.02033","mental or behavioral dysfunction"
"pharmacotherapy","0.02017","therapeutic or preventive procedure"
"electrocardiogram","0.02017","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.01902","pharmacologic substance"
"follow-up status","0.01902","finding"
"selective serotonin re-uptake inhibitor","0.01853","pharmacologic substance"
"screening for cancer","0.01853","diagnostic procedure"
"blood pressure finding","0.01705","finding"
"psychotic disorders","0.01640","mental or behavioral dysfunction"
