"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.36538","organic chemical - pharmacologic substance"
"mental disorders","0.36538","mental or behavioral dysfunction"
"gravidity","0.34341","finding"
"psychotic disorders","0.32143","mental or behavioral dysfunction"
"pharmacologic substance","0.29945","pharmacologic substance - therapeutic or preventive procedure"
"intravenous infusion procedures","0.27747","therapeutic or preventive procedure"
"schizophrenia","0.23077","mental or behavioral dysfunction"
"pharmaceutical preparations","0.23077","pharmacologic substance"
"kidney","0.21703","body part, organ, or organ component"
"psychotropic drugs","0.21154","pharmacologic substance"
"contraceptive methods","0.19780","therapeutic or preventive procedure"
"bipolar disorder","0.19505","mental or behavioral dysfunction"
"suicidal","0.18407","finding"
"allergy severity - severe","0.17857","finding"
"hypertensive disease","0.17582","biologically active substance - disease or syndrome - finding"
"hypersensitivity","0.17582","clinical attribute - finding - pathologic function"
"epilepsy","0.16484","disease or syndrome"
"active brand of pseudoephedrine-triprolidine","0.15659","organic chemical - pharmacologic substance"
"marihuana","0.15385","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"physical assessment findings","0.14286","finding"
"depressed mood","0.14286","finding - mental or behavioral dysfunction"
"benzodiazepines","0.14011","organic chemical - pharmacologic substance"
"opiates","0.14011","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"hepatic","0.13187","body location or region"
"positive finding","0.13187","finding"
"heart diseases","0.12363","disease or syndrome"
"unstable status","0.12088","finding"
"substance dependence","0.11538","mental or behavioral dysfunction"
"cardiac arrhythmia","0.10989","finding - pathologic function"
"liver function","0.10714","organ or tissue function"
"antipsychotic agents","0.09890","pharmacologic substance"
"myocardial infarction","0.09615","disease or syndrome - finding"
"craniocerebral trauma","0.09341","injury or poisoning"
"liver diseases","0.09341","disease or syndrome"
"cardiovascular diseases","0.09066","disease or syndrome"
"injury wounds","0.08791","body substance - injury or poisoning"
"unconscious state","0.08516","disease or syndrome - finding"
"unipolar depression","0.08516","mental or behavioral dysfunction"
"detoxification procedure","0.08516","therapeutic or preventive procedure"
"consciousness related finding","0.08516","finding"
"diabetes","0.08516","disease or syndrome"
"substance abuse problem","0.08242","mental or behavioral dysfunction"
"anxiety disorders","0.07967","finding - mental or behavioral dysfunction"
"physical dependence","0.07967","mental or behavioral dysfunction"
"severe combined immunodeficiency","0.07692","diagnostic procedure - disease or syndrome"
"nervous system disorder","0.07418","disease or syndrome"
"family history","0.07143","congenital abnormality - disease or syndrome - enzyme - finding"
"pregnancy tests","0.07143","diagnostic procedure"
"heart rate","0.07143","clinical attribute"
"suicide attempt","0.07143","finding - mental or behavioral dysfunction"
"major depressive disorder","0.07143","mental or behavioral dysfunction"
"cocaine dependence","0.06868","mental or behavioral dysfunction"
"angina pectoris","0.06868","sign or symptom"
"drug abuse","0.06868","mental or behavioral dysfunction"
"acute hepatitis","0.06593","disease or syndrome"
"pharmacotherapy","0.06593","therapeutic or preventive procedure"
"chest pain","0.06593","sign or symptom"
"electrocardiogram abnormal","0.06593","finding"
"mood disorders","0.06593","mental or behavioral dysfunction"
"opioids","0.06593","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"adverse reactions","0.06593","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"asthma","0.06319","disease or syndrome"
"blood pressure finding","0.06319","finding"
"antidepressive agents","0.06319","pharmacologic substance"
"illicit drugs","0.06044","hazardous or poisonous substance - pharmacologic substance"
"screening for cancer","0.06044","diagnostic procedure"
"serum","0.06044","biologically active substance - body substance - pharmacologic substance"
"congenital abnormality","0.05769","congenital abnormality - disease or syndrome"
"hypnotics and sedatives","0.05769","pharmacologic substance"
"monoamine oxidase inhibitors","0.05769","organic chemical - pharmacologic substance"
"psychostimulant","0.05769","pharmacologic substance"
"psychoactive substances","0.05495","hazardous or poisonous substance - pharmacologic substance"
"lung diseases obstructive","0.05220","disease or syndrome"
"tobacco","0.05220","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"alcoholic intoxication chronic","0.05220","mental or behavioral dysfunction"
"diastole","0.05220","clinical attribute"
"physical disorders","0.05220","disease or syndrome"
"alanine transaminase","0.04945","congenital abnormality - disease or syndrome - enzyme"
"blood vessel","0.04945","body part, organ, or organ component - finding"
"liver dysfunction","0.04945","pathologic function"
"systolic pressure","0.04945","clinical attribute - diagnostic procedure"
"impaired cognition","0.04945","finding - mental or behavioral dysfunction"
"diastolic blood pressure","0.04945","clinical attribute - diagnostic procedure - finding"
"aspartate transaminase","0.04945","enzyme"
"brain diseases","0.04945","disease or syndrome"
"nicotine dependence","0.04670","mental or behavioral dysfunction"
"phosphatidylinositols","0.04670","biologically active substance"
"spermatocidal agents","0.04670","pharmacologic substance"
"homicidal ideation","0.04670","finding"
"cerebrovascular accident","0.04670","disease or syndrome - therapeutic or preventive procedure"
"chronic obstructive airway disease","0.04396","disease or syndrome"
"glaucoma","0.04396","disease or syndrome - finding"
"operative surgical procedures","0.04396","diagnostic procedure - therapeutic or preventive procedure"
"relate - vinyl resin","0.04396","organic chemical"
"transaminases","0.04396","enzyme"
"hepatitis active","0.04121","finding"
"progesterone","0.04121","pharmacologic substance"
"buprenorphine","0.04121","organic chemical - pharmacologic substance"
"renal function","0.04121","organ or tissue function"
"systolic blood pressure measurement","0.04121","clinical attribute - diagnostic procedure"
"vascular diseases","0.03846","disease or syndrome"
"drug dependence","0.03846","mental or behavioral dysfunction"
"heart ventricle","0.03846","body part, organ, or organ component"
"anticonvulsants","0.03846","pharmacologic substance"
"heart block","0.03846","disease or syndrome"
"caffeine","0.03571","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"magnetic resonance imaging","0.03571","diagnostic procedure"
"manic","0.03571","finding - mental or behavioral dysfunction"
"breast","0.03571","body part, organ, or organ component"
"renal impairment","0.03571","disease or syndrome - finding"
"drugs non-prescription","0.03571","pharmacologic substance - therapeutic or preventive procedure"
"vitamin d-binding protein","0.03571","biologically active substance - diagnostic procedure"
"implantation procedure","0.03571","therapeutic or preventive procedure"
"stimulant","0.03571","pharmacologic substance"
"hiv seropositivity","0.03297","finding"
"cardiac symptom","0.03297","sign or symptom"
"anti-anxiety agents","0.03297","pharmacologic substance"
"delirium dementia amnestic cognitive disorders","0.03297","mental or behavioral dysfunction"
"allergic reaction","0.03297","pathologic function"
"claustrophobia","0.03297","mental or behavioral dysfunction"
"medroxyprogesterone acetate","0.03297","antibiotic - disease or syndrome - pharmacologic substance"
"disease of diaphragm","0.03297","body part, organ, or organ component - disease or syndrome"
"selective serotonin re-uptake inhibitor","0.03297","pharmacologic substance"
"medical history","0.03297","finding"
"mercury","0.03297","hazardous or poisonous substance"
"contraceptives oral","0.03297","pharmacologic substance - therapeutic or preventive procedure"
"counter brand of terbufos","0.03297","hazardous or poisonous substance"
"attention deficit hyperactivity disorder","0.03297","disease or syndrome - mental or behavioral dysfunction"
"disulfiram","0.03297","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"multiple endocrine neoplasia","0.03297","antibiotic - neoplastic process - organic chemical"
"communicable diseases","0.03297","disease or syndrome"
"veins","0.03022","body part, organ, or organ component"
"fever","0.03022","finding"
"cerebrovascular disorders","0.03022","pathologic function"
"contraception barrier","0.03022","therapeutic or preventive procedure"
"psychiatric symptom","0.03022","sign or symptom"
"theophylline","0.03022","biologically active substance - organic chemical - pharmacologic substance"
"liver abnormal","0.03022","finding"
"cocaine abuse","0.03022","mental or behavioral dysfunction"
"bleomycin-cisplatin protocol","0.02747","therapeutic or preventive procedure"
"nervousness","0.02747","sign or symptom"
"schizoaffective disorder","0.02747","mental or behavioral dysfunction"
"body mass index","0.02747","clinical attribute - diagnostic procedure"
"oral contraception","0.02747","pharmacologic substance - therapeutic or preventive procedure"
"narcotic antagonists","0.02747","pharmacologic substance"
"creatinine","0.02747","biologically active substance - finding - organic chemical"
"barbiturates","0.02747","injury or poisoning - organic chemical - pharmacologic substance"
"hematocrit level","0.02473","laboratory or test result"
"infantile neuroaxonal dystrophy","0.02473","disease or syndrome"
"current non-drinker of alcohol","0.02473","individual behavior"
"blood urea nitrogen","0.02473","biologically active substance - inorganic chemical - organic chemical"
"negative finding","0.02198","finding"
"opiate addiction","0.02198","mental or behavioral dysfunction"
"tubal ligation","0.02198","therapeutic or preventive procedure"
"hysterectomy","0.01648","therapeutic or preventive procedure"
"sexual sterilization","0.01648","finding - therapeutic or preventive procedure"
"bilateral prophylactic mastectomy","0.01648","organic chemical - therapeutic or preventive procedure"
"urine drug screen positive","0.01648","laboratory or test result"
"levonorgestrel","0.01648","pharmacologic substance"
"household composition","0.01374","finding"
"alcohol consumption","0.01374","individual behavior"
"mass of body structure","0.01374","finding"
"follow-up status","0.01099","finding"
"methadone maintenance","0.00824","therapeutic or preventive procedure"
"vital signs","0.00824","clinical attribute"
"metabolite","0.00549","biologically active substance"
"weighing patient","0.00549","diagnostic procedure - finding"
