"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"cocaine dependence","0.50275","mental or behavioral dysfunction"
"intravenous infusion procedures","0.45330","therapeutic or preventive procedure"
"positive finding","0.25000","finding"
"contraceptive methods","0.24176","therapeutic or preventive procedure"
"pharmacologic substance","0.15110","pharmacologic substance - therapeutic or preventive procedure"
"negative finding","0.14011","finding"
"ethanol","0.13462","organic chemical - pharmacologic substance"
"screening for cancer","0.12637","diagnostic procedure"
"physical assessment findings","0.11538","finding"
"pregnancy tests","0.10989","diagnostic procedure"
"gravidity","0.08242","finding"
"cocaine abuse","0.07967","mental or behavioral dysfunction"
"pregnancy test negative","0.07692","finding - laboratory or test result"
"severe combined immunodeficiency","0.07418","diagnostic procedure - disease or syndrome"
"opioids","0.07418","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"medical history","0.06868","finding"
"opiates","0.06868","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"opiate addiction","0.06319","mental or behavioral dysfunction"
"illicit drugs","0.04945","hazardous or poisonous substance - pharmacologic substance"
"pharmaceutical preparations","0.04945","pharmacologic substance"
"personal satisfaction","0.04945","finding"
"follow-up status","0.04945","finding"
"substance abuse problem","0.04670","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.04396","mental or behavioral dysfunction"
"operative surgical procedures","0.04396","diagnostic procedure - therapeutic or preventive procedure"
"nicotine dependence","0.04121","mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.04121","antibiotic - neoplastic process - organic chemical"
"urine sample","0.03846","body substance"
"general health","0.03571","finding"
"spermatocidal agents","0.03571","pharmacologic substance"
"current non-drinker of alcohol","0.03571","individual behavior"
"body mass index","0.03297","clinical attribute - diagnostic procedure"
"methadone maintenance","0.03022","therapeutic or preventive procedure"
"mass of body structure","0.03022","finding"
"metabolite","0.02747","biologically active substance"
"contraception barrier","0.02747","therapeutic or preventive procedure"
"depressed mood","0.02747","finding - mental or behavioral dysfunction"
"household composition","0.02473","finding"
"detoxification procedure","0.02473","therapeutic or preventive procedure"
"sexual sterilization","0.02473","finding - therapeutic or preventive procedure"
"weighing patient","0.02473","diagnostic procedure - finding"
"vital signs","0.02473","clinical attribute"
"breast","0.02198","body part, organ, or organ component"
"disease of diaphragm","0.02198","body part, organ, or organ component - disease or syndrome"
"contraceptives oral","0.02198","pharmacologic substance - therapeutic or preventive procedure"
"attention deficit hyperactivity disorder","0.02198","disease or syndrome - mental or behavioral dysfunction"
"serum","0.02198","biologically active substance - body substance - pharmacologic substance"
"kidney","0.02198","body part, organ, or organ component"
"phosphatidylinositols","0.02198","biologically active substance"
"alanine transaminase","0.01923","congenital abnormality - disease or syndrome - enzyme"
"oral contraception","0.01923","pharmacologic substance - therapeutic or preventive procedure"
"substance dependence","0.01923","mental or behavioral dysfunction"
"adverse reactions","0.01923","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"alcohol consumption","0.01923","individual behavior"
"urine drug screen positive","0.01923","laboratory or test result"
"levonorgestrel","0.01923","pharmacologic substance"
"mental disorders","0.01923","mental or behavioral dysfunction"
"hysterectomy","0.01648","therapeutic or preventive procedure"
"diastole","0.01648","clinical attribute"
"active brand of pseudoephedrine-triprolidine","0.01648","organic chemical - pharmacologic substance"
"marihuana","0.01648","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"aspartate transaminase","0.01648","enzyme"
"medroxyprogesterone acetate","0.01648","antibiotic - disease or syndrome - pharmacologic substance"
"blood urea nitrogen","0.01648","biologically active substance - inorganic chemical - organic chemical"
"benzodiazepines","0.01374","organic chemical - pharmacologic substance"
"progesterone","0.01374","pharmacologic substance"
"liver function","0.01374","organ or tissue function"
"blood pressure finding","0.01374","finding"
"congenital abnormality","0.01374","congenital abnormality - disease or syndrome"
"bilateral prophylactic mastectomy","0.01374","organic chemical - therapeutic or preventive procedure"
"cardiac arrhythmia","0.01374","finding - pathologic function"
"renal function","0.01374","organ or tissue function"
"psychotic disorders","0.01099","mental or behavioral dysfunction"
"stimulant","0.01099","pharmacologic substance"
"drug dependence","0.01099","mental or behavioral dysfunction"
"psychotropic drugs","0.01099","pharmacologic substance"
"allergy severity - severe","0.01099","finding"
"mercury","0.01099","hazardous or poisonous substance"
"implantation procedure","0.01099","therapeutic or preventive procedure"
"tubal ligation","0.01099","therapeutic or preventive procedure"
"manic","0.00824","finding - mental or behavioral dysfunction"
"hematocrit level","0.00824","laboratory or test result"
"schizoaffective disorder","0.00824","mental or behavioral dysfunction"
"tobacco","0.00824","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"schizophrenia","0.00824","mental or behavioral dysfunction"
"bipolar disorder","0.00824","mental or behavioral dysfunction"
"unipolar depression","0.00824","mental or behavioral dysfunction"
"buprenorphine","0.00824","organic chemical - pharmacologic substance"
"physical dependence","0.00824","mental or behavioral dysfunction"
"heart rate","0.00824","clinical attribute"
"caffeine","0.00549","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"anxiety disorders","0.00549","finding - mental or behavioral dysfunction"
"cardiovascular diseases","0.00549","disease or syndrome"
"relate - vinyl resin","0.00549","organic chemical"
"infantile neuroaxonal dystrophy","0.00549","disease or syndrome"
"creatinine","0.00549","biologically active substance - finding - organic chemical"
"barbiturates","0.00549","injury or poisoning - organic chemical - pharmacologic substance"
"major depressive disorder","0.00549","mental or behavioral dysfunction"
"suicidal","0.00275","finding"
"unstable status","0.00275","finding"
"antipsychotic agents","0.00275","pharmacologic substance"
"pharmacotherapy","0.00275","therapeutic or preventive procedure"
"nervousness","0.00275","sign or symptom"
"hepatic","0.00275","body location or region"
"veins","0.00275","body part, organ, or organ component"
"bleomycin-cisplatin protocol","0.00275","therapeutic or preventive procedure"
"heart ventricle","0.00275","body part, organ, or organ component"
"systolic pressure","0.00275","clinical attribute - diagnostic procedure"
"selective serotonin re-uptake inhibitor","0.00275","pharmacologic substance"
"narcotic antagonists","0.00275","pharmacologic substance"
"mood disorders","0.00275","mental or behavioral dysfunction"
"impaired cognition","0.00275","finding - mental or behavioral dysfunction"
"transaminases","0.00275","enzyme"
"suicide attempt","0.00275","finding - mental or behavioral dysfunction"
"psychoactive substances","0.00275","hazardous or poisonous substance - pharmacologic substance"
"antidepressive agents","0.00275","pharmacologic substance"
"drug abuse","0.00275","mental or behavioral dysfunction"
"diastolic blood pressure","0.00275","clinical attribute - diagnostic procedure - finding"
"nervous system disorder","0.00275","disease or syndrome"
"hypersensitivity","0.00275","clinical attribute - finding - pathologic function"
"diabetes","0.00275","disease or syndrome"
"fever","0.00275","finding"
