"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.544","therapeutic or preventive procedure"
"cocaine dependence","0.514","mental or behavioral dysfunction"
"ethanol","0.431","organic chemical - pharmacologic substance"
"gravidity","0.398","finding"
"pharmacologic substance","0.387","pharmacologic substance - therapeutic or preventive procedure"
"contraceptive methods","0.385","therapeutic or preventive procedure"
"mental disorders","0.374","mental or behavioral dysfunction"
"positive finding","0.335","finding"
"psychotic disorders","0.327","mental or behavioral dysfunction"
"pharmaceutical preparations","0.250","pharmacologic substance"
"physical assessment findings","0.239","finding"
"schizophrenia","0.236","mental or behavioral dysfunction"
"kidney","0.228","body part, organ, or organ component"
"psychotropic drugs","0.223","pharmacologic substance"
"bipolar disorder","0.201","mental or behavioral dysfunction"
"suicidal","0.187","finding"
"allergy severity - severe","0.184","finding"
"opiates","0.184","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"hypertensive disease","0.176","biologically active substance - disease or syndrome - finding"
"hypersensitivity","0.176","clinical attribute - finding - pathologic function"
"screening for cancer","0.170","diagnostic procedure"
"active brand of pseudoephedrine-triprolidine","0.168","organic chemical - pharmacologic substance"
"epilepsy","0.165","disease or syndrome"
"depressed mood","0.165","finding - mental or behavioral dysfunction"
"pregnancy tests","0.157","diagnostic procedure"
"marihuana","0.157","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"benzodiazepines","0.154","organic chemical - pharmacologic substance"
"negative finding","0.154","finding"
"hepatic","0.135","body location or region"
"substance dependence","0.132","mental or behavioral dysfunction"
"opioids","0.129","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"substance abuse problem","0.124","mental or behavioral dysfunction"
"cardiac arrhythmia","0.124","finding - pathologic function"
"heart diseases","0.124","disease or syndrome"
"liver function","0.121","organ or tissue function"
"unstable status","0.121","finding"
"severe combined immunodeficiency","0.115","diagnostic procedure - disease or syndrome"
"cocaine abuse","0.102","mental or behavioral dysfunction"
"detoxification procedure","0.102","therapeutic or preventive procedure"
"medical history","0.102","finding"
"antipsychotic agents","0.099","pharmacologic substance"
"myocardial infarction","0.096","disease or syndrome - finding"
"cardiovascular diseases","0.096","disease or syndrome"
"craniocerebral trauma","0.093","injury or poisoning"
"alcoholic intoxication chronic","0.093","mental or behavioral dysfunction"
"liver diseases","0.093","disease or syndrome"
"unipolar depression","0.093","mental or behavioral dysfunction"
"operative surgical procedures","0.088","diagnostic procedure - therapeutic or preventive procedure"
"injury wounds","0.088","body substance - injury or poisoning"
"diabetes","0.088","disease or syndrome"
"illicit drugs","0.085","hazardous or poisonous substance - pharmacologic substance"
"consciousness related finding","0.085","finding"
"anxiety disorders","0.085","finding - mental or behavioral dysfunction"
"unconscious state","0.085","disease or syndrome - finding"
"adverse reactions","0.085","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"nicotine dependence","0.082","mental or behavioral dysfunction"
"opiate addiction","0.082","mental or behavioral dysfunction"
"spermatocidal agents","0.082","pharmacologic substance"
"physical dependence","0.082","mental or behavioral dysfunction"
"nervous system disorder","0.077","disease or syndrome"
"heart rate","0.077","clinical attribute"
"pregnancy test negative","0.077","finding - laboratory or test result"
"major depressive disorder","0.077","mental or behavioral dysfunction"
"blood pressure finding","0.074","finding"
"serum","0.074","biologically active substance - body substance - pharmacologic substance"
"suicide attempt","0.074","finding - mental or behavioral dysfunction"
"family history","0.071","congenital abnormality - disease or syndrome - enzyme - finding"
"multiple endocrine neoplasia","0.071","antibiotic - neoplastic process - organic chemical"
"diastole","0.069","clinical attribute"
"pharmacotherapy","0.069","therapeutic or preventive procedure"
"alanine transaminase","0.069","congenital abnormality - disease or syndrome - enzyme"
"drug abuse","0.069","mental or behavioral dysfunction"
"mood disorders","0.069","mental or behavioral dysfunction"
"angina pectoris","0.069","sign or symptom"
"chest pain","0.066","sign or symptom"
"aspartate transaminase","0.066","enzyme"
"antidepressive agents","0.066","pharmacologic substance"
"electrocardiogram abnormal","0.066","finding"
"acute hepatitis","0.066","disease or syndrome"
"congenital abnormality","0.063","congenital abnormality - disease or syndrome"
"asthma","0.063","disease or syndrome"
"body mass index","0.060","clinical attribute - diagnostic procedure"
"follow-up status","0.058","finding"
"monoamine oxidase inhibitors","0.058","organic chemical - pharmacologic substance"
"hypnotics and sedatives","0.058","pharmacologic substance"
"current non-drinker of alcohol","0.058","individual behavior"
"contraception barrier","0.058","therapeutic or preventive procedure"
"psychostimulant","0.058","pharmacologic substance"
"progesterone","0.055","pharmacologic substance"
"breast","0.055","body part, organ, or organ component"
"psychoactive substances","0.055","hazardous or poisonous substance - pharmacologic substance"
"renal function","0.055","organ or tissue function"
"tobacco","0.055","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"contraceptives oral","0.055","pharmacologic substance - therapeutic or preventive procedure"
"disease of diaphragm","0.055","body part, organ, or organ component - disease or syndrome"
"systolic pressure","0.052","clinical attribute - diagnostic procedure"
"phosphatidylinositols","0.052","biologically active substance"
"diastolic blood pressure","0.052","clinical attribute - diagnostic procedure - finding"
"physical disorders","0.052","disease or syndrome"
"lung diseases obstructive","0.052","disease or syndrome"
"impaired cognition","0.052","finding - mental or behavioral dysfunction"
"relate - vinyl resin","0.049","organic chemical"
"brain diseases","0.049","disease or syndrome"
"personal satisfaction","0.049","finding"
"liver dysfunction","0.049","pathologic function"
"blood vessel","0.049","body part, organ, or organ component - finding"
"medroxyprogesterone acetate","0.049","antibiotic - disease or syndrome - pharmacologic substance"
"cerebrovascular accident","0.047","disease or syndrome - therapeutic or preventive procedure"
"buprenorphine","0.047","organic chemical - pharmacologic substance"
"implantation procedure","0.047","therapeutic or preventive procedure"
"drug dependence","0.047","mental or behavioral dysfunction"
"transaminases","0.047","enzyme"
"homicidal ideation","0.047","finding"
"oral contraception","0.047","pharmacologic substance - therapeutic or preventive procedure"
"manic","0.044","finding - mental or behavioral dysfunction"
"mass of body structure","0.044","finding"
"mercury","0.044","hazardous or poisonous substance"
"attention deficit hyperactivity disorder","0.044","disease or syndrome - mental or behavioral dysfunction"
"chronic obstructive airway disease","0.044","disease or syndrome"
"glaucoma","0.044","disease or syndrome - finding"
"systolic blood pressure measurement","0.041","clinical attribute - diagnostic procedure"
"hepatitis active","0.041","finding"
"heart ventricle","0.041","body part, organ, or organ component"
"blood urea nitrogen","0.041","biologically active substance - inorganic chemical - organic chemical"
"sexual sterilization","0.041","finding - therapeutic or preventive procedure"
"stimulant","0.041","pharmacologic substance"
"heart block","0.038","disease or syndrome"
"anticonvulsants","0.038","pharmacologic substance"
"caffeine","0.038","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"vascular diseases","0.038","disease or syndrome"
"household composition","0.038","finding"
"urine sample","0.038","body substance"
"general health","0.036","finding"
"renal impairment","0.036","disease or syndrome - finding"
"methadone maintenance","0.036","therapeutic or preventive procedure"
"urine drug screen positive","0.036","laboratory or test result"
"drugs non-prescription","0.036","pharmacologic substance - therapeutic or preventive procedure"
"selective serotonin re-uptake inhibitor","0.036","pharmacologic substance"
"magnetic resonance imaging","0.036","diagnostic procedure"
"levonorgestrel","0.036","pharmacologic substance"
"vitamin d-binding protein","0.036","biologically active substance - diagnostic procedure"
"fever","0.033","finding"
"alcohol consumption","0.033","individual behavior"
"disulfiram","0.033","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"anti-anxiety agents","0.033","pharmacologic substance"
"barbiturates","0.033","injury or poisoning - organic chemical - pharmacologic substance"
"veins","0.033","body part, organ, or organ component"
"creatinine","0.033","biologically active substance - finding - organic chemical"
"schizoaffective disorder","0.033","mental or behavioral dysfunction"
"claustrophobia","0.033","mental or behavioral dysfunction"
"counter brand of terbufos","0.033","hazardous or poisonous substance"
"hiv seropositivity","0.033","finding"
"hysterectomy","0.033","therapeutic or preventive procedure"
"allergic reaction","0.033","pathologic function"
"delirium dementia amnestic cognitive disorders","0.033","mental or behavioral dysfunction"
"cardiac symptom","0.033","sign or symptom"
"tubal ligation","0.033","therapeutic or preventive procedure"
"metabolite","0.033","biologically active substance"
"communicable diseases","0.033","disease or syndrome"
"bilateral prophylactic mastectomy","0.030","organic chemical - therapeutic or preventive procedure"
"narcotic antagonists","0.030","pharmacologic substance"
"psychiatric symptom","0.030","sign or symptom"
"hematocrit level","0.030","laboratory or test result"
"bleomycin-cisplatin protocol","0.030","therapeutic or preventive procedure"
"theophylline","0.030","biologically active substance - organic chemical - pharmacologic substance"
"cerebrovascular disorders","0.030","pathologic function"
"weighing patient","0.030","diagnostic procedure - finding"
"vital signs","0.030","clinical attribute"
"nervousness","0.030","sign or symptom"
"liver abnormal","0.030","finding"
"infantile neuroaxonal dystrophy","0.030","disease or syndrome"
