"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.27520","finding"
"ethanol","0.23767","organic chemical - pharmacologic substance"
"pharmacologic substance","0.19500","pharmacologic substance - therapeutic or preventive procedure"
"cessation of smoking","0.17734","finding - individual behavior"
"unstable status","0.16041","finding"
"hypersensitivity","0.15085","clinical attribute - finding - pathologic function"
"nicotine replacement","0.14937","therapeutic or preventive procedure"
"tobacco","0.14937","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"mental disorders","0.14202","mental or behavioral dysfunction"
"allergy severity - severe","0.13907","finding"
"depressed mood","0.12583","finding - mental or behavioral dysfunction"
"substance abuse problem","0.12288","mental or behavioral dysfunction"
"psychotic disorders","0.11921","mental or behavioral dysfunction"
"hypertensive disease","0.11626","biologically active substance - disease or syndrome - finding"
"bupropion","0.11185","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.11038","organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.10964","pharmacologic substance"
"myocardial infarction","0.10890","disease or syndrome - finding"
"bipolar disorder","0.09492","mental or behavioral dysfunction"
"malignant neoplasms","0.09492","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"schizophrenia","0.08683","mental or behavioral dysfunction"
"angina pectoris","0.08315","sign or symptom"
"epilepsy","0.08241","disease or syndrome"
"intravenous infusion procedures","0.07873","therapeutic or preventive procedure"
"contraceptive methods","0.07579","therapeutic or preventive procedure"
"positive finding","0.07506","finding"
"replacement therapy","0.07432","therapeutic or preventive procedure"
"varenicline","0.07358","organic chemical - pharmacologic substance"
"cardiac arrhythmia","0.07285","finding - pathologic function"
"suicidal","0.07064","finding"
"asthma","0.06328","disease or syndrome"
"heart diseases","0.06034","disease or syndrome"
"nicotine transdermal patch","0.05960","clinical drug"
"unipolar depression","0.05960","mental or behavioral dysfunction"
"cardiovascular diseases","0.05813","disease or syndrome"
"psychotropic drugs","0.05740","pharmacologic substance"
"blood pressure finding","0.05740","finding"
"illicit drugs","0.05666","hazardous or poisonous substance - pharmacologic substance"
"antidepressive agents","0.05592","pharmacologic substance"
"chronic obstructive airway disease","0.05519","disease or syndrome"
"hepatic","0.05519","body location or region"
"cerebrovascular accident","0.05519","disease or syndrome - therapeutic or preventive procedure"
"craniocerebral trauma","0.05372","injury or poisoning"
"alcohol abuse","0.05298","mental or behavioral dysfunction"
"injury wounds","0.05224","body substance - injury or poisoning"
"physical assessment findings","0.05151","finding"
"marihuana","0.05077","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"congenital abnormality","0.05004","congenital abnormality - disease or syndrome"
"breast","0.05004","body part, organ, or organ component"
"anxiety disorders","0.04709","finding - mental or behavioral dysfunction"
"observation of attack","0.04562","finding"
"angina unstable","0.04562","disease or syndrome"
"screening for cancer","0.04489","diagnostic procedure"
"smokeless","0.04489","organic chemical - pharmacologic substance"
"lactation","0.04341","organ or tissue function"
"antipsychotic agents","0.04194","pharmacologic substance"
"monoamine oxidase inhibitors","0.03974","organic chemical - pharmacologic substance"
"investigational new drugs","0.03974","pharmacologic substance - therapeutic or preventive procedure"
"pharmacotherapy","0.03679","therapeutic or preventive procedure"
"benzodiazepines","0.03679","organic chemical - pharmacologic substance"
"dermatologic disorders","0.03679","disease or syndrome"
"drug abuse","0.03679","mental or behavioral dysfunction"
"consumption-archaic term for tb","0.03606","disease or syndrome"
"nicotine dependence","0.03532","mental or behavioral dysfunction"
"dementia","0.03532","mental or behavioral dysfunction"
"zyban","0.03458","organic chemical - pharmacologic substance"
"liver diseases","0.03458","disease or syndrome"
"pregnancy tests","0.03458","diagnostic procedure"
"panic disorder","0.03385","disease or syndrome - mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.03385","mental or behavioral dysfunction"
"kidney diseases","0.03311","disease or syndrome"
"blood vessel","0.03164","body part, organ, or organ component - finding"
"smoking cessation therapy","0.03164","therapeutic or preventive procedure"
"electrocardiogram","0.03091","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"diabetes","0.03091","disease or syndrome"
"opiates","0.03017","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"diastole","0.03017","clinical attribute"
"major depressive disorder","0.02870","mental or behavioral dysfunction"
"bulimia","0.02796","mental or behavioral dysfunction"
"congestive heart failure","0.02723","congenital abnormality - disease or syndrome"
"lung diseases obstructive","0.02723","disease or syndrome"
"cocaine","0.02649","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"hiv","0.02575","disease or syndrome - pharmacologic substance - virus"
"gingiva","0.02575","body part, organ, or organ component - pharmacologic substance"
"body mass index","0.02502","clinical attribute - diagnostic procedure"
"alcohol consumption","0.02502","individual behavior"
"arteries","0.02355","body part, organ, or organ component"
"infantile neuroaxonal dystrophy","0.02281","disease or syndrome"
"moderate adverse event","0.02208","finding"
"household composition","0.01913","finding"
"follow-up status","0.01913","finding"
"respiratory air","0.01840","body substance"
"medical history","0.01692","finding"
"smoke","0.01692","hazardous or poisonous substance - individual behavior"
"operative surgical procedures","0.01619","diagnostic procedure - therapeutic or preventive procedure"
"mass of body structure","0.01619","finding"
"multiple endocrine neoplasia","0.01472","antibiotic - neoplastic process - organic chemical"
"schizoaffective disorder","0.01030","mental or behavioral dysfunction"
"non-smoker","0.00957","finding"
"negative finding","0.00883","finding"
"carbon monoxide","0.00883","hazardous or poisonous substance - inorganic chemical"
"cotinine","0.00883","organic chemical - pharmacologic substance"
"current smoker","0.00515","finding"
