"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"allergy severity - severe","0.226","finding"
"hypersensitivity","0.209","clinical attribute - finding - pathologic function"
"consciousness related finding","0.164","finding"
"pharmacologic substance","0.147","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.141","organic chemical - pharmacologic substance"
"unconscious state","0.141","disease or syndrome - finding"
"pharmaceutical preparations","0.141","pharmacologic substance"
"gravidity","0.136","finding"
"cardiac arrhythmia","0.119","finding - pathologic function"
"brain injuries","0.113","injury or poisoning"
"positive finding","0.107","finding"
"comatose","0.107","congenital abnormality - disease or syndrome"
"epilepsy","0.107","disease or syndrome"
"injury wounds","0.107","body substance - injury or poisoning"
"active brand of pseudoephedrine-triprolidine","0.102","organic chemical - pharmacologic substance"
"heart ventricle","0.102","body part, organ, or organ component"
"heart diseases","0.102","disease or syndrome"
"physical assessment findings","0.090","finding"
"mental disorders","0.090","mental or behavioral dysfunction"
"hypertensive disease","0.085","biologically active substance - disease or syndrome - finding"
"blood pressure finding","0.085","finding"
"sedation","0.079","sign or symptom - therapeutic or preventive procedure"
"malignant neoplasms","0.079","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"implantation procedure","0.079","therapeutic or preventive procedure"
"adverse event associated with death","0.073","finding"
"body mass index","0.068","clinical attribute - diagnostic procedure"
"arteries","0.068","body part, organ, or organ component"
"hepatic","0.068","body location or region"
"aspirin","0.062","organic chemical - pharmacologic substance"
"life expectancy","0.062","group attribute"
"cardiac conduction","0.062","organ or tissue function"
"brain death","0.062","pathologic function"
"follow-up status","0.062","finding"
"refusal","0.062","organic chemical - pharmacologic substance"
"congestive heart failure","0.062","congenital abnormality - disease or syndrome"
"traumatic brain injury","0.062","disease or syndrome - injury or poisoning"
"myocardial infarction","0.056","disease or syndrome - finding"
"intravenous infusion procedures","0.056","therapeutic or preventive procedure"
"cardiac arrest","0.056","disease or syndrome - finding"
"cerebrovascular accident","0.056","disease or syndrome - therapeutic or preventive procedure"
"substance abuse problem","0.056","mental or behavioral dysfunction"
"hypoglycemia","0.056","disease or syndrome"
"craniocerebral trauma","0.056","injury or poisoning"
"kidney diseases","0.051","disease or syndrome"
"pathology processes","0.051","pathologic function"
"hemodynamics","0.051","organ or tissue function"
"vasovagal syncope","0.051","disease or syndrome - finding"
"contraceptive methods","0.051","therapeutic or preventive procedure"
"magnetic resonance imaging","0.051","diagnostic procedure"
"medical contraindication","0.051","finding"
"airway structure","0.051","body part, organ, or organ component"
"gclc protein human","0.051","enzyme"
"fibrillations","0.051","disease or syndrome"
"psychotic disorders","0.045","mental or behavioral dysfunction"
"sinoatrial node","0.045","body part, organ, or organ component"
"mental status adverse event","0.045","finding"
"unstable status","0.045","finding"
"heart atrium","0.045","body part, organ, or organ component"
"liver diseases","0.045","disease or syndrome"
"relate - vinyl resin","0.045","organic chemical"
"level of consciousness","0.045","finding"
"mass of body structure","0.045","finding"
"negative finding","0.045","finding"
"nervousness","0.040","sign or symptom"
"hypertrophy","0.040","disease or syndrome - pathologic function - therapeutic or preventive procedure"
"bradycardia","0.040","pathologic function"
"fracture","0.040","finding - injury or poisoning"
"breast","0.040","body part, organ, or organ component"
"structure of carotid sinus","0.040","body part, organ, or organ component"
"lung","0.040","body part, organ, or organ component - disease or syndrome"
"presyncope","0.040","sign or symptom"
"cardiomyopathies","0.040","disease or syndrome"
"pregnancy tests","0.040","diagnostic procedure"
"neurological observations","0.040","finding"
"nervous system disorder","0.040","disease or syndrome"
"disability","0.034","finding"
"transient ischemic attack","0.034","disease or syndrome"
"congenital abnormality","0.034","congenital abnormality - disease or syndrome"
"atrial fibrillation","0.034","finding - pathologic function"
"hemodynamic instability","0.034","disease or syndrome"
"intracranial pressure","0.034","organ or tissue function"
"arteriopathic disease","0.034","disease or syndrome"
"alcohol abuse","0.034","mental or behavioral dysfunction"
"syncopal episode","0.034","sign or symptom"
"neck","0.034","body location or region"
"hypertrophic cardiomyopathy","0.034","disease or syndrome"
"mechanical ventilation","0.034","therapeutic or preventive procedure"
"tricyclic antidepressive agents","0.034","pharmacologic substance"
"chronic obstructive airway disease","0.034","disease or syndrome"
"tachycardia ventricular","0.034","finding - pathologic function"
"anticoagulants","0.034","pharmacologic substance"
"blood coagulation disorders","0.034","disease or syndrome - organ or tissue function - pathologic function"
"national origin","0.034","clinical attribute"
"coronary artery disease","0.034","diagnostic procedure - disease or syndrome - therapeutic or preventive procedure"
"hearing examination finding","0.034","finding"
"type ii mucolipidosis","0.034","disease or syndrome"
"hypotension orthostatic","0.034","finding"
"observation of attack","0.034","finding"
"diabetes mellitus insulin-dependent","0.034","disease or syndrome"
"atrioventricular block","0.034","disease or syndrome"
