"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"turner syndrome","0.16746","congenital abnormality - disease or syndrome"
"tissue growth","0.15789","organ or tissue function"
"growth hormone","0.09569","pharmacologic substance"
"gene therapy","0.09091","therapeutic or preventive procedure"
"karyotype result","0.09091","laboratory or test result"
"negative finding","0.08612","finding"
"positive finding","0.08612","finding"
"testosterone","0.08134","pharmacologic substance"
"skeletal bone","0.07177","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"serum","0.07177","biologically active substance - body substance - pharmacologic substance"
"contraceptive methods","0.05742","therapeutic or preventive procedure"
"gravidity","0.05742","finding"
"androgens","0.05742","pharmacologic substance"
"encounter due to puberty","0.05263","finding"
"thyroid gland","0.05263","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"chronic active hepatitis","0.05263","disease or syndrome"
"body mass index","0.05263","clinical attribute - diagnostic procedure"
"hemoglobin","0.04785","biologically active substance - finding"
"pregnancy tests","0.04785","diagnostic procedure"
"polycystic ovary syndrome","0.04785","disease or syndrome"
"multiple endocrine neoplasia","0.04785","antibiotic - neoplastic process - organic chemical"
"klinefelter syndrome","0.03828","congenital abnormality - disease or syndrome"
"follicle stimulating hormone","0.03828","pharmacologic substance"
"pregnancy test negative","0.03828","finding - laboratory or test result"
"somatotropin deficiency","0.03828","disease or syndrome"
"congenital adrenal hyperplasia","0.03349","congenital abnormality - disease or syndrome"
"hypothalamic structure","0.03349","body part, organ, or organ component"
"hiv seropositivity","0.03349","finding"
"sexual intercourse - finding","0.03349","finding"
"thyrotropin","0.03349","pharmacologic substance"
"physical assessment findings","0.03349","finding"
"follow-up status","0.03349","finding"
"hiv-1","0.03349","virus"
"luteinizing hormone","0.03349","pharmacologic substance"
"mass of body structure","0.03349","finding"
"hiv infections","0.02871","disease or syndrome - virus"
"prolactin","0.02871","pharmacologic substance"
"cd4 antigens","0.02871","receptor"
"active brand of pseudoephedrine-triprolidine","0.02871","organic chemical - pharmacologic substance"
"allergy severity - severe","0.02871","finding"
"infertility","0.02871","diagnostic procedure - disease or syndrome"
"gonadal structure","0.02871","body part, organ, or organ component"
"hormone deficiency","0.02871","disease or syndrome"
"hormone therapy","0.02392","therapeutic or preventive procedure"
"pituitary gland","0.02392","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"pharmacologic substance","0.02392","pharmacologic substance - therapeutic or preventive procedure"
"somatropin","0.02392","pharmacologic substance"
"magnetic resonance imaging","0.02392","diagnostic procedure"
"congenital abnormality","0.01914","congenital abnormality - disease or syndrome"
"estrogens","0.01914","pharmacologic substance"
"hirsutism","0.01914","disease or syndrome - finding"
"gonadotropins","0.01914","pharmacologic substance"
"hyperandrogenism","0.01914","disease or syndrome"
"blood pressure finding","0.01435","finding"
"heart","0.01435","body part, organ, or organ component - pharmacologic substance"
"intravenous infusion procedures","0.01435","therapeutic or preventive procedure"
"aspartate transaminase","0.01435","enzyme"
"pharmaceutical preparations","0.01435","pharmacologic substance"
"obesity","0.01435","disease or syndrome - finding"
"alanine transaminase","0.01435","congenital abnormality - disease or syndrome - enzyme"
"transaminases","0.00957","enzyme"
"insulin","0.00957","pharmacologic substance"
"mental disorders","0.00957","mental or behavioral dysfunction"
"chronic disease","0.00957","disease or syndrome"
"kidney diseases","0.00478","disease or syndrome"
"diabetes mellitus","0.00478","disease or syndrome - pharmacologic substance"
"hypothyroidism","0.00478","disease or syndrome"
"liver diseases","0.00478","disease or syndrome"
"malignant neoplasms","0.00478","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"oral contraception","0.00478","pharmacologic substance - therapeutic or preventive procedure"
"contraceptives oral","0.00478","pharmacologic substance - therapeutic or preventive procedure"
"lung","0.00478","body part, organ, or organ component - disease or syndrome"
