"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"pharmacologic substance","0.11962","pharmacologic substance - therapeutic or preventive procedure"
"malignant neoplasms","0.11962","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"tissue growth","0.11005","organ or tissue function"
"hypersensitivity","0.10048","clinical attribute - finding - pathologic function"
"allergy severity - severe","0.10048","finding"
"growth hormone","0.10048","pharmacologic substance"
"gravidity","0.09569","finding"
"pharmaceutical preparations","0.09569","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.08134","organic chemical - pharmacologic substance"
"hepatic","0.07656","body location or region"
"ethanol","0.07177","organic chemical - pharmacologic substance"
"heart","0.05742","body part, organ, or organ component - pharmacologic substance"
"diabetes mellitus","0.05742","disease or syndrome - pharmacologic substance"
"androgens","0.05742","pharmacologic substance"
"liver diseases","0.05742","disease or syndrome"
"anaplastic oligodendroglioma","0.05263","neoplastic process"
"positive finding","0.05263","finding"
"magnetic resonance imaging","0.04785","diagnostic procedure"
"lung","0.04785","body part, organ, or organ component - disease or syndrome"
"estrogens","0.04785","pharmacologic substance"
"contraceptives oral","0.04785","pharmacologic substance - therapeutic or preventive procedure"
"testosterone","0.04785","pharmacologic substance"
"kidney diseases","0.04306","disease or syndrome"
"karyotype result","0.04306","laboratory or test result"
"illicit drugs","0.03828","hazardous or poisonous substance - pharmacologic substance"
"congenital abnormality","0.03828","congenital abnormality - disease or syndrome"
"body mass index","0.03828","clinical attribute - diagnostic procedure"
"chronic active hepatitis","0.03828","disease or syndrome"
"medical contraindication","0.03828","finding"
"mental disorders","0.03828","mental or behavioral dysfunction"
"chronic disease","0.03828","disease or syndrome"
"congenital adrenal hyperplasia","0.03349","congenital abnormality - disease or syndrome"
"investigational new drugs","0.03349","pharmacologic substance - therapeutic or preventive procedure"
"hemoglobin","0.03349","biologically active substance - finding"
"physical assessment findings","0.03349","finding"
"oral contraception","0.03349","pharmacologic substance - therapeutic or preventive procedure"
"hormone therapy","0.02871","therapeutic or preventive procedure"
"gene therapy","0.02871","therapeutic or preventive procedure"
"hiv infections","0.02871","disease or syndrome - virus"
"thyroid gland","0.02871","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"contraceptive methods","0.02871","therapeutic or preventive procedure"
"hypothyroidism","0.02871","disease or syndrome"
"blood pressure finding","0.02392","finding"
"skeletal bone","0.02392","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"transaminases","0.02392","enzyme"
"sexual intercourse - finding","0.02392","finding"
"aspartate transaminase","0.02392","enzyme"
"intravenous infusion procedures","0.02392","therapeutic or preventive procedure"
"pregnancy tests","0.02392","diagnostic procedure"
"serum","0.02392","biologically active substance - body substance - pharmacologic substance"
"polycystic ovary syndrome","0.02392","disease or syndrome"
"turner syndrome","0.02392","congenital abnormality - disease or syndrome"
"alanine transaminase","0.02392","congenital abnormality - disease or syndrome - enzyme"
"obesity","0.02392","disease or syndrome - finding"
"insulin","0.02392","pharmacologic substance"
"pituitary gland","0.01914","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"encounter due to puberty","0.01914","finding"
"hyperandrogenism","0.01914","disease or syndrome"
"gonadotropins","0.01914","pharmacologic substance"
"klinefelter syndrome","0.01435","congenital abnormality - disease or syndrome"
"follicle stimulating hormone","0.01435","pharmacologic substance"
"thyrotropin","0.01435","pharmacologic substance"
"hirsutism","0.01435","disease or syndrome - finding"
"somatropin","0.01435","pharmacologic substance"
"prolactin","0.00957","pharmacologic substance"
"infertility","0.00957","diagnostic procedure - disease or syndrome"
"negative finding","0.00957","finding"
"gonadal structure","0.00957","body part, organ, or organ component"
"follow-up status","0.00957","finding"
"luteinizing hormone","0.00957","pharmacologic substance"
"multiple endocrine neoplasia","0.00957","antibiotic - neoplastic process - organic chemical"
"hiv seropositivity","0.00478","finding"
"somatotropin deficiency","0.00478","disease or syndrome"
"cd4 antigens","0.00478","receptor"
"hormone deficiency","0.00478","disease or syndrome"
