"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"smoke","0.16995","hazardous or poisonous substance - individual behavior"
"contraceptive methods","0.13657","therapeutic or preventive procedure"
"intravenous infusion procedures","0.12898","therapeutic or preventive procedure"
"nicotine dependence","0.10926","mental or behavioral dysfunction"
"physical assessment findings","0.08953","finding"
"gravidity","0.08649","finding"
"cessation of smoking","0.08498","finding - individual behavior"
"ethanol","0.07436","organic chemical - pharmacologic substance"
"negative finding","0.06829","finding"
"medical history","0.06829","finding"
"pregnancy tests","0.06222","diagnostic procedure"
"personal satisfaction","0.05918","finding"
"active brand of pseudoephedrine-triprolidine","0.05615","organic chemical - pharmacologic substance"
"schizophrenia","0.05311","mental or behavioral dysfunction"
"carbon monoxide","0.05008","hazardous or poisonous substance - inorganic chemical"
"body mass index","0.04856","clinical attribute - diagnostic procedure"
"pharmacologic substance","0.04704","pharmacologic substance - therapeutic or preventive procedure"
"malignant neoplasms","0.04704","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"cotinine","0.04401","organic chemical - pharmacologic substance"
"respiratory air","0.04097","body substance"
"current smoker","0.03794","finding"
"nicotine replacement","0.03642","therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.03642","disease or syndrome"
"multiple endocrine neoplasia","0.03490","antibiotic - neoplastic process - organic chemical"
"schizoaffective disorder","0.03187","mental or behavioral dysfunction"
"pharmaceutical preparations","0.03187","pharmacologic substance"
"current every day smoker","0.03035","finding"
"marihuana","0.03035","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"unstable status","0.02883","finding"
"follow-up status","0.02883","finding"
"severe combined immunodeficiency","0.02731","diagnostic procedure - disease or syndrome"
"antipsychotic agents","0.02580","pharmacologic substance"
"mass of body structure","0.02580","finding"
"moderate adverse event","0.02428","finding"
"illicit drugs","0.02276","hazardous or poisonous substance - pharmacologic substance"
"serum","0.02276","biologically active substance - body substance - pharmacologic substance"
