"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.407","finding"
"ethanol","0.337","organic chemical - pharmacologic substance"
"pharmacologic substance","0.252","pharmacologic substance - therapeutic or preventive procedure"
"cessation of smoking","0.238","finding - individual behavior"
"contraceptive methods","0.226","therapeutic or preventive procedure"
"unstable status","0.223","finding"
"nicotine replacement","0.208","therapeutic or preventive procedure"
"mental disorders","0.206","mental or behavioral dysfunction"
"psychotic disorders","0.194","mental or behavioral dysfunction"
"smoke","0.181","hazardous or poisonous substance - individual behavior"
"hypersensitivity","0.181","clinical attribute - finding - pathologic function"
"intravenous infusion procedures","0.181","therapeutic or preventive procedure"
"schizophrenia","0.178","mental or behavioral dysfunction"
"depressed mood","0.173","finding - mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.159","organic chemical - pharmacologic substance"
"bipolar disorder","0.153","mental or behavioral dysfunction"
"bupropion","0.153","organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.153","pharmacologic substance"
"hypertensive disease","0.147","biologically active substance - disease or syndrome - finding"
"substance abuse problem","0.146","mental or behavioral dysfunction"
"myocardial infarction","0.144","disease or syndrome - finding"
"nicotine dependence","0.143","mental or behavioral dysfunction"
"allergy severity - severe","0.143","finding"
"malignant neoplasms","0.135","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"angina pectoris","0.127","sign or symptom"
"epilepsy","0.126","disease or syndrome"
"physical assessment findings","0.123","finding"
"positive finding","0.108","finding"
"replacement therapy","0.108","therapeutic or preventive procedure"
"pregnancy tests","0.106","diagnostic procedure"
"psychotropic drugs","0.106","pharmacologic substance"
"craniocerebral trauma","0.100","injury or poisoning"
"antidepressive agents","0.099","pharmacologic substance"
"antipsychotic agents","0.096","pharmacologic substance"
"cardiac arrhythmia","0.096","finding - pathologic function"
"varenicline","0.094","organic chemical - pharmacologic substance"
"medical history","0.091","finding"
"unipolar depression","0.091","mental or behavioral dysfunction"
"suicidal","0.086","finding"
"illicit drugs","0.083","hazardous or poisonous substance - pharmacologic substance"
"screening for cancer","0.082","diagnostic procedure"
"injury wounds","0.082","body substance - injury or poisoning"
"blood pressure finding","0.080","finding"
"asthma","0.079","disease or syndrome"
"negative finding","0.079","finding"
"marihuana","0.077","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"heart diseases","0.077","disease or syndrome"
"cerebrovascular accident","0.076","disease or syndrome - therapeutic or preventive procedure"
"anxiety disorders","0.076","finding - mental or behavioral dysfunction"
"angina unstable","0.074","disease or syndrome"
"smokeless","0.073","organic chemical - pharmacologic substance"
"observation of attack","0.071","finding"
"body mass index","0.071","clinical attribute - diagnostic procedure"
"nicotine transdermal patch","0.070","clinical drug"
"cardiovascular diseases","0.068","disease or syndrome"
"breast","0.067","body part, organ, or organ component"
"respiratory air","0.065","body substance"
"alcohol abuse","0.062","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.062","disease or syndrome"
"carbon monoxide","0.061","hazardous or poisonous substance - inorganic chemical"
"lactation","0.061","organ or tissue function"
"congenital abnormality","0.059","congenital abnormality - disease or syndrome"
"hepatic","0.059","body location or region"
"personal satisfaction","0.059","finding"
"benzodiazepines","0.059","organic chemical - pharmacologic substance"
"chronic obstructive airway disease","0.059","disease or syndrome"
"monoamine oxidase inhibitors","0.056","organic chemical - pharmacologic substance"
"consumption-archaic term for tb","0.055","disease or syndrome"
"alcoholic intoxication chronic","0.053","mental or behavioral dysfunction"
"blood vessel","0.053","body part, organ, or organ component - finding"
"major depressive disorder","0.053","mental or behavioral dysfunction"
"kidney diseases","0.052","disease or syndrome"
"opiates","0.052","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"diastole","0.050","clinical attribute"
"zyban","0.050","organic chemical - pharmacologic substance"
"multiple endocrine neoplasia","0.050","antibiotic - neoplastic process - organic chemical"
"panic disorder","0.050","disease or syndrome - mental or behavioral dysfunction"
"electrocardiogram","0.050","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"investigational new drugs","0.050","pharmacologic substance - therapeutic or preventive procedure"
"claustrophobia","0.049","mental or behavioral dysfunction"
"smoking cessation therapy","0.047","therapeutic or preventive procedure"
"alcohol consumption","0.047","individual behavior"
"cotinine","0.047","organic chemical - pharmacologic substance"
"cocaine","0.046","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"operative surgical procedures","0.046","diagnostic procedure - therapeutic or preventive procedure"
"schizoaffective disorder","0.046","mental or behavioral dysfunction"
"stimulant","0.046","pharmacologic substance"
"follow-up status","0.044","finding"
"moderate adverse event","0.044","finding"
"gingiva","0.042","body part, organ, or organ component - pharmacologic substance"
"caffeine","0.042","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"dermatologic disorders","0.042","disease or syndrome"
"mass of body structure","0.041","finding"
"mint snuff","0.041","hazardous or poisonous substance - pharmacologic substance"
"pharmacotherapy","0.041","therapeutic or preventive procedure"
"unconscious state","0.041","disease or syndrome - finding"
"bulimia","0.041","mental or behavioral dysfunction"
"liver diseases","0.041","disease or syndrome"
"liver function","0.039","organ or tissue function"
"current smoker","0.039","finding"
"anti-anxiety agents","0.039","pharmacologic substance"
"chantix","0.039","organic chemical - pharmacologic substance"
"consciousness related finding","0.038","finding"
"severe combined immunodeficiency","0.038","diagnostic procedure - disease or syndrome"
"hiv","0.038","disease or syndrome - pharmacologic substance - virus"
"suicide attempt","0.038","finding - mental or behavioral dysfunction"
"opioids","0.036","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"post-traumatic stress disorder","0.036","mental or behavioral dysfunction"
"magnetic resonance imaging","0.036","diagnostic procedure"
"serum","0.035","biologically active substance - body substance - pharmacologic substance"
"central nervous system neoplasms","0.035","neoplastic process"
"counter brand of terbufos","0.035","hazardous or poisonous substance"
"mercury","0.035","hazardous or poisonous substance"
"clonidine","0.033","organic chemical - pharmacologic substance"
