"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.33839","finding"
"ethanol","0.28983","organic chemical - pharmacologic substance"
"pharmacologic substance","0.22610","pharmacologic substance - therapeutic or preventive procedure"
"unstable status","0.20334","finding"
"mental disorders","0.18665","mental or behavioral dysfunction"
"psychotic disorders","0.17906","mental or behavioral dysfunction"
"nicotine replacement","0.17906","therapeutic or preventive procedure"
"cessation of smoking","0.17602","finding - individual behavior"
"hypersensitivity","0.16540","clinical attribute - finding - pathologic function"
"depressed mood","0.15326","finding - mental or behavioral dysfunction"
"bupropion","0.14719","organic chemical - pharmacologic substance"
"bipolar disorder","0.14416","mental or behavioral dysfunction"
"pharmaceutical preparations","0.13657","pharmacologic substance"
"allergy severity - severe","0.13202","finding"
"hypertensive disease","0.13202","biologically active substance - disease or syndrome - finding"
"myocardial infarction","0.13050","disease or syndrome - finding"
"schizophrenia","0.13050","mental or behavioral dysfunction"
"substance abuse problem","0.12747","mental or behavioral dysfunction"
"epilepsy","0.12291","disease or syndrome"
"angina pectoris","0.11533","sign or symptom"
"active brand of pseudoephedrine-triprolidine","0.11229","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.10926","therapeutic or preventive procedure"
"contraceptive methods","0.10470","therapeutic or preventive procedure"
"psychotropic drugs","0.10167","pharmacologic substance"
"malignant neoplasms","0.10015","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"craniocerebral trauma","0.09560","injury or poisoning"
"positive finding","0.09408","finding"
"antidepressive agents","0.09408","pharmacologic substance"
"replacement therapy","0.08953","therapeutic or preventive procedure"
"cardiac arrhythmia","0.08649","finding - pathologic function"
"suicidal","0.08498","finding"
"unipolar depression","0.08194","mental or behavioral dysfunction"
"varenicline","0.08042","organic chemical - pharmacologic substance"
"blood pressure finding","0.07436","finding"
"injury wounds","0.07436","body substance - injury or poisoning"
"cerebrovascular accident","0.07436","disease or syndrome - therapeutic or preventive procedure"
"anxiety disorders","0.07284","finding - mental or behavioral dysfunction"
"heart diseases","0.07132","disease or syndrome"
"illicit drugs","0.06980","hazardous or poisonous substance - pharmacologic substance"
"antipsychotic agents","0.06980","pharmacologic substance"
"screening for cancer","0.06980","diagnostic procedure"
