"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.403","organic chemical - pharmacologic substance"
"gravidity","0.323","finding"
"pharmacologic substance","0.305","pharmacologic substance - therapeutic or preventive procedure"
"intravenous infusion procedures","0.282","therapeutic or preventive procedure"
"contraceptive methods","0.254","therapeutic or preventive procedure"
"mental disorders","0.229","mental or behavioral dysfunction"
"psychotic disorders","0.196","mental or behavioral dysfunction"
"allergy severity - severe","0.186","finding"
"positive finding","0.178","finding"
"pharmaceutical preparations","0.177","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.176","organic chemical - pharmacologic substance"
"schizophrenia","0.156","mental or behavioral dysfunction"
"unstable status","0.153","finding"
"hypersensitivity","0.152","clinical attribute - finding - pathologic function"
"physical assessment findings","0.139","finding"
"alcoholic intoxication chronic","0.135","mental or behavioral dysfunction"
"bipolar disorder","0.133","mental or behavioral dysfunction"
"depressed mood","0.127","finding - mental or behavioral dysfunction"
"substance abuse problem","0.124","mental or behavioral dysfunction"
"opioids","0.120","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"marihuana","0.118","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"suicidal","0.110","finding"
"hypertensive disease","0.110","biologically active substance - disease or syndrome - finding"
"psychotropic drugs","0.106","pharmacologic substance"
"negative finding","0.106","finding"
"pregnancy tests","0.103","diagnostic procedure"
"opiates","0.097","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"malignant neoplasms","0.095","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"epilepsy","0.095","disease or syndrome"
"benzodiazepines","0.094","organic chemical - pharmacologic substance"
"hepatic","0.092","body location or region"
"screening for cancer","0.092","diagnostic procedure"
"opiate addiction","0.083","mental or behavioral dysfunction"
"smoker","0.075","finding"
"alcohol consumption","0.075","individual behavior"
"multiple endocrine neoplasia","0.074","antibiotic - neoplastic process - organic chemical"
"liver diseases","0.074","disease or syndrome"
"tobacco","0.074","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"electrocardiogram","0.073","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"congenital abnormality","0.071","congenital abnormality - disease or syndrome"
"antipsychotic agents","0.071","pharmacologic substance"
"hiv","0.070","disease or syndrome - pharmacologic substance - virus"
