"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.29000","organic chemical - pharmacologic substance"
"gravidity","0.27129","finding"
"pharmacologic substance","0.23097","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.20613","mental or behavioral dysfunction"
"psychotic disorders","0.18581","mental or behavioral dysfunction"
"allergy severity - severe","0.16903","finding"
"active brand of pseudoephedrine-triprolidine","0.14645","organic chemical - pharmacologic substance"
"unstable status","0.14452","finding"
"hypersensitivity","0.14387","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.14290","pharmacologic substance"
"intravenous infusion procedures","0.14097","therapeutic or preventive procedure"
"schizophrenia","0.13355","mental or behavioral dysfunction"
"bipolar disorder","0.12452","mental or behavioral dysfunction"
"contraceptive methods","0.12065","therapeutic or preventive procedure"
"depressed mood","0.10903","finding - mental or behavioral dysfunction"
"positive finding","0.10839","finding"
"suicidal","0.10677","finding"
"hypertensive disease","0.10161","biologically active substance - disease or syndrome - finding"
"psychotropic drugs","0.09710","pharmacologic substance"
"epilepsy","0.09226","disease or syndrome"
"substance abuse problem","0.08935","mental or behavioral dysfunction"
"benzodiazepines","0.08710","organic chemical - pharmacologic substance"
"marihuana","0.08677","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"hepatic","0.07839","body location or region"
"physical assessment findings","0.07452","finding"
"opioids","0.07000","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"malignant neoplasms","0.06839","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"liver diseases","0.06806","disease or syndrome"
"antidepressive agents","0.06484","pharmacologic substance"
"myocardial infarction","0.06323","disease or syndrome - finding"
"congenital abnormality","0.06323","congenital abnormality - disease or syndrome"
"heart diseases","0.06194","disease or syndrome"
"opiates","0.06129","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"craniocerebral trauma","0.06097","injury or poisoning"
"unipolar depression","0.06032","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.05903","mental or behavioral dysfunction"
"screening for cancer","0.05903","diagnostic procedure"
"injury wounds","0.05871","body substance - injury or poisoning"
"antipsychotic agents","0.05710","pharmacologic substance"
"tobacco","0.05484","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"dementia","0.05419","mental or behavioral dysfunction"
"alanine transaminase","0.05161","congenital abnormality - disease or syndrome - enzyme"
"hiv","0.05097","disease or syndrome - pharmacologic substance - virus"
"blood pressure finding","0.04871","finding"
"aspartate transaminase","0.04839","enzyme"
"substance dependence","0.04581","mental or behavioral dysfunction"
"illicit drugs","0.04516","hazardous or poisonous substance - pharmacologic substance"
"investigational new drugs","0.04484","pharmacologic substance - therapeutic or preventive procedure"
"cardiac arrhythmia","0.04452","finding - pathologic function"
"anxiety disorders","0.04419","finding - mental or behavioral dysfunction"
"angina pectoris","0.04387","sign or symptom"
"cardiovascular diseases","0.04355","disease or syndrome"
"naltrexone","0.04355","organic chemical - pharmacologic substance"
"nervous system disorder","0.04355","disease or syndrome"
"breast","0.04355","body part, organ, or organ component"
"impaired cognition","0.04323","finding - mental or behavioral dysfunction"
"electrocardiogram","0.04161","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"pregnancy tests","0.04161","diagnostic procedure"
"pharmacotherapy","0.04129","therapeutic or preventive procedure"
"liver function","0.04065","organ or tissue function"
"nicotine replacement","0.04032","therapeutic or preventive procedure"
"cerebrovascular accident","0.03903","disease or syndrome - therapeutic or preventive procedure"
"caffeine","0.03871","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"suicide attempt","0.03871","finding - mental or behavioral dysfunction"
"lactation","0.03839","organ or tissue function"
"cessation of smoking","0.03806","finding - individual behavior"
"methadone","0.03806","organic chemical - pharmacologic substance"
"nicotine dependence","0.03742","mental or behavioral dysfunction"
"kidney diseases","0.03710","disease or syndrome"
"unconscious state","0.03710","disease or syndrome - finding"
"bupropion","0.03677","organic chemical - pharmacologic substance"
"detoxification procedure","0.03677","therapeutic or preventive procedure"
"blood vessel","0.03645","body part, organ, or organ component - finding"
"disulfiram","0.03484","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"adverse reactions","0.03355","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"alcohol abuse","0.03226","mental or behavioral dysfunction"
"consciousness related finding","0.03161","finding"
"major depressive disorder","0.03129","mental or behavioral dysfunction"
"asthma","0.03097","disease or syndrome"
"manic","0.03097","finding - mental or behavioral dysfunction"
"operative surgical procedures","0.03000","diagnostic procedure - therapeutic or preventive procedure"
"diastole","0.03000","clinical attribute"
"drug abuse","0.03000","mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.02935","organic chemical - pharmacologic substance"
"alcohol consumption","0.02935","individual behavior"
"lung","0.02903","body part, organ, or organ component - disease or syndrome"
"magnetic resonance imaging","0.02774","diagnostic procedure"
"consumption-archaic term for tb","0.02774","disease or syndrome"
"alcohol withdrawal syndrome","0.02774","disease or syndrome"
"drug dependence","0.02742","mental or behavioral dysfunction"
"medical history","0.02742","finding"
"severe combined immunodeficiency","0.02710","diagnostic procedure - disease or syndrome"
"relate - vinyl resin","0.02710","organic chemical"
"mood disorders","0.02710","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.02677","disease or syndrome"
"opiate addiction","0.02645","mental or behavioral dysfunction"
"anticonvulsants","0.02613","pharmacologic substance"
"serum","0.02548","biologically active substance - body substance - pharmacologic substance"
"transaminases","0.02484","enzyme"
"diabetes mellitus","0.02419","disease or syndrome - pharmacologic substance"
"encephalopathies","0.02387","disease or syndrome - finding"
"arteries","0.02226","body part, organ, or organ component"
"negative finding","0.02226","finding"
"stimulant","0.02226","pharmacologic substance"
"moderate adverse event","0.02129","finding"
"bilirubin","0.02129","biologically active substance - laboratory or test result - organic chemical"
"body mass index","0.02065","clinical attribute - diagnostic procedure"
"neuropathy","0.02065","disease or syndrome"
"post-traumatic stress disorder","0.02032","mental or behavioral dysfunction"
"substance use disorders","0.01968","mental or behavioral dysfunction"
"schizoaffective disorder","0.01903","mental or behavioral dysfunction"
"buprenorphine","0.01871","organic chemical - pharmacologic substance"
"multiple endocrine neoplasia","0.01613","antibiotic - neoplastic process - organic chemical"
"smoker","0.01258","finding"
"mass of body structure","0.01258","finding"
"follow-up status","0.01226","finding"
"cocaine dependence","0.01065","mental or behavioral dysfunction"
"treatment protocols","0.00613","therapeutic or preventive procedure"
"smoke","0.00581","hazardous or poisonous substance - individual behavior"
"pregnancy test negative","0.00355","finding - laboratory or test result"
