"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.22839","therapeutic or preventive procedure"
"ethanol","0.20129","organic chemical - pharmacologic substance"
"contraceptive methods","0.15419","therapeutic or preventive procedure"
"pharmacologic substance","0.10935","pharmacologic substance - therapeutic or preventive procedure"
"alcoholic intoxication chronic","0.09129","mental or behavioral dysfunction"
"negative finding","0.08968","finding"
"positive finding","0.08290","finding"
"physical assessment findings","0.07871","finding"
"opioids","0.07032","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"pregnancy tests","0.06710","diagnostic procedure"
"gravidity","0.06613","finding"
"smoker","0.06581","finding"
"multiple endocrine neoplasia","0.06161","antibiotic - neoplastic process - organic chemical"
"cocaine dependence","0.06097","mental or behavioral dysfunction"
"marihuana","0.06065","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"opiate addiction","0.05935","mental or behavioral dysfunction"
"alcohol consumption","0.05194","individual behavior"
"pharmaceutical preparations","0.04774","pharmacologic substance"
"opiates","0.04710","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"medical history","0.04258","finding"
"substance abuse problem","0.04194","mental or behavioral dysfunction"
"smoke","0.04000","hazardous or poisonous substance - individual behavior"
"electrocardiogram","0.03839","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.03806","organic chemical - pharmacologic substance"
"screening for cancer","0.03774","diagnostic procedure"
"follow-up status","0.03710","finding"
"body mass index","0.03452","clinical attribute - diagnostic procedure"
"personal satisfaction","0.03419","finding"
"malignant neoplasms","0.03355","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"operative surgical procedures","0.03290","diagnostic procedure - therapeutic or preventive procedure"
"pregnancy test negative","0.03290","finding - laboratory or test result"
"mental disorders","0.03161","mental or behavioral dysfunction"
"pharmacotherapy","0.03129","therapeutic or preventive procedure"
"nicotine dependence","0.03032","mental or behavioral dysfunction"
"severe combined immunodeficiency","0.03032","diagnostic procedure - disease or syndrome"
"consumption-archaic term for tb","0.02774","disease or syndrome"
"treatment protocols","0.02645","therapeutic or preventive procedure"
"moderate adverse event","0.02613","finding"
"schizophrenia","0.02581","mental or behavioral dysfunction"
"tobacco","0.02419","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"methadone","0.02387","organic chemical - pharmacologic substance"
"encephalopathies","0.02355","disease or syndrome - finding"
"hiv","0.02290","disease or syndrome - pharmacologic substance - virus"
"neuropathy","0.02258","disease or syndrome"
"mass of body structure","0.02258","finding"
"depressed mood","0.02194","finding - mental or behavioral dysfunction"
"illicit drugs","0.02129","hazardous or poisonous substance - pharmacologic substance"
"serum","0.02129","biologically active substance - body substance - pharmacologic substance"
"allergy severity - severe","0.02097","finding"
"alcohol abuse","0.02097","mental or behavioral dysfunction"
"relate - vinyl resin","0.01968","organic chemical"
"detoxification procedure","0.01968","therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.01935","disease or syndrome"
"cessation of smoking","0.01935","finding - individual behavior"
"alanine transaminase","0.01871","congenital abnormality - disease or syndrome - enzyme"
"buprenorphine","0.01871","organic chemical - pharmacologic substance"
"bilirubin","0.01839","biologically active substance - laboratory or test result - organic chemical"
"post-traumatic stress disorder","0.01710","mental or behavioral dysfunction"
"substance use disorders","0.01677","mental or behavioral dysfunction"
"schizoaffective disorder","0.01613","mental or behavioral dysfunction"
"aspartate transaminase","0.01613","enzyme"
"antipsychotic agents","0.01548","pharmacologic substance"
"hepatic","0.01419","body location or region"
"anxiety disorders","0.01387","finding - mental or behavioral dysfunction"
"psychotic disorders","0.01290","mental or behavioral dysfunction"
"congenital abnormality","0.01290","congenital abnormality - disease or syndrome"
"diabetes mellitus","0.01226","disease or syndrome - pharmacologic substance"
"arteries","0.01161","body part, organ, or organ component"
"substance dependence","0.01129","mental or behavioral dysfunction"
"liver function","0.01129","organ or tissue function"
"blood pressure finding","0.01097","finding"
"psychotropic drugs","0.01032","pharmacologic substance"
"unstable status","0.01032","finding"
"benzodiazepines","0.00968","organic chemical - pharmacologic substance"
"breast","0.00968","body part, organ, or organ component"
"bipolar disorder","0.00968","mental or behavioral dysfunction"
"stimulant","0.00968","pharmacologic substance"
"diastole","0.00968","clinical attribute"
"drug dependence","0.00935","mental or behavioral dysfunction"
"hypersensitivity","0.00935","clinical attribute - finding - pathologic function"
"major depressive disorder","0.00935","mental or behavioral dysfunction"
"liver diseases","0.00871","disease or syndrome"
"unipolar depression","0.00871","mental or behavioral dysfunction"
"hypertensive disease","0.00839","biologically active substance - disease or syndrome - finding"
