"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"frontotemporal dementia","0.420","disease or syndrome"
"magnetic resonance imaging","0.304","diagnostic procedure"
"allergy severity - severe","0.290","finding"
"pharmacologic substance","0.261","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.261","finding"
"mini-mental status exam","0.232","diagnostic procedure"
"ethanol","0.217","organic chemical - pharmacologic substance"
"congenital abnormality","0.203","congenital abnormality - disease or syndrome"
"pregnancy tests","0.203","diagnostic procedure"
"mental disorders","0.203","mental or behavioral dysfunction"
"contraceptive methods","0.188","therapeutic or preventive procedure"
"substance abuse problem","0.188","mental or behavioral dysfunction"
"epilepsy","0.174","disease or syndrome"
"memory observations","0.174","finding"
"cerebrovascular accident","0.174","disease or syndrome - therapeutic or preventive procedure"
"pharmaceutical preparations","0.174","pharmacologic substance"
"hypersensitivity","0.145","clinical attribute - finding - pathologic function"
"breast","0.145","body part, organ, or organ component"
"dactinomycin","0.145","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"abnormal degeneration","0.145","pathologic function"
"hepatic","0.145","body location or region"
"kidney","0.145","body part, organ, or organ component"
"treatment protocols","0.130","therapeutic or preventive procedure"
"positive finding","0.130","finding"
"serum","0.130","biologically active substance - body substance - pharmacologic substance"
"aphasia progressive","0.130","mental or behavioral dysfunction"
"unstable status","0.130","finding"
"malignant neoplasms","0.130","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"depressed mood","0.130","finding - mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.130","organic chemical - pharmacologic substance"
"hypertensive disease","0.116","biologically active substance - disease or syndrome - finding"
"amyotrophic lateral sclerosis","0.116","disease or syndrome - pharmacologic substance"
"impaired cognition","0.116","finding - mental or behavioral dysfunction"
"craniocerebral trauma","0.116","injury or poisoning"
"paralysed","0.116","finding"
"negative finding","0.116","finding"
"bilirubin","0.116","biologically active substance - laboratory or test result - organic chemical"
"nervous system disorder","0.116","disease or syndrome"
"psychotic disorders","0.101","mental or behavioral dysfunction"
"pathology processes","0.101","pathologic function"
"consciousness related finding","0.101","finding"
"stem of organ","0.101","body part, organ, or organ component"
"unconscious state","0.101","disease or syndrome - finding"
"alanine transaminase","0.101","congenital abnormality - disease or syndrome - enzyme"
"cardiovascular diseases","0.101","disease or syndrome"
"relate - vinyl resin","0.101","organic chemical"
"brain injuries","0.101","injury or poisoning"
"aspartate transaminase","0.087","enzyme"
"physical assessment findings","0.087","finding"
"medical contraindication","0.087","finding"
"creatinine clearance","0.087","finding"
"frontotemporal lobar degeneration","0.087","mental or behavioral dysfunction"
"antipsychotic agents","0.087","pharmacologic substance"
"transplantation","0.087","therapeutic or preventive procedure"
"progressive supranuclear palsy","0.087","biologically active substance - disease or syndrome"
"investigational new drugs","0.087","pharmacologic substance - therapeutic or preventive procedure"
"transaminases","0.087","enzyme"
"memantine","0.087","organic chemical - pharmacologic substance"
"claustrophobia","0.087","mental or behavioral dysfunction"
"traumatic brain injury","0.087","disease or syndrome - injury or poisoning"
"neuropsychological tests","0.087","diagnostic procedure"
"personality inventories","0.072","diagnostic procedure"
"blood vessel","0.072","body part, organ, or organ component - finding"
"mild adverse event","0.072","finding"
"intravenous infusion procedures","0.072","therapeutic or preventive procedure"
"follow-up status","0.072","finding"
"neurodegenerative disorders","0.072","disease or syndrome"
"lewy body disease","0.072","disease or syndrome"
"immunologic deficiency syndromes","0.072","disease or syndrome"
"memory impairment","0.072","finding - mental or behavioral dysfunction"
"cognitive therapy","0.072","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"carbon monoxide diffusing capability test","0.072","diagnostic procedure"
"cdr1 protein human","0.072","biologically active substance"
"hemorrhage","0.072","pathologic function - therapeutic or preventive procedure"
"primary amyloidosis","0.072","disease or syndrome"
"unipolar depression","0.072","mental or behavioral dysfunction"
"neurological observations","0.072","finding"
"adrenal cortex","0.058","body part, organ, or organ component"
"imaging of brain","0.058","diagnostic procedure"
"nervousness","0.058","sign or symptom"
"globoid cell leukodystrophy","0.058","disease or syndrome"
"semantic dementia","0.058","mental or behavioral dysfunction"
"cholinesterase inhibitors","0.058","organic chemical - pharmacologic substance"
"spinal puncture","0.058","body part, organ, or organ component - diagnostic procedure - therapeutic or preventive procedure"
