"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.28397","therapeutic or preventive procedure"
"depressed mood","0.11835","finding - mental or behavioral dysfunction"
"contraceptive methods","0.10996","therapeutic or preventive procedure"
"schizophrenia","0.10617","mental or behavioral dysfunction"
"negative finding","0.07372","finding"
"physical assessment findings","0.07142","finding"
"major depressive disorder","0.07056","mental or behavioral dysfunction"
"mental disorders","0.06856","mental or behavioral dysfunction"
"pharmacologic substance","0.06455","pharmacologic substance - therapeutic or preventive procedure"
"antipsychotic agents","0.06211","pharmacologic substance"
"ethanol","0.05258","organic chemical - pharmacologic substance"
"multiple endocrine neoplasia","0.05079","antibiotic - neoplastic process - organic chemical"
"body mass index","0.04986","clinical attribute - diagnostic procedure"
"pregnancy tests","0.04886","diagnostic procedure"
"mini-mental status exam","0.04735","diagnostic procedure"
"schizoaffective disorder","0.04528","mental or behavioral dysfunction"
"moderate adverse event","0.04506","finding"
"positive finding","0.04499","finding"
"anxiety disorders","0.04363","finding - mental or behavioral dysfunction"
"gravidity","0.04291","finding"
"antidepressive agents","0.04212","pharmacologic substance"
"attention deficit hyperactivity disorder","0.04091","disease or syndrome - mental or behavioral dysfunction"
"mild adverse event","0.03997","finding"
"post-traumatic stress disorder","0.03847","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.03747","organic chemical - pharmacologic substance"
"operative surgical procedures","0.03618","diagnostic procedure - therapeutic or preventive procedure"
"bipolar disorder","0.03460","mental or behavioral dysfunction"
"dementia","0.03453","mental or behavioral dysfunction"
"medical history","0.03439","finding"
"unipolar depression","0.03388","mental or behavioral dysfunction"
"mass of body structure","0.03324","finding"
"depressive episode unspecified","0.03209","mental or behavioral dysfunction"
"electrocardiogram","0.03195","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"relate - vinyl resin","0.03145","organic chemical"
"severe combined immunodeficiency","0.02930","diagnostic procedure - disease or syndrome"
"allergy severity - severe","0.02930","finding"
"dactinomycin","0.02901","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"psychotropic drugs","0.02622","pharmacologic substance"
"psychotic disorders","0.02522","mental or behavioral dysfunction"
"pharmaceutical preparations","0.02457","pharmacologic substance"
"autistic disorder","0.02407","mental or behavioral dysfunction"
"serum","0.02393","biologically active substance - body substance - pharmacologic substance"
"magnetic resonance imaging","0.02343","diagnostic procedure"
"sleeplessness","0.02335","finding - sign or symptom"
"impaired cognition","0.02264","finding - mental or behavioral dysfunction"
"malignant neoplasms","0.02206","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"treatment protocols","0.02199","therapeutic or preventive procedure"
"screening for cancer","0.02149","diagnostic procedure"
"alcoholic intoxication chronic","0.02128","mental or behavioral dysfunction"
