"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.342","therapeutic or preventive procedure"
"pharmacologic substance","0.278","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.270","organic chemical - pharmacologic substance"
"schizophrenia","0.245","mental or behavioral dysfunction"
"gravidity","0.236","finding"
"mental disorders","0.231","mental or behavioral dysfunction"
"depressed mood","0.230","finding - mental or behavioral dysfunction"
"psychotic disorders","0.224","mental or behavioral dysfunction"
"allergy severity - severe","0.208","finding"
"bipolar disorder","0.189","mental or behavioral dysfunction"
"contraceptive methods","0.187","therapeutic or preventive procedure"
"substance abuse problem","0.185","mental or behavioral dysfunction"
"unstable status","0.174","finding"
"active brand of pseudoephedrine-triprolidine","0.168","organic chemical - pharmacologic substance"
"hypersensitivity","0.152","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.145","pharmacologic substance"
"antipsychotic agents","0.142","pharmacologic substance"
"physical assessment findings","0.141","finding"
"suicidal","0.138","finding"
"positive finding","0.134","finding"
"epilepsy","0.126","disease or syndrome"
"antidepressive agents","0.120","pharmacologic substance"
"dementia","0.115","mental or behavioral dysfunction"
"major depressive disorder","0.106","mental or behavioral dysfunction"
"psychotropic drugs","0.103","pharmacologic substance"
"hepatic","0.097","body location or region"
"anxiety disorders","0.097","finding - mental or behavioral dysfunction"
"malignant neoplasms","0.095","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"schizoaffective disorder","0.088","mental or behavioral dysfunction"
"hypertensive disease","0.087","biologically active substance - disease or syndrome - finding"
"negative finding","0.085","finding"
"pregnancy tests","0.082","diagnostic procedure"
"nervous system disorder","0.081","disease or syndrome"
"unipolar depression","0.081","mental or behavioral dysfunction"
"congenital abnormality","0.079","congenital abnormality - disease or syndrome"
"mental retardation","0.078","mental or behavioral dysfunction"
"craniocerebral trauma","0.076","injury or poisoning"
"nicotine","0.075","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"electrocardiogram","0.075","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"injury wounds","0.074","body substance - injury or poisoning"
"cerebrovascular accident","0.073","disease or syndrome - therapeutic or preventive procedure"
"substance dependence","0.071","mental or behavioral dysfunction"
"benzodiazepines","0.069","organic chemical - pharmacologic substance"
"moderate adverse event","0.069","finding"
"post-traumatic stress disorder","0.068","mental or behavioral dysfunction"
"body mass index","0.068","clinical attribute - diagnostic procedure"
"screening for cancer","0.066","diagnostic procedure"
"magnetic resonance imaging","0.066","diagnostic procedure"
"impaired cognition","0.064","finding - mental or behavioral dysfunction"
"operative surgical procedures","0.063","diagnostic procedure - therapeutic or preventive procedure"
"mini-mental status exam","0.061","diagnostic procedure"
"alcoholic intoxication chronic","0.061","mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.058","antibiotic - neoplastic process - organic chemical"
"relate - vinyl resin","0.057","organic chemical"
"medical history","0.057","finding"
"attention deficit hyperactivity disorder","0.055","disease or syndrome - mental or behavioral dysfunction"
"psychotherapy","0.052","therapeutic or preventive procedure"
"caffeine","0.052","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"blood pressure finding","0.052","finding"
"investigational new drugs","0.051","pharmacologic substance - therapeutic or preventive procedure"
"heart diseases","0.050","disease or syndrome"
"myocardial infarction","0.049","disease or syndrome - finding"
"breast","0.049","body part, organ, or organ component"
"mild adverse event","0.048","finding"
"depressive episode unspecified","0.048","mental or behavioral dysfunction"
"suicide attempt","0.047","finding - mental or behavioral dysfunction"
"manic","0.046","finding - mental or behavioral dysfunction"
"alcohol abuse","0.046","mental or behavioral dysfunction"
"mood disorders","0.045","mental or behavioral dysfunction"
"mass of body structure","0.045","finding"
"personality disorders","0.044","mental or behavioral dysfunction"
"liver diseases","0.043","disease or syndrome"
"autistic disorder","0.042","mental or behavioral dysfunction"
"cardiovascular diseases","0.042","disease or syndrome"
"severe combined immunodeficiency","0.041","diagnostic procedure - disease or syndrome"
"pharmacotherapy","0.041","therapeutic or preventive procedure"
"hiv","0.041","disease or syndrome - pharmacologic substance - virus"
"drug abuse","0.040","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.040","disease or syndrome - mental or behavioral dysfunction"
"serum","0.039","biologically active substance - body substance - pharmacologic substance"
"lung","0.038","body part, organ, or organ component - disease or syndrome"
"cardiac arrhythmia","0.038","finding - pathologic function"
"consciousness related finding","0.037","finding"
"developmental disabilities","0.037","mental or behavioral dysfunction"
"illicit drugs","0.037","hazardous or poisonous substance - pharmacologic substance"
"pervasive development disorder","0.037","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"blood vessel","0.037","body part, organ, or organ component - finding"
"medical contraindication","0.036","finding"
"dactinomycin","0.036","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.036","disease or syndrome"
"marihuana","0.036","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"neoplasm metastasis","0.035","neoplastic process"
"monoamine oxidase inhibitors","0.035","organic chemical - pharmacologic substance"
"unconscious state","0.035","disease or syndrome - finding"
"nervousness","0.035","sign or symptom"
"angina pectoris","0.035","sign or symptom"
"brain injuries","0.034","injury or poisoning"
"opioids","0.034","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"neurological observations","0.034","finding"
"eating disorders","0.034","mental or behavioral dysfunction"
"kidney diseases","0.033","disease or syndrome"
"thyroid gland","0.033","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"fluoxetine","0.033","organic chemical - pharmacologic substance"
"multiple sclerosis","0.032","body part, organ, or organ component - disease or syndrome - finding"
"selective serotonin re-uptake inhibitor","0.031","pharmacologic substance"
"stimulant","0.031","pharmacologic substance"
"opiates","0.031","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"stress disorders traumatic","0.030","mental or behavioral dysfunction"
"diabetes mellitus","0.030","disease or syndrome - pharmacologic substance"
"sleeplessness","0.030","finding - sign or symptom"
"treatment protocols","0.030","therapeutic or preventive procedure"
"diastole","0.030","clinical attribute"
"alanine transaminase","0.030","congenital abnormality - disease or syndrome - enzyme"
