"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"pharmacologic substance","0.24092","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.24049","organic chemical - pharmacologic substance"
"psychotic disorders","0.20431","mental or behavioral dysfunction"
"gravidity","0.20216","finding"
"allergy severity - severe","0.18726","finding"
"mental disorders","0.17816","mental or behavioral dysfunction"
"substance abuse problem","0.17179","mental or behavioral dysfunction"
"unstable status","0.16778","finding"
"intravenous infusion procedures","0.16477","therapeutic or preventive procedure"
"schizophrenia","0.16312","mental or behavioral dysfunction"
"bipolar disorder","0.15861","mental or behavioral dysfunction"
"depressed mood","0.14872","finding - mental or behavioral dysfunction"
"hypersensitivity","0.14707","clinical attribute - finding - pathologic function"
"active brand of pseudoephedrine-triprolidine","0.13984","organic chemical - pharmacologic substance"
"suicidal","0.13153","finding"
"pharmaceutical preparations","0.12723","pharmacologic substance"
"epilepsy","0.11999","disease or syndrome"
"antipsychotic agents","0.09943","pharmacologic substance"
"positive finding","0.09600","finding"
"hepatic","0.09041","body location or region"
"dementia","0.08955","mental or behavioral dysfunction"
"contraceptive methods","0.08948","therapeutic or preventive procedure"
"antidepressive agents","0.08718","pharmacologic substance"
"psychotropic drugs","0.08138","pharmacologic substance"
"physical assessment findings","0.08088","finding"
"hypertensive disease","0.07844","biologically active substance - disease or syndrome - finding"
"malignant neoplasms","0.07744","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"nervous system disorder","0.07629","disease or syndrome"
"mental retardation","0.07264","mental or behavioral dysfunction"
"craniocerebral trauma","0.07221","injury or poisoning"
"nicotine","0.06935","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"substance dependence","0.06741","mental or behavioral dysfunction"
"congenital abnormality","0.06734","congenital abnormality - disease or syndrome"
"cerebrovascular accident","0.06612","disease or syndrome - therapeutic or preventive procedure"
"injury wounds","0.06476","body substance - injury or poisoning"
"anxiety disorders","0.06455","finding - mental or behavioral dysfunction"
"benzodiazepines","0.05967","organic chemical - pharmacologic substance"
"unipolar depression","0.05187","mental or behavioral dysfunction"
"major depressive disorder","0.05122","mental or behavioral dysfunction"
"magnetic resonance imaging","0.05036","diagnostic procedure"
"investigational new drugs","0.04936","pharmacologic substance - therapeutic or preventive procedure"
"electrocardiogram","0.04886","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"caffeine","0.04836","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"screening for cancer","0.04757","diagnostic procedure"
"schizoaffective disorder","0.04742","mental or behavioral dysfunction"
"heart diseases","0.04649","disease or syndrome"
"myocardial infarction","0.04628","disease or syndrome - finding"
"impaired cognition","0.04513","finding - mental or behavioral dysfunction"
"psychotherapy","0.04499","therapeutic or preventive procedure"
"breast","0.04442","body part, organ, or organ component"
"suicide attempt","0.04356","finding - mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.04334","mental or behavioral dysfunction"
"blood pressure finding","0.04148","finding"
"liver diseases","0.04040","disease or syndrome"
"alcohol abuse","0.04019","mental or behavioral dysfunction"
"cardiovascular diseases","0.03911","disease or syndrome"
"post-traumatic stress disorder","0.03883","mental or behavioral dysfunction"
"personality disorders","0.03868","mental or behavioral dysfunction"
"drug abuse","0.03761","mental or behavioral dysfunction"
"pregnancy tests","0.03725","diagnostic procedure"
"cardiac arrhythmia","0.03496","finding - pathologic function"
"hiv","0.03474","disease or syndrome - pharmacologic substance - virus"
"lung","0.03453","body part, organ, or organ component - disease or syndrome"
"obsessive-compulsive disorder","0.03353","disease or syndrome - mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.03346","organic chemical - pharmacologic substance"
"medical contraindication","0.03346","finding"
"consciousness related finding","0.03295","finding"
"unconscious state","0.03260","disease or syndrome - finding"
"angina pectoris","0.03238","sign or symptom"
"nervousness","0.03224","sign or symptom"
"blood vessel","0.03166","body part, organ, or organ component - finding"
"manic","0.03123","finding - mental or behavioral dysfunction"
"developmental disabilities","0.03116","mental or behavioral dysfunction"
"illicit drugs","0.03109","hazardous or poisonous substance - pharmacologic substance"
"neurological observations","0.03095","finding"
"kidney diseases","0.03073","disease or syndrome"
