"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"dysthymic disorder","0.697","mental or behavioral dysfunction"
"psychotic disorders","0.561","mental or behavioral dysfunction"
"bipolar disorder","0.515","mental or behavioral dysfunction"
"intravenous infusion procedures","0.500","therapeutic or preventive procedure"
"major depressive disorder","0.485","mental or behavioral dysfunction"
"suicidal","0.409","finding"
"ethanol","0.409","organic chemical - pharmacologic substance"
"unipolar depression","0.394","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.348","organic chemical - pharmacologic substance"
"unstable status","0.318","finding"
"schizophrenia","0.303","mental or behavioral dysfunction"
"pharmacologic substance","0.288","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.258","finding"
"substance abuse problem","0.242","mental or behavioral dysfunction"
"personality disorders","0.212","mental or behavioral dysfunction"
"anxiety disorders","0.212","finding - mental or behavioral dysfunction"
"psychotherapy","0.197","therapeutic or preventive procedure"
"gravidity","0.197","finding"
"suicide attempt","0.197","finding - mental or behavioral dysfunction"
"contraceptive methods","0.182","therapeutic or preventive procedure"
"dementia","0.182","mental or behavioral dysfunction"
"nitric oxide synthase","0.182","enzyme"
"mood disorders","0.167","mental or behavioral dysfunction"
"mental retardation","0.152","mental or behavioral dysfunction"
"mental disorders","0.152","mental or behavioral dysfunction"
"eating disorders","0.136","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.136","disease or syndrome"
"psychotropic drugs","0.136","pharmacologic substance"
"post-traumatic stress disorder","0.136","mental or behavioral dysfunction"
"borderline personality disorder","0.121","disease or syndrome - mental or behavioral dysfunction"
"schizoaffective disorder","0.121","mental or behavioral dysfunction"
"fluoxetine","0.106","organic chemical - pharmacologic substance"
"moderate adverse event","0.106","finding"
"delirium","0.106","mental or behavioral dysfunction"
"depressive episode unspecified","0.106","mental or behavioral dysfunction"
"stress disorders traumatic","0.106","mental or behavioral dysfunction"
"psychotic symptoms","0.106","sign or symptom"
"pharmaceutical preparations","0.106","pharmacologic substance"
"hepatic","0.106","body location or region"
"substance dependence","0.091","mental or behavioral dysfunction"
"benzodiazepines","0.091","organic chemical - pharmacologic substance"
"beck depression inventory","0.091","diagnostic procedure"
"substance use disorders","0.091","mental or behavioral dysfunction"
"relate - vinyl resin","0.091","organic chemical"
"screening for cancer","0.091","diagnostic procedure"
"injury wounds","0.091","body substance - injury or poisoning"
"escitalopram","0.091","organic chemical - pharmacologic substance"
"negative finding","0.091","finding"
"selective serotonin re-uptake inhibitor","0.091","pharmacologic substance"
"obsessive-compulsive disorder","0.091","disease or syndrome - mental or behavioral dysfunction"
"severe combined immunodeficiency","0.076","diagnostic procedure - disease or syndrome"
"bulimia","0.076","mental or behavioral dysfunction"
"hypersensitivity","0.076","clinical attribute - finding - pathologic function"
"conduct disorder","0.076","mental or behavioral dysfunction"
"nicotine","0.076","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"generalized anxiety disorder","0.076","mental or behavioral dysfunction"
"developmental disabilities","0.076","mental or behavioral dysfunction"
"malignant neoplasms","0.076","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"tropical spastic paraparesis","0.076","disease or syndrome - therapeutic or preventive procedure"
"craniocerebral trauma","0.076","injury or poisoning"
"monoamine oxidase inhibitors","0.076","organic chemical - pharmacologic substance"
"severe depression","0.076","mental or behavioral dysfunction"
"psychiatric hospitalization","0.076","mental or behavioral dysfunction"
"hearing examination finding","0.076","finding"
"impaired cognition","0.076","finding - mental or behavioral dysfunction"
"kidney","0.076","body part, organ, or organ component"
"nervous system disorder","0.076","disease or syndrome"
"cancer remission","0.076","finding - neoplastic process"
"disability","0.061","finding"
