"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"dysthymic disorder","0.69697","mental or behavioral dysfunction"
"intravenous infusion procedures","0.48485","therapeutic or preventive procedure"
"major depressive disorder","0.42424","mental or behavioral dysfunction"
"unipolar depression","0.33333","mental or behavioral dysfunction"
"anxiety disorders","0.13636","finding - mental or behavioral dysfunction"
"nitric oxide synthase","0.13636","enzyme"
"beck depression inventory","0.09091","diagnostic procedure"
"contraceptive methods","0.09091","therapeutic or preventive procedure"
"moderate adverse event","0.07576","finding"
"tropical spastic paraparesis","0.07576","disease or syndrome - therapeutic or preventive procedure"
"severe combined immunodeficiency","0.06061","diagnostic procedure - disease or syndrome"
"post-traumatic stress disorder","0.06061","mental or behavioral dysfunction"
"depression scale","0.06061","diagnostic procedure"
"generalized anxiety disorder","0.06061","mental or behavioral dysfunction"
"depression score","0.06061","clinical attribute"
"personality inventories","0.06061","diagnostic procedure"
"mental depression","0.06061","finding - mental or behavioral dysfunction"
"severe depression","0.06061","mental or behavioral dysfunction"
"negative finding","0.06061","finding"
"cancer remission","0.06061","finding - neoplastic process"
"chronic depressive personality disorder","0.04545","mental or behavioral dysfunction"
"panic disorder","0.04545","disease or syndrome - mental or behavioral dysfunction"
"adjustment disorders","0.04545","mental or behavioral dysfunction"
"anxiety generalized","0.04545","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.04545","disease or syndrome - mental or behavioral dysfunction"
"pregnancy tests","0.04545","diagnostic procedure"
"stress disorders traumatic","0.04545","mental or behavioral dysfunction"
"adjustment disorder with depressed mood","0.04545","mental or behavioral dysfunction"
"screening for cancer","0.04545","diagnostic procedure"
"cat eye syndrome","0.04545","disease or syndrome"
"mental disorders","0.04545","mental or behavioral dysfunction"
"injury wounds","0.03030","body substance - injury or poisoning"
"social anxiety","0.03030","mental or behavioral dysfunction"
"gravidity","0.03030","finding"
"pregnancy test negative","0.03030","finding - laboratory or test result"
"substance use disorders","0.03030","mental or behavioral dysfunction"
"phobia social","0.03030","mental or behavioral dysfunction"
"depressive episode unspecified","0.03030","mental or behavioral dysfunction"
"sexual intercourse - finding","0.03030","finding"
"benzodiazepines","0.03030","organic chemical - pharmacologic substance"
"glucose","0.03030","biologically active substance - pharmacologic substance"
"follow-up status","0.03030","finding"
"mood disorders","0.03030","mental or behavioral dysfunction"
"pharmacologic substance","0.03030","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.03030","organic chemical - pharmacologic substance"
"magnetic resonance imaging","0.03030","diagnostic procedure"
"selective serotonin re-uptake inhibitor","0.03030","pharmacologic substance"
"positive finding","0.03030","finding"
"bipolar disorder","0.01515","mental or behavioral dysfunction"
"sertraline","0.01515","organic chemical - pharmacologic substance"
"illicit drugs","0.01515","hazardous or poisonous substance - pharmacologic substance"
"medical history","0.01515","finding"
"dementia","0.01515","mental or behavioral dysfunction"
"compulsive disorder","0.01515","finding"
"psychotherapy","0.01515","therapeutic or preventive procedure"
"electrocardiogram","0.01515","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"suicide attempt","0.01515","finding - mental or behavioral dysfunction"
"hearing examination finding","0.01515","finding"
"substance dependence","0.01515","mental or behavioral dysfunction"
"serum","0.01515","biologically active substance - body substance - pharmacologic substance"
"psychiatric hospitalization","0.01515","mental or behavioral dysfunction"
"somatoform disorder","0.01515","mental or behavioral dysfunction"
"borderline personality disorder","0.01515","disease or syndrome - mental or behavioral dysfunction"
"personality disorders","0.01515","mental or behavioral dysfunction"
"lithium","0.01515","congenital abnormality - disease or syndrome - pharmacologic substance"
"pharmaceutical preparations","0.01515","pharmacologic substance"
"mercury","0.01515","hazardous or poisonous substance"
"fluoxetine","0.01515","organic chemical - pharmacologic substance"
"citalopram","0.01515","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.01515","organic chemical - pharmacologic substance"
"physical assessment findings","0.01515","finding"
"alcoholic intoxication chronic","0.01515","mental or behavioral dysfunction"
"schizoaffective disorder","0.01515","mental or behavioral dysfunction"
"allergy severity - severe","0.01515","finding"
"therapeutic brand of coal tar","0.01515","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"malignant neoplasms","0.01515","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"impaired cognition","0.01515","finding - mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.01515","disease or syndrome"
"unstable status","0.01515","finding"
"supportive care","0.01515","therapeutic or preventive procedure"
"cyclothymic disorder","0.01515","mental or behavioral dysfunction"
"duloxetine","0.01515","organic chemical - pharmacologic substance"
