"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleep disorders","0.267","disease or syndrome - sign or symptom"
"ethanol","0.240","organic chemical - pharmacologic substance"
"mental disorders","0.227","mental or behavioral dysfunction"
"depressed mood","0.227","finding - mental or behavioral dysfunction"
"pharmacologic substance","0.213","pharmacologic substance - therapeutic or preventive procedure"
"body mass index","0.213","clinical attribute - diagnostic procedure"
"pharmaceutical preparations","0.173","pharmacologic substance"
"sleep apnea syndromes","0.160","disease or syndrome"
"allergy severity - severe","0.147","finding"
"shift worker","0.133","finding"
"active brand of pseudoephedrine-triprolidine","0.133","organic chemical - pharmacologic substance"
"hypersensitivity","0.133","clinical attribute - finding - pathologic function"
"physical assessment findings","0.133","finding"
"gravidity","0.133","finding"
"psychotic disorders","0.120","mental or behavioral dysfunction"
"intravenous infusion procedures","0.120","therapeutic or preventive procedure"
"substance abuse problem","0.120","mental or behavioral dysfunction"
"smoker","0.120","finding"
"smoking","0.107","hazardous or poisonous substance - individual behavior"
"bipolar disorder","0.107","mental or behavioral dysfunction"
"epilepsy","0.107","disease or syndrome"
"unstable status","0.107","finding"
"mass of body structure","0.107","finding"
"anxiety disorders","0.107","finding - mental or behavioral dysfunction"
"unipolar depression","0.107","mental or behavioral dysfunction"
"hypertensive disease","0.093","biologically active substance - disease or syndrome - finding"
"contraceptive methods","0.093","therapeutic or preventive procedure"
"narcolepsy","0.093","disease or syndrome"
"psychotropic drugs","0.093","pharmacologic substance"
"caffeine","0.080","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"leg","0.080","body location or region"
"personality inventories","0.080","diagnostic procedure"
"benzodiazepines","0.080","organic chemical - pharmacologic substance"
"sleeplessness","0.080","finding - sign or symptom"
"schizophrenia","0.080","mental or behavioral dysfunction"
"craniocerebral trauma","0.080","injury or poisoning"
"medical history","0.080","finding"
"agitation","0.080","finding - sign or symptom"
"limb structure","0.080","body part, organ, or organ component"
"antidepressive agents","0.080","pharmacologic substance"
"positive finding","0.067","finding"
"illicit drugs","0.067","hazardous or poisonous substance - pharmacologic substance"
"daytime sleepiness","0.067","finding"
"systolic pressure","0.067","clinical attribute - diagnostic procedure"
"congenital abnormality","0.067","congenital abnormality - disease or syndrome"
"mini-mental status exam","0.067","diagnostic procedure"
"behaviorial habits","0.067","individual behavior"
"alcohol abuse","0.067","mental or behavioral dysfunction"
"magnetic resonance imaging","0.067","diagnostic procedure"
"hypnotics","0.067","pharmacologic substance"
"quality of sleep","0.067","finding"
"medical contraindication","0.067","finding"
"restless legs syndrome","0.067","disease or syndrome"
"relate - vinyl resin","0.067","organic chemical"
"dyssomnias","0.067","disease or syndrome - sign or symptom"
"comatose","0.067","congenital abnormality - disease or syndrome"
"blood pressure finding","0.067","finding"
"heart diseases","0.067","disease or syndrome"
"sleep deprivation","0.067","finding"
"post-traumatic stress disorder","0.067","mental or behavioral dysfunction"
"pregnancy tests","0.067","diagnostic procedure"
"nervous system disorder","0.067","disease or syndrome"
"rhythm","0.053","finding"
"sedation","0.053","sign or symptom - therapeutic or preventive procedure"
"oral contraception","0.053","pharmacologic substance - therapeutic or preventive procedure"
"operative surgical procedures","0.053","diagnostic procedure - therapeutic or preventive procedure"
