"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"malignant neoplasms","0.06957","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"diabetes mellitus non-insulin-dependent","0.05659","disease or syndrome"
"cerebrovascular accident","0.05009","disease or syndrome - therapeutic or preventive procedure"
"body mass index","0.04824","clinical attribute - diagnostic procedure"
"intravenous infusion procedures","0.04638","therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.04082","antibiotic - neoplastic process - organic chemical"
"active brand of pseudoephedrine-triprolidine","0.03432","organic chemical - pharmacologic substance"
"physical assessment findings","0.03154","finding"
"hypertensive disease","0.02876","biologically active substance - disease or syndrome - finding"
"asthma","0.02783","disease or syndrome"
"moderate adverse event","0.02690","finding"
"pharmacotherapy","0.02597","therapeutic or preventive procedure"
"allergy severity - severe","0.02505","finding"
"hearing examination finding","0.02412","finding"
"follow-up status","0.02412","finding"
"gravidity","0.02134","finding"
"depressed mood","0.02134","finding - mental or behavioral dysfunction"
"mental disorders","0.01948","mental or behavioral dysfunction"
"arteries","0.01763","body part, organ, or organ component"
"exercise pain management","0.01763","therapeutic or preventive procedure"
"disability","0.01670","finding"
"neoplasm metastasis","0.01577","neoplastic process"
"heart failure","0.01577","disease or syndrome"
"positive finding","0.01577","finding"
"heart diseases","0.01484","disease or syndrome"
"lung","0.01391","body part, organ, or organ component - disease or syndrome"
"diabetes mellitus insulin-dependent","0.01391","disease or syndrome"
"insulin","0.01391","pharmacologic substance"
"pharmacologic substance","0.01391","pharmacologic substance - therapeutic or preventive procedure"
"angina pectoris","0.01299","sign or symptom"
"ethanol","0.01206","organic chemical - pharmacologic substance"
"operative surgical procedures","0.01206","diagnostic procedure - therapeutic or preventive procedure"
"limb structure","0.01113","body part, organ, or organ component"
"unstable status","0.01113","finding"
"myocardial infarction","0.01020","disease or syndrome - finding"
"substance abuse problem","0.00835","mental or behavioral dysfunction"
"injury wounds","0.00742","body substance - injury or poisoning"
"impaired cognition","0.00742","finding - mental or behavioral dysfunction"
"dementia","0.00649","mental or behavioral dysfunction"
"pharmaceutical preparations","0.00649","pharmacologic substance"
"psychotic disorders","0.00649","mental or behavioral dysfunction"
"life expectancy","0.00557","group attribute"
"epilepsy","0.00464","disease or syndrome"
"craniocerebral trauma","0.00464","injury or poisoning"
"hypersensitivity","0.00371","clinical attribute - finding - pathologic function"
"kidney diseases","0.00278","disease or syndrome"
