"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleeplessness","0.75068","finding - sign or symptom"
"primary insomnia","0.29315","disease or syndrome"
"intravenous infusion procedures","0.26849","therapeutic or preventive procedure"
"contraceptive methods","0.13699","therapeutic or preventive procedure"
"mental disorders","0.10959","mental or behavioral dysfunction"
"body mass index","0.09863","clinical attribute - diagnostic procedure"
"asleep","0.09041","finding"
"polysomnography","0.08493","diagnostic procedure"
"mass of body structure","0.07671","finding"
"prednimustine","0.07397","pharmacologic substance"
"depressed mood","0.06849","finding - mental or behavioral dysfunction"
"pharmacologic substance","0.06575","pharmacologic substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.06575","organic chemical - pharmacologic substance"
"negative finding","0.06575","finding"
"chronic insomnia","0.06575","disease or syndrome"
"physical assessment findings","0.06301","finding"
"gravidity","0.06027","finding"
"major depressive disorder","0.05479","mental or behavioral dysfunction"
"pregnancy tests","0.05205","diagnostic procedure"
"malignant neoplasms","0.05205","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"van der woude syndrome","0.04384","congenital abnormality - disease or syndrome"
"dyssomnias","0.04110","disease or syndrome - sign or symptom"
"pharmaceutical preparations","0.04110","pharmacologic substance"
"fatigue","0.04110","sign or symptom"
"anxiety disorders","0.03836","finding - mental or behavioral dysfunction"
"ethanol","0.03836","organic chemical - pharmacologic substance"
"operative surgical procedures","0.03836","diagnostic procedure - therapeutic or preventive procedure"
"sleep difficulties","0.03836","sign or symptom"
"sexually active","0.03836","finding"
"treatment protocols","0.03288","therapeutic or preventive procedure"
"personal satisfaction","0.03288","finding"
"psychotropic drugs","0.03288","pharmacologic substance"
"post-traumatic stress disorder","0.03288","mental or behavioral dysfunction"
"serum","0.03288","biologically active substance - body substance - pharmacologic substance"
"sleep apnea syndromes","0.03288","disease or syndrome"
"multiple endocrine neoplasia","0.03288","antibiotic - neoplastic process - organic chemical"
"pharmacotherapy","0.03014","therapeutic or preventive procedure"
"neoplasm metastasis","0.03014","neoplastic process"
"relate - vinyl resin","0.03014","organic chemical"
"electrocardiogram","0.03014","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"antidepressive agents","0.03014","pharmacologic substance"
"benzodiazepines","0.02740","organic chemical - pharmacologic substance"
"unmarried","0.02740","finding"
"moderate adverse event","0.02740","finding"
"medical history","0.02740","finding"
"allergy severity - severe","0.02466","finding"
"blind vision","0.02466","disease or syndrome"
"quality of sleep","0.02466","finding"
"unipolar depression","0.02192","mental or behavioral dysfunction"
"chronic pain","0.02192","disease or syndrome"
"anxiety generalized","0.02192","mental or behavioral dysfunction"
"generalized anxiety disorder","0.02192","mental or behavioral dysfunction"
"placebos","0.02192","therapeutic or preventive procedure"
"sleep disturbances","0.02192","disease or syndrome - sign or symptom"
"alcoholic intoxication chronic","0.02192","mental or behavioral dysfunction"
"somnolence","0.01918","finding"
"secondary insomnia","0.01918","sign or symptom"
"leg","0.01918","body location or region"
"narcolepsy","0.01644","disease or syndrome"
"severe combined immunodeficiency","0.01644","diagnostic procedure - disease or syndrome"
"screening for cancer","0.01644","diagnostic procedure"
"impaired cognition","0.01644","finding - mental or behavioral dysfunction"
"stress disorders traumatic","0.01644","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.01644","disease or syndrome - mental or behavioral dysfunction"
"restless legs syndrome","0.01370","disease or syndrome"
"sleep apnea obstructive","0.01370","biologically active substance - disease or syndrome"
"caffeine","0.01370","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"schizophrenia","0.01370","mental or behavioral dysfunction"
"agitation","0.01370","finding - sign or symptom"
"melatonin","0.01370","organic chemical - pharmacologic substance"
"hypersensitivity","0.01370","clinical attribute - finding - pathologic function"
"epilepsy","0.01096","disease or syndrome"
"panic disorder","0.01096","disease or syndrome - mental or behavioral dysfunction"
"nicotine","0.01096","hazardous or poisonous substance - organic chemical - pharmacologic substance"
