"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleep apnea syndromes","0.44110","disease or syndrome"
"ethanol","0.36712","organic chemical - pharmacologic substance"
"sleeplessness","0.33425","finding - sign or symptom"
"mental disorders","0.32603","mental or behavioral dysfunction"
"pharmacologic substance","0.31233","pharmacologic substance - therapeutic or preventive procedure"
"leg","0.29041","body location or region"
"restless legs syndrome","0.26027","disease or syndrome"
"agitation","0.25479","finding - sign or symptom"
"depressed mood","0.25479","finding - mental or behavioral dysfunction"
"unstable status","0.23014","finding"
"gravidity","0.22466","finding"
"substance abuse problem","0.21370","mental or behavioral dysfunction"
"shift worker","0.20548","finding"
"bipolar disorder","0.20000","mental or behavioral dysfunction"
"allergy severity - severe","0.19726","finding"
"positive finding","0.19178","finding"
"hypersensitivity","0.19178","clinical attribute - finding - pathologic function"
"anxiety disorders","0.16986","finding - mental or behavioral dysfunction"
"pharmaceutical preparations","0.16712","pharmacologic substance"
"limb structure","0.16438","body part, organ, or organ component"
"active brand of pseudoephedrine-triprolidine","0.16164","organic chemical - pharmacologic substance"
"antidepressive agents","0.15890","pharmacologic substance"
"psychotic disorders","0.15068","mental or behavioral dysfunction"
"intravenous infusion procedures","0.14521","therapeutic or preventive procedure"
"schizophrenia","0.14521","mental or behavioral dysfunction"
"kidney","0.13973","body part, organ, or organ component"
"hepatic","0.13151","body location or region"
"counter brand of terbufos","0.13151","hazardous or poisonous substance"
"physical assessment findings","0.12877","finding"
"polysomnography","0.11781","diagnostic procedure"
"psychotropic drugs","0.11781","pharmacologic substance"
"drugs non-prescription","0.11781","pharmacologic substance - therapeutic or preventive procedure"
"nocturnal myoclonus syndrome","0.11507","disease or syndrome"
"movement disorders","0.11233","disease or syndrome"
"narcolepsy","0.10685","disease or syndrome"
"benzodiazepines","0.10685","organic chemical - pharmacologic substance"
"body mass index","0.10685","clinical attribute - diagnostic procedure"
"suicidal","0.10411","finding"
"consumption-archaic term for tb","0.10411","disease or syndrome"
"malignant neoplasms","0.10411","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"caffeine","0.10137","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"anti-anxiety agents","0.09863","pharmacologic substance"
"sleep apnea obstructive","0.09863","biologically active substance - disease or syndrome"
"screening for cancer","0.09863","diagnostic procedure"
"investigational new drugs","0.09315","pharmacologic substance - therapeutic or preventive procedure"
"dementia","0.09315","mental or behavioral dysfunction"
"electrocardiogram","0.09041","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"drug abuse","0.09041","mental or behavioral dysfunction"
"stimulant","0.09041","pharmacologic substance"
"melatonin","0.08767","organic chemical - pharmacologic substance"
"epilepsy","0.08493","disease or syndrome"
"antihistamines","0.08493","organic chemical - pharmacologic substance"
"household composition","0.08219","finding"
"major depressive disorder","0.08219","mental or behavioral dysfunction"
"antipsychotic agents","0.07945","pharmacologic substance"
"drug dependence","0.07671","mental or behavioral dysfunction"
"contraceptive methods","0.07397","therapeutic or preventive procedure"
"chronic pain","0.07123","disease or syndrome"
"relate - vinyl resin","0.07123","organic chemical"
"impaired cognition","0.07123","finding - mental or behavioral dysfunction"
"narcotics","0.07123","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"mass of body structure","0.07123","finding"
"lung diseases obstructive","0.06849","disease or syndrome"
"chronic obstructive airway disease","0.06849","disease or syndrome"
"tobacco","0.06575","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"anticonvulsants","0.06575","pharmacologic substance"
"mental retardation","0.06301","mental or behavioral dysfunction"
"craniocerebral trauma","0.06301","injury or poisoning"
"medical history","0.06301","finding"
"adrenergic beta-antagonists","0.06301","pharmacologic substance"
"breast","0.06027","body part, organ, or organ component"
"urine drug screen positive","0.06027","laboratory or test result"
"nervousness","0.05753","sign or symptom"
"unipolar depression","0.05753","mental or behavioral dysfunction"
"decongestants","0.05753","pharmacologic substance"
"parasomnia","0.05753","disease or syndrome"
"neurological observations","0.05753","finding"
"kava preparation","0.05753","organic chemical - pharmacologic substance"
"liver diseases","0.05479","disease or syndrome"
"prohibit","0.05479","pharmacologic substance"
"respiratory stimulants","0.05479","pharmacologic substance"
"narcotic analgesics","0.05479","pharmacologic substance"
"sleep disorders circadian rhythm","0.05479","pathologic function"
"nervous system disorder","0.05479","disease or syndrome"
"hiv","0.05205","disease or syndrome - pharmacologic substance - virus"
"dyssomnias","0.05205","disease or syndrome - sign or symptom"
"cognition disorders","0.05205","mental or behavioral dysfunction"
"abnormal finding","0.04932","finding"
"history of alcohol abuse","0.04932","finding"
"unmarried","0.04658","finding"
"primary insomnia","0.04658","disease or syndrome"
"exercise pain management","0.04658","therapeutic or preventive procedure"
"blind vision","0.04658","disease or syndrome"
"ramelteon","0.04658","organic chemical - pharmacologic substance"
"substance dependence","0.04384","mental or behavioral dysfunction"
