"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleeplessness","0.800","finding - sign or symptom"
"sleep apnea syndromes","0.460","disease or syndrome"
"mental disorders","0.386","mental or behavioral dysfunction"
"ethanol","0.384","organic chemical - pharmacologic substance"
"pharmacologic substance","0.340","pharmacologic substance - therapeutic or preventive procedure"
"intravenous infusion procedures","0.315","therapeutic or preventive procedure"
"leg","0.310","body location or region"
"depressed mood","0.304","finding - mental or behavioral dysfunction"
"primary insomnia","0.301","disease or syndrome"
"gravidity","0.279","finding"
"restless legs syndrome","0.274","disease or syndrome"
"agitation","0.266","finding - sign or symptom"
"unstable status","0.241","finding"
"substance abuse problem","0.222","mental or behavioral dysfunction"
"allergy severity - severe","0.219","finding"
"bipolar disorder","0.211","mental or behavioral dysfunction"
"shift worker","0.211","finding"
"contraceptive methods","0.208","therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.205","organic chemical - pharmacologic substance"
"hypersensitivity","0.203","clinical attribute - finding - pathologic function"
"body mass index","0.203","clinical attribute - diagnostic procedure"
"anxiety disorders","0.200","finding - mental or behavioral dysfunction"
"positive finding","0.200","finding"
"pharmaceutical preparations","0.200","pharmacologic substance"
"physical assessment findings","0.181","finding"
"antidepressive agents","0.181","pharmacologic substance"
"limb structure","0.175","body part, organ, or organ component"
"polysomnography","0.159","diagnostic procedure"
"psychotic disorders","0.159","mental or behavioral dysfunction"
"schizophrenia","0.159","mental or behavioral dysfunction"
"kidney","0.151","body part, organ, or organ component"
"malignant neoplasms","0.148","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"mass of body structure","0.145","finding"
"psychotropic drugs","0.145","pharmacologic substance"
"hepatic","0.137","body location or region"
"counter brand of terbufos","0.132","hazardous or poisonous substance"
"benzodiazepines","0.126","organic chemical - pharmacologic substance"
"major depressive disorder","0.123","mental or behavioral dysfunction"
"narcolepsy","0.123","disease or syndrome"
"movement disorders","0.121","disease or syndrome"
"nocturnal myoclonus syndrome","0.121","disease or syndrome"
"electrocardiogram","0.121","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"drugs non-prescription","0.118","pharmacologic substance - therapeutic or preventive procedure"
"caffeine","0.112","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"consumption-archaic term for tb","0.110","disease or syndrome"
"screening for cancer","0.110","diagnostic procedure"
"suicidal","0.107","finding"
"sleep apnea obstructive","0.107","biologically active substance - disease or syndrome"
"asleep","0.101","finding"
"dementia","0.101","mental or behavioral dysfunction"
"relate - vinyl resin","0.099","organic chemical"
"anti-anxiety agents","0.099","pharmacologic substance"
"investigational new drugs","0.099","pharmacologic substance - therapeutic or preventive procedure"
"melatonin","0.099","organic chemical - pharmacologic substance"
"epilepsy","0.093","disease or syndrome"
"drug abuse","0.093","mental or behavioral dysfunction"
"stimulant","0.093","pharmacologic substance"
"prednimustine","0.090","pharmacologic substance"
"chronic pain","0.090","disease or syndrome"
"medical history","0.090","finding"
"dyssomnias","0.088","disease or syndrome - sign or symptom"
"antipsychotic agents","0.088","pharmacologic substance"
"antihistamines","0.085","organic chemical - pharmacologic substance"
"drug dependence","0.085","mental or behavioral dysfunction"
"household composition","0.085","finding"
"impaired cognition","0.085","finding - mental or behavioral dysfunction"
"unipolar depression","0.079","mental or behavioral dysfunction"
"narcotics","0.074","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"post-traumatic stress disorder","0.074","mental or behavioral dysfunction"
"chronic obstructive airway disease","0.074","disease or syndrome"
"chronic insomnia","0.071","disease or syndrome"
"neoplasm metastasis","0.071","neoplastic process"
"negative finding","0.071","finding"
"parasomnia","0.068","disease or syndrome"
"breast","0.068","body part, organ, or organ component"
"lung diseases obstructive","0.068","disease or syndrome"
"tobacco","0.068","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"pregnancy tests","0.066","diagnostic procedure"
"anticonvulsants","0.066","pharmacologic substance"
"mental retardation","0.066","mental or behavioral dysfunction"
"craniocerebral trauma","0.066","injury or poisoning"
"operative surgical procedures","0.063","diagnostic procedure - therapeutic or preventive procedure"
"moderate adverse event","0.063","finding"
"generalized anxiety disorder","0.063","mental or behavioral dysfunction"
"urine drug screen positive","0.063","laboratory or test result"
"adrenergic beta-antagonists","0.063","pharmacologic substance"
"sleep disorders circadian rhythm","0.063","pathologic function"
"blind vision","0.060","disease or syndrome"
"nervousness","0.060","sign or symptom"
"anxiety generalized","0.060","mental or behavioral dysfunction"
"neurological observations","0.060","finding"
"sleep difficulties","0.058","sign or symptom"
"decongestants","0.058","pharmacologic substance"
"unmarried","0.058","finding"
"kava preparation","0.058","organic chemical - pharmacologic substance"
"nervous system disorder","0.058","disease or syndrome"
"prohibit","0.055","pharmacologic substance"
"hiv","0.055","disease or syndrome - pharmacologic substance - virus"
"respiratory stimulants","0.055","pharmacologic substance"
"narcotic analgesics","0.055","pharmacologic substance"
"liver diseases","0.055","disease or syndrome"
"alcoholic intoxication chronic","0.052","mental or behavioral dysfunction"
"sleep disturbances","0.052","disease or syndrome - sign or symptom"
"fibromyalgia","0.052","disease or syndrome"
"cognition disorders","0.052","mental or behavioral dysfunction"
"mini-mental status exam","0.052","diagnostic procedure"
"exercise pain management","0.052","therapeutic or preventive procedure"
"history of alcohol abuse","0.049","finding"
"abnormal finding","0.049","finding"
"stress disorders traumatic","0.047","mental or behavioral dysfunction"
"delirium","0.047","mental or behavioral dysfunction"
"personality disorders","0.047","mental or behavioral dysfunction"
"substance dependence","0.047","mental or behavioral dysfunction"
"ramelteon","0.047","organic chemical - pharmacologic substance"
"van der woude syndrome","0.047","congenital abnormality - disease or syndrome"
"manic","0.044","finding - mental or behavioral dysfunction"
"congenital abnormality","0.044","congenital abnormality - disease or syndrome"
"serum","0.044","biologically active substance - body substance - pharmacologic substance"
"hepatitis b surface antigens","0.044","pharmacologic substance"
"psychiatric problem","0.044","mental or behavioral dysfunction"
"panic disorder","0.044","disease or syndrome - mental or behavioral dysfunction"
"congestive heart failure","0.044","congenital abnormality - disease or syndrome"
"metabolic diseases","0.041","disease or syndrome"
"circadian rhythm disorders","0.041","disease or syndrome"
"body weight decreased","0.041","finding"
