"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"mini-mental status exam","0.306","diagnostic procedure"
"allergy severity - severe","0.281","finding"
"mental disorders","0.275","mental or behavioral dysfunction"
"pharmacologic substance","0.266","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.230","organic chemical - pharmacologic substance"
"depressed mood","0.226","finding - mental or behavioral dysfunction"
"dactinomycin","0.213","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"intravenous infusion procedures","0.210","therapeutic or preventive procedure"
"magnetic resonance imaging","0.210","diagnostic procedure"
"cerebrovascular accident","0.202","disease or syndrome - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.181","organic chemical - pharmacologic substance"
"mild adverse event","0.179","finding"
"unstable status","0.174","finding"
"impaired cognition","0.169","finding - mental or behavioral dysfunction"
"pharmaceutical preparations","0.164","pharmacologic substance"
"hypersensitivity","0.162","clinical attribute - finding - pathologic function"
"epilepsy","0.146","disease or syndrome"
"substance abuse problem","0.145","mental or behavioral dysfunction"
"malignant neoplasms","0.144","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"physical assessment findings","0.139","finding"
"nervous system disorder","0.134","disease or syndrome"
"hepatic","0.132","body location or region"
"schizophrenia","0.128","mental or behavioral dysfunction"
"gravidity","0.124","finding"
"injury wounds","0.121","body substance - injury or poisoning"
"blood vessel","0.121","body part, organ, or organ component - finding"
"craniocerebral trauma","0.121","injury or poisoning"
"memory observations","0.117","finding"
"cholinesterase inhibitors","0.107","organic chemical - pharmacologic substance"
"congenital abnormality","0.106","congenital abnormality - disease or syndrome"
"hypertensive disease","0.106","biologically active substance - disease or syndrome - finding"
"contraceptive methods","0.106","therapeutic or preventive procedure"
"memantine","0.106","organic chemical - pharmacologic substance"
"relate - vinyl resin","0.102","organic chemical"
"antipsychotic agents","0.102","pharmacologic substance"
"mild cognitive disorder","0.094","mental or behavioral dysfunction"
"positive finding","0.094","finding"
"operative surgical procedures","0.092","diagnostic procedure - therapeutic or preventive procedure"
"unipolar depression","0.091","mental or behavioral dysfunction"
"moderate adverse event","0.086","finding"
"investigational new drugs","0.085","pharmacologic substance - therapeutic or preventive procedure"
"psychotic disorders","0.080","mental or behavioral dysfunction"
"cerebrovascular disorders","0.080","pathologic function"
