"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.44000","finding"
"pharmacologic substance","0.36000","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.30000","mental or behavioral dysfunction"
"hypertensive disease","0.26000","biologically active substance - disease or syndrome - finding"
"suicidal","0.24000","finding"
"nervous system disorder","0.22000","disease or syndrome"
"physical assessment findings","0.20000","finding"
"ethanol","0.18000","organic chemical - pharmacologic substance"
"monoamine oxidase inhibitors","0.18000","organic chemical - pharmacologic substance"
"kidney","0.18000","body part, organ, or organ component"
"psychotic disorders","0.16000","mental or behavioral dysfunction"
"positive finding","0.16000","finding"
"psychotropic drugs","0.16000","pharmacologic substance"
"epilepsy","0.14000","disease or syndrome"
"substance abuse problem","0.14000","mental or behavioral dysfunction"
"illicit drugs","0.14000","hazardous or poisonous substance - pharmacologic substance"
"bipolar disorder","0.14000","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.14000","organic chemical - pharmacologic substance"
"mood disorders","0.14000","mental or behavioral dysfunction"
"antidepressive agents","0.14000","pharmacologic substance"
"hypersensitivity","0.14000","clinical attribute - finding - pathologic function"
"sedatives","0.12000","pharmacologic substance"
"contraceptive methods","0.12000","therapeutic or preventive procedure"
"schizophrenia","0.12000","mental or behavioral dysfunction"
"tetrahydrocannabinol","0.12000","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.12000","therapeutic or preventive procedure"
"amphetamine","0.12000","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"cardiovascular diseases","0.10000","disease or syndrome"
"marihuana","0.10000","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"severe combined immunodeficiency","0.10000","diagnostic procedure - disease or syndrome"
"glaucoma","0.10000","disease or syndrome - finding"
"congenital abnormality","0.10000","congenital abnormality - disease or syndrome"
"craniocerebral trauma","0.10000","injury or poisoning"
"family history","0.10000","congenital abnormality - disease or syndrome - enzyme - finding"
"dextroamphetamine","0.10000","clinical drug - organic chemical - pharmacologic substance"
"unstable status","0.10000","finding"
"dementia","0.10000","mental or behavioral dysfunction"
"hepatic","0.08000","body location or region"
"blood vessel","0.08000","body part, organ, or organ component - finding"
"lung diseases","0.08000","disease or syndrome"
"mental retardation","0.08000","mental or behavioral dysfunction"
"blood pressure finding","0.08000","finding"
"drugs non-prescription","0.08000","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.08000","finding"
"pregnancy tests","0.08000","diagnostic procedure"
"opiates","0.08000","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"counter brand of terbufos","0.08000","hazardous or poisonous substance"
"screening for cancer","0.08000","diagnostic procedure"
"opioids","0.08000","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"benzodiazepines","0.08000","organic chemical - pharmacologic substance"
"diabetes","0.08000","disease or syndrome"
"drug abuse","0.08000","mental or behavioral dysfunction"
"hiv seropositivity","0.06000","finding"
"arteries","0.06000","body part, organ, or organ component"
"asthma","0.06000","disease or syndrome"
"pharmacotherapy","0.06000","therapeutic or preventive procedure"
"tuberculosis","0.06000","disease or syndrome - pharmacologic substance"
"naloxone","0.06000","organic chemical - pharmacologic substance"
"infantile neuroaxonal dystrophy","0.06000","disease or syndrome"
"vitamins","0.06000","organic chemical - pharmacologic substance"
"drug dependence","0.06000","mental or behavioral dysfunction"
"pharmaceutical preparations","0.06000","pharmacologic substance"
"injury wounds","0.06000","body substance - injury or poisoning"
"liver diseases","0.06000","disease or syndrome"
"systemic disease","0.06000","disease or syndrome"
"operative surgical procedures","0.06000","diagnostic procedure - therapeutic or preventive procedure"
"heart diseases","0.06000","disease or syndrome"
"cardiac arrhythmia","0.06000","finding - pathologic function"
"electrocardiogram abnormal","0.06000","finding"
"acute hepatitis","0.06000","disease or syndrome"
"suicide attempt","0.06000","finding - mental or behavioral dysfunction"
"major depressive disorder","0.06000","mental or behavioral dysfunction"
"stimulant","0.06000","pharmacologic substance"
"renal function","0.06000","organ or tissue function"
"multiple endocrine neoplasia","0.06000","antibiotic - neoplastic process - organic chemical"
"communicable diseases","0.06000","disease or syndrome"
"cocaine dependence","0.04000","mental or behavioral dysfunction"
"magnetic resonance imaging","0.04000","diagnostic procedure"
"diastolic blood pressure","0.04000","clinical attribute - diagnostic procedure - finding"
"alanine transaminase","0.04000","congenital abnormality - disease or syndrome - enzyme"
"methamphetamine","0.04000","body substance - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"systolic pressure","0.04000","clinical attribute - diagnostic procedure"
"mercury","0.04000","hazardous or poisonous substance"
"thyroid gland","0.04000","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"anus","0.04000","body part, organ, or organ component - disease or syndrome"
"aspartate transaminase","0.04000","enzyme"
"diastole","0.04000","clinical attribute"
"depressed mood","0.04000","finding - mental or behavioral dysfunction"
"sterility","0.02000","pathologic function"
"nicotine dependence","0.02000","mental or behavioral dysfunction"
"veins","0.02000","body part, organ, or organ component"
"negative finding","0.02000","finding"
"ecstasy - drug","0.02000","congenital abnormality - disease or syndrome - hazardous or poisonous substance - organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"medical history","0.02000","finding"
"smoker","0.02000","finding"
"mass of body structure","0.02000","finding"
