"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.500","finding"
"pharmacologic substance","0.460","pharmacologic substance - therapeutic or preventive procedure"
"intravenous infusion procedures","0.400","therapeutic or preventive procedure"
"ethanol","0.380","organic chemical - pharmacologic substance"
"contraceptive methods","0.360","therapeutic or preventive procedure"
"physical assessment findings","0.360","finding"
"mental disorders","0.340","mental or behavioral dysfunction"
"positive finding","0.300","finding"
"methamphetamine","0.280","body substance - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"hypertensive disease","0.260","biologically active substance - disease or syndrome - finding"
"suicidal","0.240","finding"
"pregnancy tests","0.240","diagnostic procedure"
"mass of body structure","0.220","finding"
"nervous system disorder","0.220","disease or syndrome"
"body mass index","0.200","clinical attribute - diagnostic procedure"
"negative finding","0.200","finding"
"kidney","0.200","body part, organ, or organ component"
"monoamine oxidase inhibitors","0.180","organic chemical - pharmacologic substance"
"psychotropic drugs","0.180","pharmacologic substance"
"psychotic disorders","0.160","mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.160","antibiotic - neoplastic process - organic chemical"
"ecstasy - drug","0.160","congenital abnormality - disease or syndrome - hazardous or poisonous substance - organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"illicit drugs","0.140","hazardous or poisonous substance - pharmacologic substance"
"bipolar disorder","0.140","mental or behavioral dysfunction"
"congenital abnormality","0.140","congenital abnormality - disease or syndrome"
"hypersensitivity","0.140","clinical attribute - finding - pathologic function"
"epilepsy","0.140","disease or syndrome"
"mood disorders","0.140","mental or behavioral dysfunction"
"substance abuse problem","0.140","mental or behavioral dysfunction"
"schizophrenia","0.140","mental or behavioral dysfunction"
"sedatives","0.140","pharmacologic substance"
"medical history","0.140","finding"
"active brand of pseudoephedrine-triprolidine","0.140","organic chemical - pharmacologic substance"
"antidepressive agents","0.140","pharmacologic substance"
"amphetamine","0.140","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"severe combined immunodeficiency","0.120","diagnostic procedure - disease or syndrome"
"tetrahydrocannabinol","0.120","organic chemical - pharmacologic substance"
"pregnancy test negative","0.120","finding - laboratory or test result"
"xanthine","0.120","biologically active substance"
"marihuana","0.120","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"psychoactive substances","0.120","hazardous or poisonous substance - pharmacologic substance"
"benzodiazepines","0.100","organic chemical - pharmacologic substance"
"operative surgical procedures","0.100","diagnostic procedure - therapeutic or preventive procedure"
"opiates","0.100","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"family history","0.100","congenital abnormality - disease or syndrome - enzyme - finding"
"unstable status","0.100","finding"
"dementia","0.100","mental or behavioral dysfunction"
"green tea extract","0.100","organic chemical - pharmacologic substance"
"cardiovascular diseases","0.100","disease or syndrome"
"craniocerebral trauma","0.100","injury or poisoning"
"cardiac arrhythmia","0.100","finding - pathologic function"
"infantile neuroaxonal dystrophy","0.100","disease or syndrome"
"tobacco smoke","0.100","hazardous or poisonous substance"
"glaucoma","0.100","disease or syndrome - finding"
"dextroamphetamine","0.100","clinical drug - organic chemical - pharmacologic substance"
"chocolate allergenic extract","0.100","pharmacologic substance"
"mental retardation","0.080","mental or behavioral dysfunction"
"counter brand of terbufos","0.080","hazardous or poisonous substance"
"opioids","0.080","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"drug abuse","0.080","mental or behavioral dysfunction"
"magnetic resonance imaging","0.080","diagnostic procedure"
"blood vessel","0.080","body part, organ, or organ component - finding"
"major depressive disorder","0.080","mental or behavioral dysfunction"
"diastole","0.080","clinical attribute"
"migraine disorders","0.080","disease or syndrome - therapeutic or preventive procedure"
"cocaine dependence","0.080","mental or behavioral dysfunction"
"mercury","0.080","hazardous or poisonous substance"
"lung diseases","0.080","disease or syndrome"
"blood pressure finding","0.080","finding"
"drugs non-prescription","0.080","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.080","finding"
"screening for cancer","0.080","diagnostic procedure"
"diabetes","0.080","disease or syndrome"
"hepatic","0.080","body location or region"
"personal satisfaction","0.080","finding"
"stimulant","0.080","pharmacologic substance"
"renal function","0.080","organ or tissue function"
"nicotine dependence","0.060","mental or behavioral dysfunction"
"systolic pressure","0.060","clinical attribute - diagnostic procedure"
"aspartate transaminase","0.060","enzyme"
"hiv seropositivity","0.060","finding"
"arteries","0.060","body part, organ, or organ component"
"pharmacotherapy","0.060","therapeutic or preventive procedure"
"sterility","0.060","pathologic function"
"diastolic blood pressure","0.060","clinical attribute - diagnostic procedure - finding"
"veins","0.060","body part, organ, or organ component"
"naloxone","0.060","organic chemical - pharmacologic substance"
"thyroid gland","0.060","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"anus","0.060","body part, organ, or organ component - disease or syndrome"
"liver diseases","0.060","disease or syndrome"
"vitamins","0.060","organic chemical - pharmacologic substance"
