"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","2","organic chemical - pharmacologic substance"
"antipsychotic agents","2","pharmacologic substance"
"hallucinations visual","2","sign or symptom"
"skills","2","individual behavior"
"schizophrenia childhood","2","mental or behavioral dysfunction"
"scanning","1","diagnostic procedure - finding"
"agitation","1","finding - sign or symptom"
"brain scan","1","diagnostic procedure"
"tremor","1","finding - sign or symptom"
"hyposomnia","1","pathologic function"
"somnolence","1","finding"
"suicide","1","finding - mental or behavioral dysfunction"
"prophylactic treatment","1","therapeutic or preventive procedure"
"delusions","1","mental or behavioral dysfunction"
"weight gain","1","finding - sign or symptom"
"therapeutic procedure","1","enzyme - finding - therapeutic or preventive procedure"
"recreational drugs","1","hazardous or poisonous substance"
"cognitive therapy","1","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"tension","1","mental or behavioral dysfunction - sign or symptom"
"anxiety disorders","1","finding - mental or behavioral dysfunction"
"sedation","1","sign or symptom - therapeutic or preventive procedure"
"other drugs","1","pharmacologic substance"
"autistic disorder","1","mental or behavioral dysfunction"
"dyskinetic syndrome","1","disease or syndrome - finding"
"physical findings","1","finding"
"acyl-coa thioester hydrolase long-chain 1","1","enzyme - therapeutic or preventive procedure"
"dizziness","1","finding - sign or symptom"
"isolation procedure","1","therapeutic or preventive procedure"
"anxiety depression","1","mental or behavioral dysfunction"
"ability to balance","1","finding"
"multiple endocrine neoplasia","1","antibiotic - neoplastic process - organic chemical"
"tardive dyskinesia","1","disease or syndrome"
"magnetic resonance imaging","1","diagnostic procedure"
