"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"malignant neoplasms","0.22858","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"pharmacotherapy","0.09527","therapeutic or preventive procedure"
"therapeutic radiology procedure","0.06185","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"neoplasm metastasis","0.05916","neoplastic process"
"contraceptive methods","0.05225","therapeutic or preventive procedure"
"breast carcinoma","0.05186","neoplastic process"
"intravenous infusion procedures","0.04879","therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.04764","organic chemical - pharmacologic substance"
"moderate adverse event","0.04572","finding"
"electrocorticogram","0.04533","diagnostic procedure"
"operative surgical procedures","0.04456","diagnostic procedure - therapeutic or preventive procedure"
"negative finding","0.04149","finding"
"life expectancy","0.04034","group attribute"
"body mass index","0.03880","clinical attribute - diagnostic procedure"
"allergy severity - severe","0.03765","finding"
"treatment protocols","0.03726","therapeutic or preventive procedure"
"positive finding","0.03688","finding"
"physical assessment findings","0.03650","finding"
"multiple endocrine neoplasia","0.03573","antibiotic - neoplastic process - organic chemical"
"kidney","0.03534","body part, organ, or organ component"
"follow-up status","0.03265","finding"
"pregnancy tests","0.02997","diagnostic procedure"
"chronic obstructive airway disease","0.02958","disease or syndrome"
"gravidity","0.02843","finding"
"pharmacologic substance","0.02843","pharmacologic substance - therapeutic or preventive procedure"
"ecog performance status","0.02804","clinical attribute"
"lung","0.02766","body part, organ, or organ component - disease or syndrome"
"hepatic","0.02689","body location or region"
"pharmaceutical adjuvants","0.02574","chemical viewed functionally"
"hormone therapy","0.02536","therapeutic or preventive procedure"
"perceived quality of life","0.02536","finding"
"hypertensive disease","0.02497","biologically active substance - disease or syndrome - finding"
"serum","0.02420","biologically active substance - body substance - pharmacologic substance"
"prostate carcinoma","0.02382","neoplastic process"
"skeletal bone","0.02343","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"bilirubin","0.02075","biologically active substance - laboratory or test result - organic chemical"
"relate - vinyl resin","0.01921","organic chemical"
"arteries","0.01806","body part, organ, or organ component"
"pharmaceutical preparations","0.01806","pharmacologic substance"
"exercise pain management","0.01767","therapeutic or preventive procedure"
"depressed mood","0.01690","finding - mental or behavioral dysfunction"
"hiv","0.01421","disease or syndrome - pharmacologic substance - virus"
"adrenal cortex hormones","0.01421","pharmacologic substance"
"hypersensitivity","0.01345","clinical attribute - finding - pathologic function"
"anaplastic oligodendroglioma","0.01306","neoplastic process"
"asthma","0.01268","disease or syndrome"
"malignant neoplasm of skin","0.01229","neoplastic process"
"mental disorders","0.01191","mental or behavioral dysfunction"
"blood pressure finding","0.01114","finding"
"psychiatric problem","0.01114","mental or behavioral dysfunction"
"cerebrovascular accident","0.01076","disease or syndrome - therapeutic or preventive procedure"
"impaired cognition","0.01076","finding - mental or behavioral dysfunction"
"angina pectoris","0.01037","sign or symptom"
"diabetes","0.00999","disease or syndrome"
"dementia","0.00999","mental or behavioral dysfunction"
"intestines","0.00999","body part, organ, or organ component"
"heart diseases","0.00960","disease or syndrome"
"schizophrenia","0.00884","mental or behavioral dysfunction"
"myocardial infarction","0.00884","disease or syndrome - finding"
"congestive heart failure","0.00845","congenital abnormality - disease or syndrome"
"medical contraindication","0.00807","finding"
"congenital abnormality","0.00730","congenital abnormality - disease or syndrome"
"liver diseases","0.00615","disease or syndrome"
"unstable status","0.00615","finding"
"angina unstable","0.00461","disease or syndrome"
"cardiac arrhythmia","0.00384","finding - pathologic function"
"investigational new drugs","0.00346","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.00307","organic chemical - pharmacologic substance"
"psychotic disorders","0.00231","mental or behavioral dysfunction"
"substance abuse problem","0.00154","mental or behavioral dysfunction"
