"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"malignant neoplasms","0.18709","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.17480","finding"
"gravidity","0.13638","finding"
"active brand of pseudoephedrine-triprolidine","0.12294","organic chemical - pharmacologic substance"
"hypersensitivity","0.10411","clinical attribute - finding - pathologic function"
"pharmacologic substance","0.10373","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.09835","mental or behavioral dysfunction"
"unstable status","0.07568","finding"
"ethanol","0.07530","organic chemical - pharmacologic substance"
"physical assessment findings","0.07146","finding"
"hypertensive disease","0.06838","biologically active substance - disease or syndrome - finding"
"neoplasm metastasis","0.06761","neoplastic process"
"pharmaceutical preparations","0.06300","pharmacologic substance"
"pharmacotherapy","0.05839","therapeutic or preventive procedure"
"kidney","0.05263","body part, organ, or organ component"
"angina pectoris","0.04917","sign or symptom"
"substance abuse problem","0.04879","mental or behavioral dysfunction"
"therapeutic radiology procedure","0.04841","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"heart diseases","0.04648","disease or syndrome"
"dementia","0.04648","mental or behavioral dysfunction"
"impaired cognition","0.04648","finding - mental or behavioral dysfunction"
"intravenous infusion procedures","0.04533","therapeutic or preventive procedure"
"operative surgical procedures","0.04418","diagnostic procedure - therapeutic or preventive procedure"
"lung","0.04226","body part, organ, or organ component - disease or syndrome"
"myocardial infarction","0.04226","disease or syndrome - finding"
"congestive heart failure","0.04111","congenital abnormality - disease or syndrome"
"exercise pain management","0.04111","therapeutic or preventive procedure"
"depressed mood","0.04072","finding - mental or behavioral dysfunction"
"cerebrovascular accident","0.03688","disease or syndrome - therapeutic or preventive procedure"
"investigational new drugs","0.03534","pharmacologic substance - therapeutic or preventive procedure"
"hepatic","0.03496","body location or region"
"life expectancy","0.03419","group attribute"
"contraceptive methods","0.03419","therapeutic or preventive procedure"
"adrenal cortex hormones","0.03265","pharmacologic substance"
"liver diseases","0.03265","disease or syndrome"
"positive finding","0.03265","finding"
"medical contraindication","0.03227","finding"
"congenital abnormality","0.03189","congenital abnormality - disease or syndrome"
"psychotic disorders","0.03112","mental or behavioral dysfunction"
"chronic obstructive airway disease","0.03073","disease or syndrome"
"blood pressure finding","0.02958","finding"
"intestines","0.02958","body part, organ, or organ component"
"angina unstable","0.02920","disease or syndrome"
"skeletal bone","0.02881","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"cardiac arrhythmia","0.02843","finding - pathologic function"
"schizophrenia","0.02766","mental or behavioral dysfunction"
"diabetes","0.02728","disease or syndrome"
"asthma","0.02728","disease or syndrome"
"follow-up status","0.02689","finding"
"hiv","0.02612","disease or syndrome - pharmacologic substance - virus"
"arteries","0.02574","body part, organ, or organ component"
"psychiatric problem","0.02536","mental or behavioral dysfunction"
"malignant neoplasm of skin","0.02267","neoplastic process"
"anaplastic oligodendroglioma","0.02267","neoplastic process"
"moderate adverse event","0.01998","finding"
"body mass index","0.01998","clinical attribute - diagnostic procedure"
"perceived quality of life","0.01767","finding"
"relate - vinyl resin","0.01690","organic chemical"
"breast carcinoma","0.01652","neoplastic process"
"prostate carcinoma","0.01268","neoplastic process"
"pregnancy tests","0.01268","diagnostic procedure"
"bilirubin","0.01153","biologically active substance - laboratory or test result - organic chemical"
"serum","0.01037","biologically active substance - body substance - pharmacologic substance"
"negative finding","0.01037","finding"
"treatment protocols","0.00960","therapeutic or preventive procedure"
"pharmaceutical adjuvants","0.00845","chemical viewed functionally"
"hormone therapy","0.00807","therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.00807","antibiotic - neoplastic process - organic chemical"
"electrocorticogram","0.00615","diagnostic procedure"
"ecog performance status","0.00231","clinical attribute"
