"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gambling pathological","0.37500","mental or behavioral dysfunction"
"intravenous infusion procedures","0.31944","therapeutic or preventive procedure"
"negative finding","0.15278","finding"
"contraceptive methods","0.15278","therapeutic or preventive procedure"
"pregnancy tests","0.15278","diagnostic procedure"
"prostaglandins","0.12500","biologically active substance - pharmacologic substance"
"bee pollen","0.12500","organic chemical - pharmacologic substance"
"skin prick test","0.11111","diagnostic procedure"
"screening for cancer","0.11111","diagnostic procedure"
"positive finding","0.11111","finding"
"pharmacologic substance","0.09722","pharmacologic substance - therapeutic or preventive procedure"
"moderate adverse event","0.08333","finding"
"gambler","0.08333","individual behavior"
"congenital abnormality","0.06944","congenital abnormality - disease or syndrome"
"puncture wound","0.06944","diagnostic procedure - finding - therapeutic or preventive procedure"
"gravidity","0.06944","finding"
"multiple endocrine neoplasia","0.06944","antibiotic - neoplastic process - organic chemical"
"physical assessment findings","0.06944","finding"
"pharmacotherapy","0.05556","therapeutic or preventive procedure"
"serum","0.05556","biologically active substance - body substance - pharmacologic substance"
"electrocorticogram","0.05556","diagnostic procedure"
"pricking of skin","0.05556","sign or symptom"
"idiopathic generalized epilepsy","0.05556","disease or syndrome"
"hysterectomy","0.05556","therapeutic or preventive procedure"
"tubal ligation","0.05556","therapeutic or preventive procedure"
"ecog performance status","0.05556","clinical attribute"
"operative surgical procedures","0.05556","diagnostic procedure - therapeutic or preventive procedure"
"rhinitis","0.04167","disease or syndrome - sign or symptom"
"cocaine","0.04167","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"electrocardiogram","0.04167","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"sexual intercourse - finding","0.04167","finding"
"hypersensitivity","0.04167","clinical attribute - finding - pathologic function"
"personal satisfaction","0.04167","finding"
"opiates","0.04167","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"gonadotropins","0.04167","pharmacologic substance"
"ethanol","0.04167","organic chemical - pharmacologic substance"
"canadian","0.04167","finding"
"weighing patient","0.04167","diagnostic procedure - finding"
"methadone","0.04167","organic chemical - pharmacologic substance"
"mental disorders","0.04167","mental or behavioral dysfunction"
"spermatocidal agents","0.04167","pharmacologic substance"
"allergy severity - severe","0.02778","finding"
"relate - vinyl resin","0.02778","organic chemical"
"hepatitis b","0.02778","disease or syndrome - pharmacologic substance - virus"
"hepatitis c","0.02778","disease or syndrome - virus"
"hormone replacement therapy","0.02778","therapeutic or preventive procedure"
"substance use disorders","0.02778","mental or behavioral dysfunction"
"phencyclidine","0.02778","disease or syndrome - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"contraception barrier","0.02778","therapeutic or preventive procedure"
"malaise","0.02778","finding - sign or symptom"
"psychotropic drugs","0.02778","pharmacologic substance"
"alcohol abuse","0.02778","mental or behavioral dysfunction"
"test result","0.02778","finding"
"body mass index","0.02778","clinical attribute - diagnostic procedure"
"malignant neoplasms","0.02778","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"therapeutic radiology procedure","0.01389","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"depressed mood","0.01389","finding - mental or behavioral dysfunction"
"severe combined immunodeficiency","0.01389","diagnostic procedure - disease or syndrome"
"impaired cognition","0.01389","finding - mental or behavioral dysfunction"
"neoplasm metastasis","0.01389","neoplastic process"
"benzodiazepines","0.01389","organic chemical - pharmacologic substance"
"nervous system disorder","0.01389","disease or syndrome"
"nicotine dependence","0.01389","mental or behavioral dysfunction"
"pharmaceutical preparations","0.01389","pharmacologic substance"
"cardiac arrhythmia","0.01389","finding - pathologic function"
"contraceptives oral","0.01389","pharmacologic substance - therapeutic or preventive procedure"
"marihuana","0.01389","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"household composition","0.01389","finding"
"deca","0.01389","pharmacologic substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.01389","organic chemical - pharmacologic substance"
"antiemetics","0.01389","pharmacologic substance"
"cognition disorders","0.01389","mental or behavioral dysfunction"
"transplantation","0.01389","therapeutic or preventive procedure"
"hepatic","0.01389","body location or region"
"chemotherapy regimen","0.01389","therapeutic or preventive procedure"
"psychotic disorders","0.01389","mental or behavioral dysfunction"
"liver","0.01389","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
