"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gambling pathological","0.403","mental or behavioral dysfunction"
"intravenous infusion procedures","0.375","therapeutic or preventive procedure"
"pharmacologic substance","0.278","pharmacologic substance - therapeutic or preventive procedure"
"positive finding","0.264","finding"
"psychotic disorders","0.236","mental or behavioral dysfunction"
"contraceptive methods","0.222","therapeutic or preventive procedure"
"allergy severity - severe","0.222","finding"
"ethanol","0.194","organic chemical - pharmacologic substance"
"gambler","0.194","individual behavior"
"gravidity","0.194","finding"
"bipolar disorder","0.181","mental or behavioral dysfunction"
"screening for cancer","0.181","diagnostic procedure"
"pregnancy tests","0.181","diagnostic procedure"
"congenital abnormality","0.167","congenital abnormality - disease or syndrome"
"negative finding","0.167","finding"
"active brand of pseudoephedrine-triprolidine","0.167","organic chemical - pharmacologic substance"
"hypersensitivity","0.153","clinical attribute - finding - pathologic function"
"unstable status","0.153","finding"
"pharmaceutical preparations","0.153","pharmacologic substance"
"psychotropic drugs","0.153","pharmacologic substance"
"physical assessment findings","0.139","finding"
"substance abuse problem","0.139","mental or behavioral dysfunction"
"schizophrenia","0.139","mental or behavioral dysfunction"
"depressed mood","0.139","finding - mental or behavioral dysfunction"
"suicidality","0.125","clinical attribute"
"bee pollen","0.125","organic chemical - pharmacologic substance"
"malignant neoplasms","0.125","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.125","mental or behavioral dysfunction"
"prostaglandins","0.125","biologically active substance - pharmacologic substance"
"skin prick test","0.111","diagnostic procedure"
"psychotherapy","0.111","therapeutic or preventive procedure"
"hepatic","0.111","body location or region"
"impaired cognition","0.111","finding - mental or behavioral dysfunction"
"myocardial infarction","0.097","disease or syndrome - finding"
"severe combined immunodeficiency","0.097","diagnostic procedure - disease or syndrome"
"benzodiazepines","0.097","organic chemical - pharmacologic substance"
"investigational new drugs","0.097","pharmacologic substance - therapeutic or preventive procedure"
"moderate adverse event","0.083","finding"
"hepatitis b","0.083","disease or syndrome - pharmacologic substance - virus"
"alcohol abuse","0.083","mental or behavioral dysfunction"
"lactation","0.083","organ or tissue function"
"dementia","0.083","mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.083","antibiotic - neoplastic process - organic chemical"
"electrocardiogram","0.083","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"suicidal","0.069","finding"
"nicotine dependence","0.069","mental or behavioral dysfunction"
"opiates","0.069","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"serum","0.069","biologically active substance - body substance - pharmacologic substance"
"adrenal cortex hormones","0.069","pharmacologic substance"
"pharmacotherapy","0.069","therapeutic or preventive procedure"
"personality disorders","0.069","mental or behavioral dysfunction"
"lung","0.069","body part, organ, or organ component - disease or syndrome"
"therapeutic brand of coal tar","0.069","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"neoplasm metastasis","0.069","neoplastic process"
"relate - vinyl resin","0.069","organic chemical"
"antipsychotic agents","0.069","pharmacologic substance"
"idiopathic generalized epilepsy","0.069","disease or syndrome"
"cardiac arrhythmia","0.069","finding - pathologic function"
"puncture wound","0.069","diagnostic procedure - finding - therapeutic or preventive procedure"
"psychoactive substances","0.069","hazardous or poisonous substance - pharmacologic substance"
"antidepressive agents","0.069","pharmacologic substance"
"behavior therapy","0.069","therapeutic or preventive procedure"
"chronic disease","0.069","disease or syndrome"
"illicit drugs","0.056","hazardous or poisonous substance - pharmacologic substance"
"antihistamines","0.056","organic chemical - pharmacologic substance"
"operative surgical procedures","0.056","diagnostic procedure - therapeutic or preventive procedure"
"cocaine","0.056","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"urine drug screen positive","0.056","laboratory or test result"
"methadone","0.056","organic chemical - pharmacologic substance"
"hysterectomy","0.056","therapeutic or preventive procedure"
"blood vessel","0.056","body part, organ, or organ component - finding"
"ecog performance status","0.056","clinical attribute"
"pricking of skin","0.056","sign or symptom"
"tubal ligation","0.056","therapeutic or preventive procedure"
"hiv","0.056","disease or syndrome - pharmacologic substance - virus"
"immunologic deficiency syndromes","0.056","disease or syndrome"
"substance use disorders","0.056","mental or behavioral dysfunction"
"electrocorticogram","0.056","diagnostic procedure"
"test result","0.056","finding"
"asthma","0.056","disease or syndrome"
"therapeutic radiology procedure","0.056","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"immunotherapy","0.056","therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.056","disease or syndrome"
"kidney diseases","0.042","disease or syndrome"
"nervousness","0.042","sign or symptom"
"antiemetics","0.042","pharmacologic substance"
"caffeine","0.042","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"opioids","0.042","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"consumption-archaic term for tb","0.042","disease or syndrome"
"angina pectoris","0.042","sign or symptom"
"hepatitis c","0.042","disease or syndrome - virus"
"enzymes","0.042","enzyme - organic chemical"
"deca","0.042","pharmacologic substance - therapeutic or preventive procedure"
"body mass index","0.042","clinical attribute - diagnostic procedure"
"gonadotropins","0.042","pharmacologic substance"
"immunosuppressive agents","0.042","pharmacologic substance"
"spermatocidal agents","0.042","pharmacologic substance"
"immunodeficiency virus","0.042","virus"
"weighing patient","0.042","diagnostic procedure - finding"
"phencyclidine","0.042","disease or syndrome - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"substance dependence","0.042","mental or behavioral dysfunction"
"malaise","0.042","finding - sign or symptom"
"gastrointestinal diseases","0.042","disease or syndrome"
"cognition disorders","0.042","mental or behavioral dysfunction"
"transplantation","0.042","therapeutic or preventive procedure"
"sexual intercourse - finding","0.042","finding"
"contraception barrier","0.042","therapeutic or preventive procedure"
"contraceptives oral","0.042","pharmacologic substance - therapeutic or preventive procedure"
