"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"restless legs syndrome","0.55814","disease or syndrome"
"gravidity","0.31008","finding"
"sleep disorders","0.30233","disease or syndrome - sign or symptom"
"pharmacologic substance","0.28682","pharmacologic substance - therapeutic or preventive procedure"
"neoplasm metastasis","0.27132","neoplastic process"
"contraceptive methods","0.26357","therapeutic or preventive procedure"
"sleep apnea syndromes","0.25581","disease or syndrome"
"pharmaceutical preparations","0.24031","pharmacologic substance"
"ethanol","0.23256","organic chemical - pharmacologic substance"
"dopamine agonists","0.21705","pharmacologic substance"
"narcolepsy","0.19380","disease or syndrome"
"active brand of pseudoephedrine-triprolidine","0.19380","organic chemical - pharmacologic substance"
"positive finding","0.16279","finding"
"hypotension orthostatic","0.15504","finding"
"allergy severity - severe","0.15504","finding"
"substance abuse problem","0.14729","mental or behavioral dysfunction"
"movement disorders","0.14729","disease or syndrome"
"unstable status","0.14729","finding"
"mental disorders","0.14729","mental or behavioral dysfunction"
"antipsychotic agents","0.13953","pharmacologic substance"
"hepatic","0.13178","body location or region"
"operative surgical procedures","0.13178","diagnostic procedure - therapeutic or preventive procedure"
"benzodiazepines","0.13178","organic chemical - pharmacologic substance"
"shift worker","0.12403","finding"
"relate - vinyl resin","0.12403","organic chemical"
"blood pressure finding","0.12403","finding"
"congenital abnormality","0.12403","congenital abnormality - disease or syndrome"
"nervous system disorder","0.12403","disease or syndrome"
"multiple sclerosis","0.12403","body part, organ, or organ component - disease or syndrome - finding"
"epilepsy","0.11628","disease or syndrome"
"dopamine hydrochloride","0.11628","organic chemical - pharmacologic substance"
"augmentation procedure","0.11628","therapeutic or preventive procedure"
"leg","0.11628","body location or region"
"systolic pressure","0.11628","clinical attribute - diagnostic procedure"
"intravenous infusion procedures","0.11628","therapeutic or preventive procedure"
"opioids","0.11628","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"levodopa","0.11628","pharmacologic substance"
"physical assessment findings","0.10078","finding"
"rheumatoid arthritis","0.10078","disease or syndrome - pharmacologic substance"
"pregnancy tests","0.10078","diagnostic procedure"
"monoamine oxidase inhibitors","0.10078","organic chemical - pharmacologic substance"
"diastole","0.10078","clinical attribute"
"dyskinetic syndrome","0.09302","disease or syndrome - finding"
"diastolic blood pressure","0.09302","clinical attribute - diagnostic procedure - finding"
"investigational new drugs","0.09302","pharmacologic substance - therapeutic or preventive procedure"
"peripheral neuropathy","0.09302","disease or syndrome"
"depressed mood","0.09302","finding - mental or behavioral dysfunction"
"suicidal","0.08527","finding"
"alanine transaminase","0.08527","congenital abnormality - disease or syndrome - enzyme"
"antihistamines","0.08527","organic chemical - pharmacologic substance"
"electrocardiogram","0.08527","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"hypnotics","0.08527","pharmacologic substance"
"antidepressive agents","0.08527","pharmacologic substance"
"polysomnography","0.08527","diagnostic procedure"
"dopamine antagonists","0.08527","pharmacologic substance"
"dystonia","0.08527","disease or syndrome - sign or symptom"
"diabetes mellitus","0.07752","disease or syndrome - pharmacologic substance"
"dopa","0.07752","pharmacologic substance"
"cardiovascular diseases","0.07752","disease or syndrome"
"anaplastic oligodendroglioma","0.07752","neoplastic process"
"lung","0.07752","body part, organ, or organ component - disease or syndrome"
"amphetamines","0.07752","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"suicide attempt","0.07752","finding - mental or behavioral dysfunction"
"congestive heart failure","0.06977","congenital abnormality - disease or syndrome"
"iron deficiency anemia","0.06977","disease or syndrome"
"hiv","0.06977","disease or syndrome - pharmacologic substance - virus"
"unspecified deficiency anemia","0.06977","disease or syndrome"
"ferritin level","0.06977","laboratory or test result"
"lithium","0.06977","congenital abnormality - disease or syndrome - pharmacologic substance"
"pramipexole","0.06977","organic chemical - pharmacologic substance"
"malignant neoplasms","0.06977","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"cardiac arrhythmia","0.06977","finding - pathologic function"
"liver diseases","0.06977","disease or syndrome"
"kidney failure chronic","0.06977","disease or syndrome - pharmacologic substance"
"psychotic disorders","0.06202","mental or behavioral dysfunction"
"sterility","0.06202","pathologic function"
"nervousness","0.06202","sign or symptom"
"alcohol abuse","0.06202","mental or behavioral dysfunction"
"sleep apnea obstructive","0.06202","biologically active substance - disease or syndrome"
"anticonvulsants","0.06202","pharmacologic substance"
"medical history","0.06202","finding"
"diabetic neuropathies","0.06202","disease or syndrome"
"polyneuropathy","0.06202","disease or syndrome"
"ropinirole","0.06202","organic chemical - pharmacologic substance"
"hepatitis c","0.06202","disease or syndrome - virus"
"aspartate transaminase","0.06202","enzyme"
"amyotrophic lateral sclerosis","0.05426","disease or syndrome - pharmacologic substance"
"consumption-archaic term for tb","0.05426","disease or syndrome"
"impulse control disorders","0.05426","mental or behavioral dysfunction"
"insulin","0.05426","pharmacologic substance"
"negative finding","0.05426","finding"
"anti-anxiety agents","0.05426","pharmacologic substance"
"neoplastic disease","0.05426","neoplastic process"
"painful legs and moving toes","0.05426","sign or symptom"
"skin hypersensitivity","0.05426","disease or syndrome"
"uremia","0.05426","disease or syndrome - finding"
"contraception barrier","0.05426","therapeutic or preventive procedure"
"cns disorder","0.05426","disease or syndrome"
"cimetidine","0.05426","organic chemical - pharmacologic substance"
"drug abuse","0.05426","mental or behavioral dysfunction"
"sleep disturbances","0.05426","disease or syndrome - sign or symptom"
"systolic blood pressure measurement","0.05426","clinical attribute - diagnostic procedure"
"fibromyalgia","0.04651","disease or syndrome"
"veins","0.04651","body part, organ, or organ component"
"blood vessel","0.04651","body part, organ, or organ component - finding"
"fever","0.04651","finding"
"vitamins","0.04651","organic chemical - pharmacologic substance"
"drug dependence","0.04651","mental or behavioral dysfunction"
"myocardial infarction","0.04651","disease or syndrome - finding"
"akathisia","0.04651","sign or symptom"
"sexual sterilization","0.04651","finding - therapeutic or preventive procedure"
"psychotic episodes","0.04651","mental or behavioral dysfunction"
"current non-drinker of alcohol","0.04651","individual behavior"
"atypia morphology","0.04651","finding"
"hepatitis b surface antigens","0.04651","pharmacologic substance"
"neurological observations","0.04651","finding"
"somnambulism","0.04651","disease or syndrome"
"chorea","0.04651","disease or syndrome"
"contact dermatitis","0.04651","disease or syndrome"
"behaviorial habits","0.04651","individual behavior"
"renal insufficiency","0.04651","disease or syndrome"
"enzymes","0.04651","enzyme - organic chemical"
"asymptomatic","0.04651","finding"
"antiepileptic agents","0.03876","pharmacologic substance"
"hyperactive behavior","0.03876","finding"
"muscular fasciculation","0.03876","sign or symptom"
"bleomycin-cisplatin protocol","0.03876","therapeutic or preventive procedure"
"normal menstruation - observation","0.03876","finding"
