"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"restless legs syndrome","0.775","disease or syndrome"
"leg","0.442","body location or region"
"contraceptive methods","0.364","therapeutic or preventive procedure"
"agitation","0.357","finding - sign or symptom"
"gravidity","0.349","finding"
"sleep disorders","0.326","disease or syndrome - sign or symptom"
"pharmacologic substance","0.318","pharmacologic substance - therapeutic or preventive procedure"
"neoplasm metastasis","0.279","neoplastic process"
"dopamine agonists","0.271","pharmacologic substance"
"sleep apnea syndromes","0.264","disease or syndrome"
"ethanol","0.248","organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.240","pharmacologic substance"
"allergy severity - severe","0.225","finding"
"active brand of pseudoephedrine-triprolidine","0.217","organic chemical - pharmacologic substance"
"narcolepsy","0.194","disease or syndrome"
"moderate adverse event","0.186","finding"
"positive finding","0.178","finding"
"benzodiazepines","0.171","organic chemical - pharmacologic substance"
"physical assessment findings","0.171","finding"
"movement disorders","0.163","disease or syndrome"
"pregnancy tests","0.155","diagnostic procedure"
"opioids","0.155","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"substance abuse problem","0.155","mental or behavioral dysfunction"
"antipsychotic agents","0.155","pharmacologic substance"
"hypotension orthostatic","0.155","finding"
"operative surgical procedures","0.147","diagnostic procedure - therapeutic or preventive procedure"
"unstable status","0.147","finding"
"mental disorders","0.147","mental or behavioral dysfunction"
"levodopa","0.147","pharmacologic substance"
"body mass index","0.140","clinical attribute - diagnostic procedure"
"blood pressure finding","0.140","finding"
"negative finding","0.140","finding"
"congenital abnormality","0.132","congenital abnormality - disease or syndrome"
"dopamine hydrochloride","0.132","organic chemical - pharmacologic substance"
"relate - vinyl resin","0.132","organic chemical"
"electrocardiogram","0.132","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"hepatic","0.132","body location or region"
"nervous system disorder","0.132","disease or syndrome"
"multiple sclerosis","0.132","body part, organ, or organ component - disease or syndrome - finding"
"shift worker","0.124","finding"
"systolic pressure","0.124","clinical attribute - diagnostic procedure"
"augmentation procedure","0.124","therapeutic or preventive procedure"
"intravenous infusion procedures","0.124","therapeutic or preventive procedure"
"medical history","0.124","finding"
"mass of body structure","0.124","finding"
"epilepsy","0.116","disease or syndrome"
"polysomnography","0.116","diagnostic procedure"
"esthesia","0.109","finding - organ or tissue function"
"diastole","0.109","clinical attribute"
"dopa","0.109","pharmacologic substance"
"rheumatoid arthritis","0.101","disease or syndrome - pharmacologic substance"
"diastolic blood pressure","0.101","clinical attribute - diagnostic procedure - finding"
"hypnotics","0.101","pharmacologic substance"
"pramipexole","0.101","organic chemical - pharmacologic substance"
"alanine transaminase","0.101","congenital abnormality - disease or syndrome - enzyme"
"monoamine oxidase inhibitors","0.101","organic chemical - pharmacologic substance"
"aspartate transaminase","0.093","enzyme"
"kidney failure chronic","0.093","disease or syndrome - pharmacologic substance"
"peripheral neuropathy","0.093","disease or syndrome"
"contraception barrier","0.093","therapeutic or preventive procedure"
"ropinirole","0.093","organic chemical - pharmacologic substance"
"investigational new drugs","0.093","pharmacologic substance - therapeutic or preventive procedure"
"depressed mood","0.093","finding - mental or behavioral dysfunction"
"dyskinetic syndrome","0.093","disease or syndrome - finding"
"deterioration of status","0.093","finding"
"antidepressive agents","0.093","pharmacologic substance"
"suicidal","0.085","finding"
"antihistamines","0.085","organic chemical - pharmacologic substance"
"dystonia","0.085","disease or syndrome - sign or symptom"
"dopamine antagonists","0.085","pharmacologic substance"
"treatment protocols","0.078","therapeutic or preventive procedure"
"iron deficiency anemia","0.078","disease or syndrome"
"upper arm","0.078","body location or region - body part, organ, or organ component - neoplastic process"
"pregnancy test negative","0.078","finding - laboratory or test result"
"diabetes mellitus","0.078","disease or syndrome - pharmacologic substance"
"amphetamines","0.078","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"unspecified deficiency anemia","0.078","disease or syndrome"
"cardiovascular diseases","0.078","disease or syndrome"
"ferritin level","0.078","laboratory or test result"
"anaplastic oligodendroglioma","0.078","neoplastic process"
"lung","0.078","body part, organ, or organ component - disease or syndrome"
"suicide attempt","0.078","finding - mental or behavioral dysfunction"
"nervousness","0.070","sign or symptom"
"sleep apnea obstructive","0.070","biologically active substance - disease or syndrome"
"follow-up status","0.070","finding"
"liver diseases","0.070","disease or syndrome"
"malignant neoplasms","0.070","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"hiv","0.070","disease or syndrome - pharmacologic substance - virus"
"hepatitis c","0.070","disease or syndrome - virus"
"congestive heart failure","0.070","congenital abnormality - disease or syndrome"
