"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"autistic disorder","0.810","mental or behavioral dysfunction"
"pervasive development disorder","0.569","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"autism spectrum disorders","0.466","congenital abnormality - mental or behavioral dysfunction"
"intravenous infusion procedures","0.431","therapeutic or preventive procedure"
"developmental disabilities","0.397","mental or behavioral dysfunction"
"nitric oxide synthase","0.328","enzyme"
"psychotic disorders","0.310","mental or behavioral dysfunction"
"psychotropic drugs","0.310","pharmacologic substance"
"schizophrenia","0.276","mental or behavioral dysfunction"
"epilepsy","0.259","disease or syndrome"
"antipsychotic agents","0.259","pharmacologic substance"
"substance abuse problem","0.241","mental or behavioral dysfunction"
"bipolar disorder","0.207","mental or behavioral dysfunction"
"asperger syndrome","0.207","disease or syndrome"
"unstable status","0.190","finding"
"anxiety disorders","0.190","finding - mental or behavioral dysfunction"
"pharmacologic substance","0.172","pharmacologic substance - therapeutic or preventive procedure"
"schizoaffective disorder","0.172","mental or behavioral dysfunction"
"gravidity","0.172","finding"
"antidepressive agents","0.172","pharmacologic substance"
"suicidal","0.155","finding"
"depressed mood","0.155","finding - mental or behavioral dysfunction"
"skills","0.138","individual behavior"
"observation - diagnostic procedure","0.138","diagnostic procedure"
"mental disorders","0.138","mental or behavioral dysfunction"
"nervous system disorder","0.138","disease or syndrome"
"behavior therapy","0.138","therapeutic or preventive procedure"
"suicidality","0.121","clinical attribute"
"phobia social","0.121","mental or behavioral dysfunction"
"contraceptive methods","0.121","therapeutic or preventive procedure"
"diastasis","0.121","pathologic function"
"attention deficit hyperactivity disorder","0.121","disease or syndrome - mental or behavioral dysfunction"
"phobic anxiety disorder","0.121","mental or behavioral dysfunction"
"childhood disintegrative disorder","0.121","mental or behavioral dysfunction"
"separation anxiety disorder","0.121","mental or behavioral dysfunction"
"pharmaceutical preparations","0.121","pharmacologic substance"
"obsessive-compulsive disorder","0.121","disease or syndrome - mental or behavioral dysfunction"
"injury wounds","0.103","body substance - injury or poisoning"
"revision procedure","0.103","therapeutic or preventive procedure"
"brain","0.103","body part, organ, or organ component - disease or syndrome"
"anxiety generalized","0.103","mental or behavioral dysfunction"
"generalized anxiety disorder","0.103","mental or behavioral dysfunction"
"physical assessment findings","0.103","finding"
"allergy severity - severe","0.103","finding"
"active brand of pseudoephedrine-triprolidine","0.103","organic chemical - pharmacologic substance"
"positive finding","0.086","finding"
"osteochondritis dissecans","0.086","disease or syndrome - mental or behavioral dysfunction"
"irritable mood","0.086","finding"
"hypersensitivity","0.086","clinical attribute - finding - pathologic function"
"muscular dystrophy","0.086","body part, organ, or organ component - congenital abnormality - disease or syndrome"
"gene therapy","0.086","therapeutic or preventive procedure"
"hyperactive behavior","0.086","finding"
"psychotherapy","0.086","therapeutic or preventive procedure"
"anticonvulsants","0.086","pharmacologic substance"
"ethanol","0.086","organic chemical - pharmacologic substance"
"therapeutic brand of coal tar","0.086","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"aggressive behavior","0.086","mental or behavioral dysfunction"
"disability","0.069","finding"
"disruptive behavior disorder","0.069","mental or behavioral dysfunction"
"pregnancy tests","0.069","diagnostic procedure"
"consciousness related finding","0.069","finding"
"treatment-psychosocial effects","0.069","finding"
"neuroleptic malignant syndrome","0.069","disease or syndrome"
"fever","0.069","finding"
"malignant syndrome nos","0.069","disease or syndrome"
"risperidone","0.069","organic chemical - pharmacologic substance"
"major depressive disorder","0.069","mental or behavioral dysfunction"
"research outcome","0.069","finding"
"seasonal affective disorder","0.069","finding - mental or behavioral dysfunction"
"tic disorder","0.069","mental or behavioral dysfunction"
"anaplastic oligodendroglioma","0.069","neoplastic process"
"craniocerebral trauma","0.069","injury or poisoning"
"medical history","0.069","finding"
"memantine","0.069","organic chemical - pharmacologic substance"
"hepatic","0.069","body location or region"
"poly(adp-ribose) polymerases","0.069","enzyme"
"behavior disorders","0.069","injury or poisoning - mental or behavioral dysfunction"
"kidney diseases","0.052","disease or syndrome"
"social disorder","0.052","finding"
"treatment protocols","0.052","therapeutic or preventive procedure"
"riluzole","0.052","organic chemical - pharmacologic substance"
"mental retardation","0.052","mental or behavioral dysfunction"
"congenital abnormality","0.052","congenital abnormality - disease or syndrome"
"cerebral palsy","0.052","congenital abnormality - disease or syndrome - therapeutic or preventive procedure"
"aripiprazole","0.052","organic chemical - pharmacologic substance"
"hypertensive disease","0.052","biologically active substance - disease or syndrome - finding"
"fluoxetine","0.052","organic chemical - pharmacologic substance"
"pharmacotherapy","0.052","therapeutic or preventive procedure"
"unconscious state","0.052","disease or syndrome - finding"
"blind vision","0.052","disease or syndrome"
"panic disorder","0.052","disease or syndrome - mental or behavioral dysfunction"
"tuberous sclerosis","0.052","body part, organ, or organ component - congenital abnormality - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process - pharmacologic substance"
"fragile x syndrome","0.052","congenital abnormality - disease or syndrome"
"breast","0.052","body part, organ, or organ component"
"relate - vinyl resin","0.052","organic chemical"
"race or ethnicity","0.052","finding"
"screening for cancer","0.052","diagnostic procedure"
"compulsive disorder","0.052","finding"
"cognitive therapy","0.052","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"intelligence tests","0.052","diagnostic procedure"
"paralysed","0.052","finding"
"personal satisfaction","0.052","finding"
"heart diseases","0.052","disease or syndrome"
"unipolar depression","0.052","mental or behavioral dysfunction"
"mood disorders","0.052","mental or behavioral dysfunction"
"therapeutic diet","0.052","finding"
"stimulant","0.052","pharmacologic substance"
