"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"autistic disorder","0.79310","mental or behavioral dysfunction"
"pervasive development disorder","0.51724","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"autism spectrum disorders","0.46552","congenital abnormality - mental or behavioral dysfunction"
"intravenous infusion procedures","0.41379","therapeutic or preventive procedure"
"developmental disabilities","0.32759","mental or behavioral dysfunction"
"nitric oxide synthase","0.31034","enzyme"
"asperger syndrome","0.20690","disease or syndrome"
"anxiety disorders","0.17241","finding - mental or behavioral dysfunction"
"observation - diagnostic procedure","0.13793","diagnostic procedure"
"phobia social","0.12069","mental or behavioral dysfunction"
"diastasis","0.12069","pathologic function"
"separation anxiety disorder","0.12069","mental or behavioral dysfunction"
"phobic anxiety disorder","0.12069","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.10345","disease or syndrome - mental or behavioral dysfunction"
"anxiety generalized","0.10345","mental or behavioral dysfunction"
"psychotropic drugs","0.10345","pharmacologic substance"
"generalized anxiety disorder","0.10345","mental or behavioral dysfunction"
"revision procedure","0.10345","therapeutic or preventive procedure"
"obsessive-compulsive disorder","0.08621","disease or syndrome - mental or behavioral dysfunction"
"mental disorders","0.08621","mental or behavioral dysfunction"
"disruptive behavior disorder","0.06897","mental or behavioral dysfunction"
"hyperactive behavior","0.06897","finding"
"muscular dystrophy","0.06897","body part, organ, or organ component - congenital abnormality - disease or syndrome"
"behavior disorders","0.06897","injury or poisoning - mental or behavioral dysfunction"
"seasonal affective disorder","0.06897","finding - mental or behavioral dysfunction"
"depressed mood","0.06897","finding - mental or behavioral dysfunction"
"osteochondritis dissecans","0.06897","disease or syndrome - mental or behavioral dysfunction"
"irritable mood","0.06897","finding"
"poly(adp-ribose) polymerases","0.06897","enzyme"
"social disorder","0.05172","finding"
"compulsive disorder","0.05172","finding"
"antipsychotic agents","0.05172","pharmacologic substance"
"physical assessment findings","0.05172","finding"
"contraceptive methods","0.05172","therapeutic or preventive procedure"
"intelligence tests","0.05172","diagnostic procedure"
"tic disorder","0.05172","mental or behavioral dysfunction"
"blind vision","0.03448","disease or syndrome"
"treatment protocols","0.03448","therapeutic or preventive procedure"
"panic disorder","0.03448","disease or syndrome - mental or behavioral dysfunction"
"childhood disintegrative disorder","0.03448","mental or behavioral dysfunction"
"disability","0.03448","finding"
"pregnancy tests","0.03448","diagnostic procedure"
"race or ethnicity","0.03448","finding"
"fluoxetine","0.03448","organic chemical - pharmacologic substance"
"mood disorders","0.03448","mental or behavioral dysfunction"
"medical history","0.03448","finding"
"pharmacologic substance","0.03448","pharmacologic substance - therapeutic or preventive procedure"
"memantine","0.03448","organic chemical - pharmacologic substance"
"stimulant","0.03448","pharmacologic substance"
"unstable status","0.01724","finding"
"bipolar disorder","0.01724","mental or behavioral dysfunction"
"riluzole","0.01724","organic chemical - pharmacologic substance"
"epilepsy","0.01724","disease or syndrome"
"gene therapy","0.01724","therapeutic or preventive procedure"
"unipolar depression","0.01724","mental or behavioral dysfunction"
"schizophrenia","0.01724","mental or behavioral dysfunction"
"psychotic disorders","0.01724","mental or behavioral dysfunction"
"aggressive behavior","0.01724","mental or behavioral dysfunction"
"pharmacotherapy","0.01724","therapeutic or preventive procedure"
"behavior therapy","0.01724","therapeutic or preventive procedure"
"antidepressive agents","0.01724","pharmacologic substance"
"pharmaceutical preparations","0.01724","pharmacologic substance"
"aripiprazole","0.01724","organic chemical - pharmacologic substance"
"personal satisfaction","0.01724","finding"
"risperidone","0.01724","organic chemical - pharmacologic substance"
"allergy severity - severe","0.01724","finding"
"active brand of pseudoephedrine-triprolidine","0.01724","organic chemical - pharmacologic substance"
"screening for cancer","0.01724","diagnostic procedure"
"schizoaffective disorder","0.01724","mental or behavioral dysfunction"
"therapeutic brand of coal tar","0.01724","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"skills","0.01724","individual behavior"
"hypersensitivity","0.01724","clinical attribute - finding - pathologic function"
"anticonvulsants","0.01724","pharmacologic substance"
