"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.28735","mental or behavioral dysfunction"
"pharmacologic substance","0.22970","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.22904","organic chemical - pharmacologic substance"
"bipolar disorder","0.22596","mental or behavioral dysfunction"
"gravidity","0.19626","finding"
"depressed mood","0.19604","finding - mental or behavioral dysfunction"
"substance abuse problem","0.19318","mental or behavioral dysfunction"
"allergy severity - severe","0.19142","finding"
"suicidal","0.17690","finding"
"schizophrenia","0.17206","mental or behavioral dysfunction"
"intravenous infusion procedures","0.16150","therapeutic or preventive procedure"
"unstable status","0.15424","finding"
"mental disorders","0.15314","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.13685","organic chemical - pharmacologic substance"
"antidepressive agents","0.13641","pharmacologic substance"
"hypersensitivity","0.12453","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.11705","pharmacologic substance"
"physical assessment findings","0.08911","finding"
"psychotropic drugs","0.08845","pharmacologic substance"
"kidney","0.08845","body part, organ, or organ component"
"contraceptive methods","0.08581","therapeutic or preventive procedure"
"mental retardation","0.08295","mental or behavioral dysfunction"
"dementia","0.08295","mental or behavioral dysfunction"
"anxiety disorders","0.08273","finding - mental or behavioral dysfunction"
"positive finding","0.08119","finding"
"hypertensive disease","0.08097","biologically active substance - disease or syndrome - finding"
"malignant neoplasms","0.08053","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"major depressive disorder","0.07789","mental or behavioral dysfunction"
"psychotherapy","0.07723","therapeutic or preventive procedure"
"antipsychotic agents","0.07547","pharmacologic substance"
"hepatic","0.07173","body location or region"
"personality disorders","0.06425","mental or behavioral dysfunction"
"schizoaffective disorder","0.06293","mental or behavioral dysfunction"
"nervous system disorder","0.06249","disease or syndrome"
"obsessive-compulsive disorder","0.06227","disease or syndrome - mental or behavioral dysfunction"
"suicide attempt","0.06161","finding - mental or behavioral dysfunction"
"substance dependence","0.05831","mental or behavioral dysfunction"
"nicotine","0.05589","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"craniocerebral trauma","0.05501","injury or poisoning"
"eating disorders","0.05369","mental or behavioral dysfunction"
"pervasive development disorder","0.05259","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"developmental disabilities","0.05259","mental or behavioral dysfunction"
"congenital abnormality","0.05237","congenital abnormality - disease or syndrome"
"cerebrovascular accident","0.05061","disease or syndrome - therapeutic or preventive procedure"
"post-traumatic stress disorder","0.05017","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.04928","disease or syndrome - mental or behavioral dysfunction"
"breast","0.04796","body part, organ, or organ component"
"unipolar depression","0.04730","mental or behavioral dysfunction"
"electroconvulsive therapy","0.04686","disease or syndrome - therapeutic or preventive procedure"
"impaired cognition","0.04598","finding - mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.04576","organic chemical - pharmacologic substance"
"benzodiazepines","0.04576","organic chemical - pharmacologic substance"
"caffeine","0.04532","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"heart diseases","0.04466","disease or syndrome"
