"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.29791","therapeutic or preventive procedure"
"depressed mood","0.28933","finding - mental or behavioral dysfunction"
"major depressive disorder","0.20572","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.10341","disease or syndrome - mental or behavioral dysfunction"
"antidepressive agents","0.10253","pharmacologic substance"
"depressive episode unspecified","0.09197","mental or behavioral dysfunction"
"contraceptive methods","0.08999","therapeutic or preventive procedure"
"unipolar depression","0.08713","mental or behavioral dysfunction"
"mental disorders","0.07327","mental or behavioral dysfunction"
"body mass index","0.06601","clinical attribute - diagnostic procedure"
"physical assessment findings","0.06095","finding"
"negative finding","0.05611","finding"
"tropical spastic paraparesis","0.05347","disease or syndrome - therapeutic or preventive procedure"
"moderate adverse event","0.04884","finding"
"pharmacologic substance","0.04862","pharmacologic substance - therapeutic or preventive procedure"
"anxiety disorders","0.04488","finding - mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.04356","antibiotic - neoplastic process - organic chemical"
"bipolar disorder","0.04246","mental or behavioral dysfunction"
"pregnancy tests","0.04070","diagnostic procedure"
"depressive symptoms","0.03872","sign or symptom"
"severe combined immunodeficiency","0.03806","diagnostic procedure - disease or syndrome"
"gravidity","0.03762","finding"
"mass of body structure","0.03388","finding"
"allergy severity - severe","0.03344","finding"
"unmarried","0.03256","finding"
"malignant neoplasms","0.03212","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.03168","organic chemical - pharmacologic substance"
"personality inventories","0.02860","diagnostic procedure"
"dysthymic disorder","0.02772","mental or behavioral dysfunction"
"psychotropic drugs","0.02684","pharmacologic substance"
"schizophrenia","0.02618","mental or behavioral dysfunction"
"mild adverse event","0.02618","finding"
"mood disorders","0.02530","mental or behavioral dysfunction"
"operative surgical procedures","0.02398","diagnostic procedure - therapeutic or preventive procedure"
"medical history","0.02398","finding"
"pharmacotherapy","0.02332","therapeutic or preventive procedure"
"selective serotonin re-uptake inhibitor","0.02288","pharmacologic substance"
"antipsychotic agents","0.02266","pharmacologic substance"
"serum","0.02222","biologically active substance - body substance - pharmacologic substance"
"relate - vinyl resin","0.02200","organic chemical"
"treatment protocols","0.02178","therapeutic or preventive procedure"
"positive finding","0.02068","finding"
"electrocardiogram","0.01980","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"screening for cancer","0.01892","diagnostic procedure"
"ethanol","0.01870","organic chemical - pharmacologic substance"
"psychotic disorders","0.01804","mental or behavioral dysfunction"
"mini-mental status exam","0.01804","diagnostic procedure"
"suicidal","0.01782","finding"
"post-traumatic stress disorder","0.01716","mental or behavioral dysfunction"
"pharmaceutical preparations","0.01650","pharmacologic substance"
"blood pressure finding","0.01628","finding"
"dementia","0.01496","mental or behavioral dysfunction"
"manic","0.01408","finding - mental or behavioral dysfunction"
"suicide attempt","0.01408","finding - mental or behavioral dysfunction"
"psychotherapy","0.01386","therapeutic or preventive procedure"
"stabilizer - function","0.01342","organ or tissue function"
"congenital abnormality","0.01298","congenital abnormality - disease or syndrome"
"neoplasm metastasis","0.01276","neoplastic process"
"lithium","0.01254","congenital abnormality - disease or syndrome - pharmacologic substance"
"benign rolandic epilepsy","0.01232","disease or syndrome - therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.01210","disease or syndrome"
"fluoxetine","0.01210","organic chemical - pharmacologic substance"
"magnetic resonance imaging","0.01166","diagnostic procedure"
"stimulant","0.01144","pharmacologic substance"
"schizoaffective disorder","0.01100","mental or behavioral dysfunction"
"hypertensive disease","0.01100","biologically active substance - disease or syndrome - finding"
"substance abuse problem","0.01034","mental or behavioral dysfunction"
