"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.41333","organic chemical - pharmacologic substance"
"gravidity","0.36000","finding"
"narcolepsy","0.32000","disease or syndrome"
"allergy severity - severe","0.30667","finding"
"pharmacologic substance","0.29333","pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.28000","mental or behavioral dysfunction"
"sleep apnea syndromes","0.28000","disease or syndrome"
"physical assessment findings","0.26667","finding"
"sleep disorders","0.25333","disease or syndrome - sign or symptom"
"mental disorders","0.25333","mental or behavioral dysfunction"
"suicidal","0.24000","finding"
"epilepsy","0.24000","disease or syndrome"
"depressed mood","0.24000","finding - mental or behavioral dysfunction"
"stimulant","0.22667","pharmacologic substance"
"psychotic disorders","0.22667","mental or behavioral dysfunction"
"caffeine","0.22667","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"intravenous infusion procedures","0.21333","therapeutic or preventive procedure"
"investigational new drugs","0.21333","pharmacologic substance - therapeutic or preventive procedure"
"body excretions","0.20000","body substance"
"protocol deviation","0.20000","finding"
"pharmaceutical preparations","0.20000","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.20000","organic chemical - pharmacologic substance"
"narcotics","0.20000","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"modafinil","0.18667","organic chemical - pharmacologic substance"
"counter brand of terbufos","0.18667","hazardous or poisonous substance"
"sleep apnea obstructive","0.17333","biologically active substance - disease or syndrome"
"electrocardiogram","0.17333","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"drug abuse","0.17333","mental or behavioral dysfunction"
"dementia","0.16000","mental or behavioral dysfunction"
"hypersensitivity","0.16000","clinical attribute - finding - pathologic function"
"shift worker","0.14667","finding"
"bipolar disorder","0.14667","mental or behavioral dysfunction"
"craniocerebral trauma","0.14667","injury or poisoning"
"hypersomnia","0.14667","sign or symptom"
"injury wounds","0.14667","body substance - injury or poisoning"
"nervous system disorder","0.14667","disease or syndrome"
"unstable status","0.13333","finding"
"gastrointestinal surgical procedure","0.13333","therapeutic or preventive procedure"
"daytime sleepiness","0.13333","finding"
"positive finding","0.12000","finding"
"immunologic deficiency syndromes","0.12000","disease or syndrome"
"drugs non-prescription","0.12000","pharmacologic substance - therapeutic or preventive procedure"
"alcohol abuse","0.10667","mental or behavioral dysfunction"
"leg","0.10667","body location or region"
"lung","0.10667","body part, organ, or organ component - disease or syndrome"
"myocardial infarction","0.10667","disease or syndrome - finding"
"excessive daytime somnolence","0.10667","sign or symptom"
"restless legs syndrome","0.09333","disease or syndrome"
"anxiety disorders","0.09333","finding - mental or behavioral dysfunction"
"armodafinil","0.09333","organic chemical - pharmacologic substance"
"adverse reaction to drug","0.09333","injury or poisoning"
"anticonvulsants","0.09333","pharmacologic substance"
"sleeplessness","0.09333","finding - sign or symptom"
"moderate adverse event","0.09333","finding"
"limb structure","0.09333","body part, organ, or organ component"
"cardiac arrhythmia","0.09333","finding - pathologic function"
"neurosurgical procedures","0.09333","therapeutic or preventive procedure"
"agitation","0.09333","finding - sign or symptom"
"sleep deprivation","0.08000","finding"
"multiple allergies","0.08000","disease or syndrome"
"prescription drugs","0.08000","pharmacologic substance"
"fever","0.08000","finding"
"beck depression inventory","0.08000","diagnostic procedure"
"febrile convulsions","0.08000","disease or syndrome - pharmacologic substance"
