"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"narcolepsy","0.587","disease or syndrome"
"ethanol","0.507","organic chemical - pharmacologic substance"
"sleep disorders","0.440","disease or syndrome - sign or symptom"
"gravidity","0.413","finding"
"pharmacologic substance","0.387","pharmacologic substance - therapeutic or preventive procedure"
"contraceptive methods","0.373","therapeutic or preventive procedure"
"sleep apnea syndromes","0.333","disease or syndrome"
"physical assessment findings","0.320","finding"
"allergy severity - severe","0.320","finding"
"substance abuse problem","0.307","mental or behavioral dysfunction"
"hypersomnia","0.293","sign or symptom"
"sleep apnea obstructive","0.280","biologically active substance - disease or syndrome"
"mental disorders","0.280","mental or behavioral dysfunction"
"daytime sleepiness","0.280","finding"
"caffeine","0.267","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"operative surgical procedures","0.267","diagnostic procedure - therapeutic or preventive procedure"
"epilepsy","0.267","disease or syndrome"
"intravenous infusion procedures","0.267","therapeutic or preventive procedure"
"excessive daytime somnolence","0.267","sign or symptom"
"electrocardiogram","0.267","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"suicidal","0.253","finding"
"depressed mood","0.253","finding - mental or behavioral dysfunction"
"pharmaceutical preparations","0.253","pharmacologic substance"
"stimulant","0.253","pharmacologic substance"
"psychotic disorders","0.240","mental or behavioral dysfunction"
"contraception barrier","0.240","therapeutic or preventive procedure"
"investigational new drugs","0.240","pharmacologic substance - therapeutic or preventive procedure"
"modafinil","0.227","organic chemical - pharmacologic substance"
"body excretions","0.227","body substance"
"protocol deviation","0.227","finding"
"narcotics","0.227","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"endometrial stromal sarcoma","0.213","neoplastic process"
"positive finding","0.213","finding"
"sterility","0.213","pathologic function"
"active brand of pseudoephedrine-triprolidine","0.213","organic chemical - pharmacologic substance"
"counter brand of terbufos","0.213","hazardous or poisonous substance"
"serum","0.200","biologically active substance - body substance - pharmacologic substance"
"spermatocidal agents","0.200","pharmacologic substance"
"drug abuse","0.200","mental or behavioral dysfunction"
"personal satisfaction","0.200","finding"
"craniocerebral trauma","0.187","injury or poisoning"
"ehlers-danlos syndrome","0.187","congenital abnormality - disease or syndrome"
"dementia","0.173","mental or behavioral dysfunction"
"injury wounds","0.173","body substance - injury or poisoning"
"screening for cancer","0.173","diagnostic procedure"
"shift worker","0.160","finding"
"bipolar disorder","0.160","mental or behavioral dysfunction"
"hypersensitivity","0.160","clinical attribute - finding - pathologic function"
"unstable status","0.160","finding"
"gastrointestinal surgical procedure","0.160","therapeutic or preventive procedure"
"drugs non-prescription","0.147","pharmacologic substance - therapeutic or preventive procedure"
"moderate adverse event","0.147","finding"
"sleeplessness","0.147","finding - sign or symptom"
"cataplexy","0.147","disease or syndrome"
"relate - vinyl resin","0.147","organic chemical"
"nervous system disorder","0.147","disease or syndrome"
"integumentary scale","0.133","body part, organ, or organ component"
"alcohol abuse","0.133","mental or behavioral dysfunction"
"negative finding","0.133","finding"
"polysomnography","0.133","diagnostic procedure"
"multiple sleep latency test","0.120","diagnostic procedure"
"leg","0.120","body location or region"
"pregnancy tests","0.120","diagnostic procedure"
"hypertensive disease","0.120","biologically active substance - disease or syndrome - finding"
"immunologic deficiency syndromes","0.120","disease or syndrome"
"national origin","0.120","clinical attribute"
"anticonvulsants","0.120","pharmacologic substance"
"selective serotonin re-uptake inhibitor","0.120","pharmacologic substance"
"limb structure","0.120","body part, organ, or organ component"
"ethnic","0.107","finding"
"armodafinil","0.107","organic chemical - pharmacologic substance"
"lung","0.107","body part, organ, or organ component - disease or syndrome"
"restless legs syndrome","0.107","disease or syndrome"
"neoplasm metastasis","0.107","neoplastic process"
"cardiac arrhythmia","0.107","finding - pathologic function"
"agitation","0.107","finding - sign or symptom"
"anxiety disorders","0.107","finding - mental or behavioral dysfunction"
"prescription drugs","0.107","pharmacologic substance"
"myocardial infarction","0.107","disease or syndrome - finding"
"consciousness related finding","0.093","finding"
"fever","0.093","finding"
"unconscious state","0.093","disease or syndrome - finding"
"neurosurgical procedures","0.093","therapeutic or preventive procedure"
"methylphenidate","0.093","organic chemical - pharmacologic substance"
"breast","0.093","body part, organ, or organ component"
"test result","0.093","finding"
"mass of body structure","0.093","finding"
"adverse reaction to drug","0.093","injury or poisoning"
"hypersomnolence idiopathic","0.093","disease or syndrome"
"serotonin uptake inhibitors","0.093","pharmacologic substance"
"brain injuries","0.093","injury or poisoning"
"beck depression inventory","0.080","diagnostic procedure"
"multiple allergies","0.080","disease or syndrome"
"benzodiazepines","0.080","organic chemical - pharmacologic substance"
"febrile convulsions","0.080","disease or syndrome - pharmacologic substance"
"clonidine","0.080","organic chemical - pharmacologic substance"
"urine drug screen positive","0.080","laboratory or test result"
"hiv","0.080","disease or syndrome - pharmacologic substance - virus"
"schizophrenia","0.080","mental or behavioral dysfunction"
"hepatic impairment","0.080","disease or syndrome"
"sleep deprivation","0.080","finding"
"progressive disease","0.080","disease or syndrome - finding - neoplastic process"
"sexually active","0.080","finding"
"amphetamine","0.080","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"hypothyroidism","0.067","disease or syndrome"
"treatment protocols","0.067","therapeutic or preventive procedure"
"depo","0.067","organic chemical"
"illicit drugs","0.067","hazardous or poisonous substance - pharmacologic substance"
"laboratory results","0.067","laboratory or test result"
"narcolepsy-cataplexy syndrome","0.067","disease or syndrome"
