"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"suicide attempt","0.288","finding - mental or behavioral dysfunction"
"psychotic disorders","0.266","mental or behavioral dysfunction"
"allergy severity - severe","0.203","finding"
"depressed mood","0.203","finding - mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.203","organic chemical - pharmacologic substance"
"bipolar disorder","0.175","mental or behavioral dysfunction"
"ethanol","0.164","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.136","therapeutic or preventive procedure"
"schizophrenia","0.136","mental or behavioral dysfunction"
"unstable status","0.130","finding"
"pharmacologic substance","0.113","pharmacologic substance - therapeutic or preventive procedure"
"physical assessment findings","0.107","finding"
"substance abuse problem","0.107","mental or behavioral dysfunction"
"gravidity","0.107","finding"
"positive finding","0.096","finding"
"valproic acid","0.090","body part, organ, or organ component - organic chemical - pharmacologic substance"
"antidepressive agents","0.085","pharmacologic substance"
"personality disorders","0.079","mental or behavioral dysfunction"
"depressive episode unspecified","0.079","mental or behavioral dysfunction"
"impaired cognition","0.079","finding - mental or behavioral dysfunction"
"mental retardation","0.073","mental or behavioral dysfunction"
"contraceptive methods","0.073","therapeutic or preventive procedure"
"major depressive disorder","0.073","mental or behavioral dysfunction"
"malignant neoplasms","0.073","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"suicidality","0.068","clinical attribute"
"borderline personality disorder","0.068","disease or syndrome - mental or behavioral dysfunction"
"manic","0.062","finding - mental or behavioral dysfunction"
"moderate adverse event","0.062","finding"
"mental disorders","0.062","mental or behavioral dysfunction"
"psychotic symptoms","0.062","sign or symptom"
"post-traumatic stress disorder","0.062","mental or behavioral dysfunction"
"mood disorders","0.062","mental or behavioral dysfunction"
"mini-mental status exam","0.056","diagnostic procedure"
"alcohol abuse","0.056","mental or behavioral dysfunction"
"screening for cancer","0.056","diagnostic procedure"
"pharmaceutical preparations","0.056","pharmacologic substance"
"kidney","0.056","body part, organ, or organ component"
"substance dependence","0.051","mental or behavioral dysfunction"
"hypersensitivity","0.051","clinical attribute - finding - pathologic function"
"pharmacotherapy","0.051","therapeutic or preventive procedure"
"dementia","0.051","mental or behavioral dysfunction"
"neoplasm metastasis","0.051","neoplastic process"
"suicidal behavior","0.051","finding"
"negative finding","0.051","finding"
"hepatic","0.051","body location or region"
"non-english speaking","0.045","finding"
"breast","0.045","body part, organ, or organ component"
"relate - vinyl resin","0.045","organic chemical"
"antipsychotic agents","0.045","pharmacologic substance"
"anxiety disorders","0.045","finding - mental or behavioral dysfunction"
"psychotropic drugs","0.045","pharmacologic substance"
"unipolar depression","0.045","mental or behavioral dysfunction"
"eating disorders","0.040","mental or behavioral dysfunction"
"body fluid discharge","0.040","body substance - therapeutic or preventive procedure"
"recurrent disease","0.040","disease or syndrome"
"life expectancy","0.040","group attribute"
"lithium","0.040","congenital abnormality - disease or syndrome - pharmacologic substance"
"bilirubin","0.040","biologically active substance - laboratory or test result - organic chemical"
"treatment protocols","0.034","therapeutic or preventive procedure"
"disability","0.034","finding"
"graft-vs-host disease","0.034","disease or syndrome - therapeutic or preventive procedure"
"psychiatric care","0.034","therapeutic or preventive procedure"
"severe combined immunodeficiency","0.034","diagnostic procedure - disease or syndrome"
"anorexia nervosa","0.034","mental or behavioral dysfunction"
"pregnancy tests","0.034","diagnostic procedure"
"hypertensive disease","0.034","biologically active substance - disease or syndrome - finding"
"alcoholic intoxication chronic","0.034","mental or behavioral dysfunction"
"mild adverse event","0.034","finding"
"developmental disabilities","0.034","mental or behavioral dysfunction"
"liver diseases","0.034","disease or syndrome"
"multiple endocrine neoplasia","0.034","antibiotic - neoplastic process - organic chemical"
"medical contraindication","0.034","finding"
"creatinine clearance","0.034","finding"
"electrocardiogram","0.034","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"congestive heart failure","0.034","congenital abnormality - disease or syndrome"
"traumatic brain injury","0.034","disease or syndrome - injury or poisoning"
"selective serotonin re-uptake inhibitor","0.034","pharmacologic substance"
"cognition disorders","0.034","mental or behavioral dysfunction"
"brain injuries","0.034","injury or poisoning"
