"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.25989","mental or behavioral dysfunction"
"allergy severity - severe","0.19774","finding"
"ethanol","0.15254","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.14689","organic chemical - pharmacologic substance"
"bipolar disorder","0.14124","mental or behavioral dysfunction"
"unstable status","0.12429","finding"
"schizophrenia","0.11864","mental or behavioral dysfunction"
"depressed mood","0.11864","finding - mental or behavioral dysfunction"
"gravidity","0.10734","finding"
"substance abuse problem","0.10169","mental or behavioral dysfunction"
"pharmacologic substance","0.07910","pharmacologic substance - therapeutic or preventive procedure"
"impaired cognition","0.07910","finding - mental or behavioral dysfunction"
"antidepressive agents","0.07345","pharmacologic substance"
"physical assessment findings","0.07345","finding"
"mental retardation","0.07345","mental or behavioral dysfunction"
"positive finding","0.06780","finding"
"psychotic symptoms","0.06215","sign or symptom"
"pharmaceutical preparations","0.05650","pharmacologic substance"
"manic","0.05650","finding - mental or behavioral dysfunction"
"alcohol abuse","0.05650","mental or behavioral dysfunction"
"substance dependence","0.05085","mental or behavioral dysfunction"
"hypersensitivity","0.05085","clinical attribute - finding - pathologic function"
"dementia","0.04520","mental or behavioral dysfunction"
"breast","0.04520","body part, organ, or organ component"
"personality disorders","0.04520","mental or behavioral dysfunction"
"screening for cancer","0.04520","diagnostic procedure"
"non-english speaking","0.04520","finding"
"neoplasm metastasis","0.03955","neoplastic process"
"suicide attempt","0.03955","finding - mental or behavioral dysfunction"
"depressive episode unspecified","0.03955","mental or behavioral dysfunction"
"antipsychotic agents","0.03955","pharmacologic substance"
"body fluid discharge","0.03955","body substance - therapeutic or preventive procedure"
"lithium","0.03955","congenital abnormality - disease or syndrome - pharmacologic substance"
"hypertensive disease","0.03390","biologically active substance - disease or syndrome - finding"
"moderate adverse event","0.03390","finding"
"congestive heart failure","0.03390","congenital abnormality - disease or syndrome"
"intravenous infusion procedures","0.03390","therapeutic or preventive procedure"
"contraceptive methods","0.03390","therapeutic or preventive procedure"
"cognition disorders","0.03390","mental or behavioral dysfunction"
"suicidality","0.03390","clinical attribute"
"anorexia nervosa","0.03390","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.03390","mental or behavioral dysfunction"
"malignant neoplasms","0.03390","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"developmental disabilities","0.03390","mental or behavioral dysfunction"
"mental disorders","0.03390","mental or behavioral dysfunction"
"disability","0.02825","finding"
"kidney","0.02825","body part, organ, or organ component"
"alcoholic intoxication chronic","0.02825","mental or behavioral dysfunction"
"borderline personality disorder","0.02825","disease or syndrome - mental or behavioral dysfunction"
"psychotropic drugs","0.02825","pharmacologic substance"
"graft-vs-host disease","0.02825","disease or syndrome - therapeutic or preventive procedure"
"eating disorders","0.02825","mental or behavioral dysfunction"
"medical contraindication","0.02825","finding"
"traumatic brain injury","0.02825","disease or syndrome - injury or poisoning"
"suicidal behavior","0.02260","finding"
"unipolar depression","0.02260","mental or behavioral dysfunction"
"brain injuries","0.02260","injury or poisoning"
"treatment protocols","0.02260","therapeutic or preventive procedure"
"mild adverse event","0.02260","finding"
"anxiety disorders","0.02260","finding - mental or behavioral dysfunction"
"liver diseases","0.02260","disease or syndrome"
"hepatic","0.02260","body location or region"
"selective serotonin re-uptake inhibitor","0.02260","pharmacologic substance"
"severe combined immunodeficiency","0.01695","diagnostic procedure - disease or syndrome"
"valproic acid","0.01695","body part, organ, or organ component - organic chemical - pharmacologic substance"
"mini-mental status exam","0.01695","diagnostic procedure"
"pregnancy tests","0.01695","diagnostic procedure"
"electrocardiogram","0.01695","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"mood disorders","0.01695","mental or behavioral dysfunction"
"pharmacotherapy","0.01695","therapeutic or preventive procedure"
"relate - vinyl resin","0.01130","organic chemical"
"negative finding","0.01130","finding"
"psychiatric care","0.01130","therapeutic or preventive procedure"
"creatinine clearance","0.00565","finding"
"bilirubin","0.00565","biologically active substance - laboratory or test result - organic chemical"
"life expectancy","0.00565","group attribute"
"multiple endocrine neoplasia","0.00565","antibiotic - neoplastic process - organic chemical"
