"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.29218","therapeutic or preventive procedure"
"osteochondritis dissecans","0.15638","disease or syndrome - mental or behavioral dysfunction"
"pharmacologic substance","0.10700","pharmacologic substance - therapeutic or preventive procedure"
"cocaine dependence","0.10288","mental or behavioral dysfunction"
"opioids","0.10288","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"obsessive-compulsive disorder","0.09877","disease or syndrome - mental or behavioral dysfunction"
"contraceptive methods","0.09465","therapeutic or preventive procedure"
"positive finding","0.09465","finding"
"physical assessment findings","0.09465","finding"
"ethanol","0.08642","organic chemical - pharmacologic substance"
"opiate addiction","0.08642","mental or behavioral dysfunction"
"negative finding","0.07819","finding"
"opiates","0.07819","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"smoker","0.07407","finding"
"anxiety disorders","0.06584","finding - mental or behavioral dysfunction"
"medical history","0.06173","finding"
"electrocardiogram","0.05350","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"mental disorders","0.05350","mental or behavioral dysfunction"
"psychotropic drugs","0.04938","pharmacologic substance"
"multiple endocrine neoplasia","0.04938","antibiotic - neoplastic process - organic chemical"
"pregnancy tests","0.04527","diagnostic procedure"
"buprenorphine","0.04115","organic chemical - pharmacologic substance"
"severe combined immunodeficiency","0.04115","diagnostic procedure - disease or syndrome"
"post-traumatic stress disorder","0.04115","mental or behavioral dysfunction"
"compulsive disorder","0.04115","finding"
"nicotine dependence","0.03704","mental or behavioral dysfunction"
"pharmaceutical preparations","0.03704","pharmacologic substance"
"generalized anxiety disorder","0.03704","mental or behavioral dysfunction"
"obsessive compulsive behavior","0.03704","mental or behavioral dysfunction"
"gravidity","0.03704","finding"
"pregnancy test negative","0.03704","finding - laboratory or test result"
"depressed mood","0.03704","finding - mental or behavioral dysfunction"
"vital signs","0.03704","clinical attribute"
"anxiety generalized","0.03292","mental or behavioral dysfunction"
"bilateral prophylactic mastectomy","0.03292","organic chemical - therapeutic or preventive procedure"
"screening for cancer","0.03292","diagnostic procedure"
"diastole","0.03292","clinical attribute"
"alanine transaminase","0.02881","congenital abnormality - disease or syndrome - enzyme"
"body mass index","0.02881","clinical attribute - diagnostic procedure"
"detoxification procedure","0.02881","therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.02881","organic chemical - pharmacologic substance"
