"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.407","therapeutic or preventive procedure"
"psychotic disorders","0.329","mental or behavioral dysfunction"
"ethanol","0.305","organic chemical - pharmacologic substance"
"gravidity","0.284","finding"
"mental disorders","0.267","mental or behavioral dysfunction"
"pharmacologic substance","0.247","pharmacologic substance - therapeutic or preventive procedure"
"bipolar disorder","0.247","mental or behavioral dysfunction"
"psychotropic drugs","0.214","pharmacologic substance"
"unstable status","0.210","finding"
"schizophrenia","0.210","mental or behavioral dysfunction"
"positive finding","0.206","finding"
"contraceptive methods","0.202","therapeutic or preventive procedure"
"osteochondritis dissecans","0.185","disease or syndrome - mental or behavioral dysfunction"
"suicidal","0.181","finding"
"depressed mood","0.181","finding - mental or behavioral dysfunction"
"allergy severity - severe","0.165","finding"
"physical assessment findings","0.160","finding"
"pharmaceutical preparations","0.148","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.148","organic chemical - pharmacologic substance"
"substance abuse problem","0.140","mental or behavioral dysfunction"
"epilepsy","0.136","disease or syndrome"
"opioids","0.132","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"anxiety disorders","0.132","finding - mental or behavioral dysfunction"
"hepatic","0.128","body location or region"
"antipsychotic agents","0.123","pharmacologic substance"
"opiates","0.119","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"hypertensive disease","0.119","biologically active substance - disease or syndrome - finding"
"hypersensitivity","0.119","clinical attribute - finding - pathologic function"
"heart diseases","0.115","disease or syndrome"
"negative finding","0.111","finding"
"unipolar depression","0.107","mental or behavioral dysfunction"
"cocaine dependence","0.103","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.103","disease or syndrome - mental or behavioral dysfunction"
"suicidality","0.099","clinical attribute"
"pregnancy tests","0.095","diagnostic procedure"
"benzodiazepines","0.091","organic chemical - pharmacologic substance"
"psychotherapy","0.091","therapeutic or preventive procedure"
"opiate addiction","0.086","mental or behavioral dysfunction"
"cardiac arrhythmia","0.086","finding - pathologic function"
"antidepressive agents","0.086","pharmacologic substance"
"tobacco","0.082","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"suicide attempt","0.082","finding - mental or behavioral dysfunction"
"smoker","0.082","finding"
"electrocardiogram","0.078","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"injury wounds","0.078","body substance - injury or poisoning"
"cognitive therapy","0.078","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"buprenorphine","0.074","organic chemical - pharmacologic substance"
"substance dependence","0.074","mental or behavioral dysfunction"
"medical history","0.074","finding"
"marihuana","0.074","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"screening for cancer","0.074","diagnostic procedure"
"mental retardation","0.074","mental or behavioral dysfunction"
"severe combined immunodeficiency","0.070","diagnostic procedure - disease or syndrome"
"alanine transaminase","0.070","congenital abnormality - disease or syndrome - enzyme"
"craniocerebral trauma","0.070","injury or poisoning"
"autistic disorder","0.070","mental or behavioral dysfunction"
"fluoxetine","0.066","organic chemical - pharmacologic substance"
"liver function","0.066","organ or tissue function"
"multiple endocrine neoplasia","0.066","antibiotic - neoplastic process - organic chemical"
"alcoholic intoxication chronic","0.066","mental or behavioral dysfunction"
"phosphatidylinositols","0.062","biologically active substance"
"attention deficit hyperactivity disorder","0.062","disease or syndrome - mental or behavioral dysfunction"
"diastole","0.062","clinical attribute"
"schizoaffective disorder","0.062","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.062","mental or behavioral dysfunction"
"behavior therapy","0.062","therapeutic or preventive procedure"
"stimulant","0.062","pharmacologic substance"
"operative surgical procedures","0.058","diagnostic procedure - therapeutic or preventive procedure"
"congenital abnormality","0.058","congenital abnormality - disease or syndrome"
"magnetic resonance imaging","0.058","diagnostic procedure"
"relate - vinyl resin","0.058","organic chemical"
"blood pressure finding","0.058","finding"
"brain diseases","0.058","disease or syndrome"
"selective serotonin re-uptake inhibitor","0.058","pharmacologic substance"
"brain injuries","0.058","injury or poisoning"
"nervous system disorder","0.058","disease or syndrome"
"moderate adverse event","0.053","finding"
"myocardial infarction","0.053","disease or syndrome - finding"
"detoxification procedure","0.053","therapeutic or preventive procedure"
"malignant neoplasms","0.053","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.053","disease or syndrome"
"asthma","0.053","disease or syndrome"
"illicit drugs","0.049","hazardous or poisonous substance - pharmacologic substance"
"aspartate transaminase","0.049","enzyme"
"personality disorders","0.049","mental or behavioral dysfunction"
"bilateral prophylactic mastectomy","0.049","organic chemical - therapeutic or preventive procedure"
"mercury","0.049","hazardous or poisonous substance"
"nicotine replacement","0.049","therapeutic or preventive procedure"
"drug dependence","0.049","mental or behavioral dysfunction"
"respiratory air","0.049","body substance"
"vital signs","0.049","clinical attribute"
"body mass index","0.045","clinical attribute - diagnostic procedure"
"consciousness related finding","0.045","finding"
"consumption-archaic term for tb","0.045","disease or syndrome"
"unconscious state","0.045","disease or syndrome - finding"
"lactation","0.045","organ or tissue function"
"adverse reactions","0.045","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"eating disorders","0.045","mental or behavioral dysfunction"
"developmental disabilities","0.045","mental or behavioral dysfunction"
"liver diseases","0.045","disease or syndrome"
"pervasive development disorder","0.045","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"monoamine oxidase inhibitors","0.045","organic chemical - pharmacologic substance"
"compulsive disorder","0.045","finding"
"implantation procedure","0.045","therapeutic or preventive procedure"
"diabetes","0.045","disease or syndrome"
"nicotine dependence","0.041","mental or behavioral dysfunction"
"chronic pain","0.041","disease or syndrome"
"oral contraception","0.041","pharmacologic substance - therapeutic or preventive procedure"
"serum","0.041","biologically active substance - body substance - pharmacologic substance"
"generalized anxiety disorder","0.041","mental or behavioral dysfunction"
"major depressive disorder","0.041","mental or behavioral dysfunction"
"caffeine","0.041","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"panic disorder","0.041","disease or syndrome - mental or behavioral dysfunction"
"chest pain","0.041","sign or symptom"
"communicable diseases","0.041","disease or syndrome"
"delirium dementia amnestic cognitive disorders","0.041","mental or behavioral dysfunction"
"psychiatric problem","0.041","mental or behavioral dysfunction"
"claustrophobia","0.041","mental or behavioral dysfunction"
"mood disorders","0.041","mental or behavioral dysfunction"
"impaired cognition","0.041","finding - mental or behavioral dysfunction"
"bilirubin","0.041","biologically active substance - laboratory or test result - organic chemical"
"pregnancy test negative","0.037","finding - laboratory or test result"
"sterility","0.037","pathologic function"
"anxiety generalized","0.037","mental or behavioral dysfunction"
"methadone maintenance","0.037","therapeutic or preventive procedure"
"amphetamines","0.037","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"cardiovascular diseases","0.037","disease or syndrome"
"phobic anxiety disorder","0.037","mental or behavioral dysfunction"
"lung diseases obstructive","0.037","disease or syndrome"
"breast","0.037","body part, organ, or organ component"
"suicide risk","0.037","finding"
"obsessive compulsive behavior","0.037","mental or behavioral dysfunction"
"psychotic symptoms","0.037","sign or symptom"
"current therapy","0.037","therapeutic or preventive procedure"
"kidney diseases","0.033","disease or syndrome"
"skills","0.033","individual behavior"
"systolic pressure","0.033","clinical attribute - diagnostic procedure"
"cessation of smoking","0.033","finding - individual behavior"
"smoke","0.033","hazardous or poisonous substance - individual behavior"
"hiv seropositivity","0.033","finding"
"cardiac conduction","0.033","organ or tissue function"
"cerebrovascular accident","0.033","disease or syndrome - therapeutic or preventive procedure"
"stabilizer - function","0.033","organ or tissue function"
"tic disorder","0.033","mental or behavioral dysfunction"
"drug abuse","0.033","mental or behavioral dysfunction"
"autism spectrum disorders","0.033","congenital abnormality - mental or behavioral dysfunction"
"pulse rate","0.033","clinical attribute"
"sympathomimetics","0.033","disease or syndrome - pharmacologic substance"
"alcohol consumption","0.033","individual behavior"
