"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.32099","mental or behavioral dysfunction"
"gravidity","0.25926","finding"
"ethanol","0.24280","organic chemical - pharmacologic substance"
"bipolar disorder","0.24280","mental or behavioral dysfunction"
"intravenous infusion procedures","0.22634","therapeutic or preventive procedure"
"mental disorders","0.22634","mental or behavioral dysfunction"
"unstable status","0.20576","finding"
"schizophrenia","0.19753","mental or behavioral dysfunction"
"pharmacologic substance","0.18519","pharmacologic substance - therapeutic or preventive procedure"
"suicidal","0.18107","finding"
"psychotropic drugs","0.16872","pharmacologic substance"
"allergy severity - severe","0.14815","finding"
"depressed mood","0.14403","finding - mental or behavioral dysfunction"
"epilepsy","0.13580","disease or syndrome"
"substance abuse problem","0.13169","mental or behavioral dysfunction"
"contraceptive methods","0.13169","therapeutic or preventive procedure"
"hepatic","0.12757","body location or region"
"active brand of pseudoephedrine-triprolidine","0.11934","organic chemical - pharmacologic substance"
"hypersensitivity","0.11934","clinical attribute - finding - pathologic function"
"positive finding","0.11523","finding"
"heart diseases","0.11523","disease or syndrome"
"hypertensive disease","0.11523","biologically active substance - disease or syndrome - finding"
"antipsychotic agents","0.11111","pharmacologic substance"
"pharmaceutical preparations","0.11111","pharmacologic substance"
"unipolar depression","0.10288","mental or behavioral dysfunction"
"suicidality","0.09877","clinical attribute"
"benzodiazepines","0.09053","organic chemical - pharmacologic substance"
"osteochondritis dissecans","0.08642","disease or syndrome - mental or behavioral dysfunction"
"antidepressive agents","0.08230","pharmacologic substance"
"physical assessment findings","0.08230","finding"
"suicide attempt","0.08230","finding - mental or behavioral dysfunction"
"cognitive therapy","0.07819","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"anxiety disorders","0.07407","finding - mental or behavioral dysfunction"
"psychotherapy","0.07407","therapeutic or preventive procedure"
"injury wounds","0.07407","body substance - injury or poisoning"
"tobacco","0.06996","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"craniocerebral trauma","0.06996","injury or poisoning"
"mental retardation","0.06996","mental or behavioral dysfunction"
"phosphatidylinositols","0.06173","biologically active substance"
"cardiac arrhythmia","0.06173","finding - pathologic function"
"behavior therapy","0.06173","therapeutic or preventive procedure"
"substance dependence","0.05761","mental or behavioral dysfunction"
"opiates","0.05761","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"marihuana","0.05761","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"screening for cancer","0.05761","diagnostic procedure"
"brain injuries","0.05761","injury or poisoning"
"nervous system disorder","0.05761","disease or syndrome"
"brain diseases","0.05761","disease or syndrome"
"asthma","0.05350","disease or syndrome"
"schizoaffective disorder","0.05350","mental or behavioral dysfunction"
"myocardial infarction","0.05350","disease or syndrome - finding"
"magnetic resonance imaging","0.05350","diagnostic procedure"
"congenital abnormality","0.05350","congenital abnormality - disease or syndrome"
"opioids","0.05350","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"buprenorphine","0.04938","organic chemical - pharmacologic substance"
"pregnancy tests","0.04938","diagnostic procedure"
"personality disorders","0.04938","mental or behavioral dysfunction"
"nicotine replacement","0.04938","therapeutic or preventive procedure"
"malignant neoplasms","0.04938","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"liver diseases","0.04527","disease or syndrome"
"relate - vinyl resin","0.04527","organic chemical"
"alcoholic intoxication chronic","0.04527","mental or behavioral dysfunction"
"liver function","0.04527","organ or tissue function"
"unconscious state","0.04527","disease or syndrome - finding"
"lactation","0.04527","organ or tissue function"
"selective serotonin re-uptake inhibitor","0.04527","pharmacologic substance"
"operative surgical procedures","0.04527","diagnostic procedure - therapeutic or preventive procedure"
"consciousness related finding","0.04527","finding"
"adverse reactions","0.04527","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"monoamine oxidase inhibitors","0.04527","organic chemical - pharmacologic substance"
"delirium dementia amnestic cognitive disorders","0.04115","mental or behavioral dysfunction"
"alanine transaminase","0.04115","congenital abnormality - disease or syndrome - enzyme"
"chest pain","0.04115","sign or symptom"
"severe combined immunodeficiency","0.04115","diagnostic procedure - disease or syndrome"
"infantile neuroaxonal dystrophy","0.04115","disease or syndrome"
"blood pressure finding","0.04115","finding"
"autistic disorder","0.04115","mental or behavioral dysfunction"
"impaired cognition","0.04115","finding - mental or behavioral dysfunction"
"fluoxetine","0.04115","organic chemical - pharmacologic substance"
"diabetes","0.04115","disease or syndrome"
"communicable diseases","0.04115","disease or syndrome"
"lung diseases obstructive","0.03704","disease or syndrome"
"chronic pain","0.03704","disease or syndrome"
"cardiovascular diseases","0.03704","disease or syndrome"
"illicit drugs","0.03704","hazardous or poisonous substance - pharmacologic substance"
"claustrophobia","0.03704","mental or behavioral dysfunction"
"negative finding","0.03704","finding"
"suicide risk","0.03704","finding"
"consumption-archaic term for tb","0.03704","disease or syndrome"
