"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"hypotension orthostatic","0.23729","finding"
"blood pressure finding","0.13559","finding"
"postural orthostatic tachycardia syndrome","0.12712","disease or syndrome"
"systolic pressure","0.12712","clinical attribute - diagnostic procedure"
"heart rate","0.12712","clinical attribute"
"autonomic dysfunction","0.11864","pathologic function"
"orthostatic intolerance","0.11864","disease or syndrome - finding"
"multiple system atrophy","0.10169","disease or syndrome - organic chemical - pharmacologic substance"
"lightheadedness","0.09322","sign or symptom"
"dizziness","0.08475","finding - sign or symptom"
"anatomic valve","0.08475","body part, organ, or organ component"
"pure autonomic failure","0.08475","disease or syndrome"
"falls","0.08475","finding - injury or poisoning"
"deterioration of status","0.07627","finding"
"allergy severity - severe","0.07627","finding"
"negative finding","0.06780","finding"
"mitral valve insufficiency","0.06780","diagnostic procedure - disease or syndrome"
"pregnancy tests","0.06780","diagnostic procedure"
"smoker","0.06780","finding"
"diastolic blood pressure","0.06780","clinical attribute - diagnostic procedure - finding"
"diastole","0.06780","clinical attribute"
"positive finding","0.05932","finding"
"bleomycin-cisplatin protocol","0.05932","therapeutic or preventive procedure"
"atrophic","0.05932","disease or syndrome - pathologic function"
"operative surgical procedures","0.05932","diagnostic procedure - therapeutic or preventive procedure"
"moderate adverse event","0.05932","finding"
"autonomic neuropathy","0.05932","disease or syndrome"
"regurgitation","0.05932","finding - sign or symptom"
"body mass index","0.05085","clinical attribute - diagnostic procedure"
"prejudice","0.05085","individual behavior"
"heart diseases","0.05085","disease or syndrome"
"progressive disease","0.05085","disease or syndrome - finding - neoplastic process"
"bilateral prophylactic mastectomy","0.05085","organic chemical - therapeutic or preventive procedure"
"mercury","0.05085","hazardous or poisonous substance"
"surgical repair","0.05085","therapeutic or preventive procedure"
"medical care","0.05085","finding"
"hypertensive disease","0.05085","biologically active substance - disease or syndrome - finding"
"physical assessment findings","0.05085","finding"
"tilt-table test","0.04237","diagnostic procedure"
"vasovagal syncope","0.04237","disease or syndrome - finding"
"feeling faint","0.04237","sign or symptom"
"mitral valvuloplasty","0.04237","therapeutic or preventive procedure"
"hepatic","0.04237","body location or region"
"systolic blood pressure measurement","0.04237","clinical attribute - diagnostic procedure"
"pharmacologic substance","0.03390","pharmacologic substance - therapeutic or preventive procedure"
"human chorionic gonadotropin","0.03390","disease or syndrome - pharmacologic substance"
"mixed function oxygenases","0.03390","enzyme"
"blurred vision","0.03390","sign or symptom"
"heart ventricle","0.03390","body part, organ, or organ component"
"diabetic","0.03390","finding"
"spinal cord injuries","0.03390","injury or poisoning"
"presyncope","0.03390","sign or symptom"
"intravenous infusion procedures","0.03390","therapeutic or preventive procedure"
"palpitations","0.03390","finding"
"follow-up status","0.03390","finding"
"cord - body parts","0.03390","body part, organ, or organ component - disease or syndrome"
"mass of body structure","0.03390","finding"
"asymptomatic","0.02542","finding"
"congestive heart failure","0.02542","congenital abnormality - disease or syndrome"
"nervousness","0.02542","sign or symptom"
"ptosis","0.02542","acquired abnormality - disease or syndrome"
"blood vessel","0.02542","body part, organ, or organ component - finding"
"pharmaceutical preparations","0.02542","pharmacologic substance"
"syncopal episode","0.02542","sign or symptom"
"headache","0.02542","sign or symptom"
"congenital abnormality","0.02542","congenital abnormality - disease or syndrome"
"medical history","0.02542","finding"
"gravidity","0.02542","finding"
"smoking","0.02542","hazardous or poisonous substance - individual behavior"
"exercise pain management","0.02542","therapeutic or preventive procedure"
"neurological observations","0.02542","finding"
"chest","0.02542","body location or region - disease or syndrome"
"fludrocortisone","0.02542","pharmacologic substance"
"fatigue","0.02542","sign or symptom"
"kidney diseases","0.01695","disease or syndrome"
"brain","0.01695","body part, organ, or organ component - disease or syndrome"
"dehydration","0.01695","disease or syndrome - finding"
"pathology processes","0.01695","pathologic function"
"contraceptive methods","0.01695","therapeutic or preventive procedure"
"neoplasm metastasis","0.01695","neoplastic process"
"ethanol","0.01695","organic chemical - pharmacologic substance"
"systemic disease","0.01695","disease or syndrome"
"injury wounds","0.01695","body substance - injury or poisoning"
"mineralocorticoid receptor","0.01695","disease or syndrome - receptor"
