"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"hypertensive disease","0.29661","biologically active substance - disease or syndrome - finding"
"gravidity","0.28814","finding"
"allergy severity - severe","0.23729","finding"
"pharmacologic substance","0.22034","pharmacologic substance - therapeutic or preventive procedure"
"cardiac arrhythmia","0.20339","finding - pathologic function"
"hypersensitivity","0.17797","clinical attribute - finding - pathologic function"
"diabetes mellitus","0.16949","disease or syndrome - pharmacologic substance"
"ethanol","0.16949","organic chemical - pharmacologic substance"
"hepatic","0.16102","body location or region"
"dehydration","0.15254","disease or syndrome - finding"
"substance abuse problem","0.15254","mental or behavioral dysfunction"
"mental disorders","0.15254","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.14407","organic chemical - pharmacologic substance"
"bleomycin-cisplatin protocol","0.13559","therapeutic or preventive procedure"
"heart diseases","0.13559","disease or syndrome"
"pharmaceutical preparations","0.12712","pharmacologic substance"
"congestive heart failure","0.11864","congenital abnormality - disease or syndrome"
"heart ventricle","0.11864","body part, organ, or organ component"
"arteriopathic disease","0.11017","disease or syndrome"
"myocardial infarction","0.11017","disease or syndrome - finding"
"positive finding","0.11017","finding"
"fibrillations","0.11017","disease or syndrome"
"congenital abnormality","0.11017","congenital abnormality - disease or syndrome"
"heart atrium","0.11017","body part, organ, or organ component"
"diastole","0.11017","clinical attribute"
"malignant neoplasms","0.11017","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"blood pressure finding","0.10169","finding"
"atrial fibrillation","0.10169","finding - pathologic function"
"anatomic valve","0.10169","body part, organ, or organ component"
"investigational new drugs","0.10169","pharmacologic substance - therapeutic or preventive procedure"
"midodrine","0.09322","organic chemical - pharmacologic substance"
"pregnancy tests","0.09322","diagnostic procedure"
"coronary artery disease","0.09322","diagnostic procedure - disease or syndrome - therapeutic or preventive procedure"
"contraceptive methods","0.08475","therapeutic or preventive procedure"
"angle closure glaucoma","0.08475","disease or syndrome"
"operative surgical procedures","0.08475","diagnostic procedure - therapeutic or preventive procedure"
"antihypertensive agents","0.08475","pathologic function - pharmacologic substance"
"stenosis unspecified","0.07627","pathologic function"
"breast","0.07627","body part, organ, or organ component"
"blood vessel","0.07627","body part, organ, or organ component - finding"
"hypotension orthostatic","0.07627","finding"
"ephedrine","0.07627","organic chemical - pharmacologic substance"
"electrocardiogram","0.06780","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"cardiomyopathies","0.06780","disease or syndrome"
"cerebrovascular accident","0.06780","disease or syndrome - therapeutic or preventive procedure"
"psychotic disorders","0.05932","mental or behavioral dysfunction"
"disability","0.05932","finding"
"transient ischemic attack","0.05932","disease or syndrome"
"diastolic blood pressure","0.05932","clinical attribute - diagnostic procedure - finding"
"household composition","0.05932","finding"
"neoplasm metastasis","0.05932","neoplastic process"
"sexually active","0.05932","finding"
"kidney failure","0.05932","disease or syndrome - finding"
"pulmonary hypertension","0.05932","disease or syndrome - finding"
"sitting position","0.05932","finding"
"systolic pressure","0.05932","clinical attribute - diagnostic procedure"
"systemic disease","0.05932","disease or syndrome"
"moderate adverse event","0.05932","finding"
"unstable status","0.05932","finding"
"observation of attack","0.05932","finding"
"adrenergic beta-antagonists","0.05932","pharmacologic substance"
"blood coagulation disorders","0.05932","disease or syndrome - organ or tissue function - pathologic function"
"aorta","0.05932","body part, organ, or organ component"
"alcohol consumption","0.05932","individual behavior"
"depressed mood","0.05932","finding - mental or behavioral dysfunction"
"tricyclic antidepressive agents","0.05085","pharmacologic substance"
"kidney diseases","0.05085","disease or syndrome"
"asthma","0.05085","disease or syndrome"
