"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"autistic disorder","0.71461","mental or behavioral dysfunction"
"autism spectrum disorders","0.37753","congenital abnormality - mental or behavioral dysfunction"
"intravenous infusion procedures","0.33258","therapeutic or preventive procedure"
"pervasive development disorder","0.20674","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"observation - diagnostic procedure","0.14382","diagnostic procedure"
"developmental disabilities","0.14382","mental or behavioral dysfunction"
"nitric oxide synthase","0.12135","enzyme"
"revision procedure","0.09213","therapeutic or preventive procedure"
"mental disorders","0.08090","mental or behavioral dysfunction"
"psychotropic drugs","0.07416","pharmacologic substance"
"physical assessment findings","0.06517","finding"
"asperger syndrome","0.05169","disease or syndrome"
"integumentary scale","0.04944","body part, organ, or organ component"
"disability","0.04719","finding"
"anxiety disorders","0.04719","finding - mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.04719","disease or syndrome - mental or behavioral dysfunction"
"pharmacologic substance","0.04270","pharmacologic substance - therapeutic or preventive procedure"
"gene therapy","0.03820","therapeutic or preventive procedure"
"epilepsy","0.03596","disease or syndrome"
"contraceptive methods","0.03596","therapeutic or preventive procedure"
"malaise","0.03596","finding - sign or symptom"
"antipsychotic agents","0.03596","pharmacologic substance"
"irritable mood","0.03596","finding"
"moderate adverse event","0.03371","finding"
"pharmaceutical preparations","0.03146","pharmacologic substance"
"negative finding","0.02921","finding"
"surgical revision","0.02921","therapeutic or preventive procedure"
"mental retardation","0.02921","mental or behavioral dysfunction"
"allergy severity - severe","0.02921","finding"
"dactinomycin","0.02921","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"behavior disorders","0.02921","injury or poisoning - mental or behavioral dysfunction"
"hyperactive behavior","0.02472","finding"
"fluoxetine","0.02472","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.02472","organic chemical - pharmacologic substance"
"pregnancy tests","0.02472","diagnostic procedure"
"psychotic disorders","0.02247","mental or behavioral dysfunction"
"hearing examination finding","0.02247","finding"
"schizophrenia","0.02247","mental or behavioral dysfunction"
"relate - vinyl resin","0.02247","organic chemical"
"anticonvulsants","0.02247","pharmacologic substance"
"hypersensitivity","0.02247","clinical attribute - finding - pathologic function"
"blind vision","0.02022","disease or syndrome"
"test result","0.02022","finding"
"positive finding","0.01798","finding"
"gravidity","0.01798","finding"
"tuberous sclerosis","0.01573","body part, organ, or organ component - congenital abnormality - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process - pharmacologic substance"
"bipolar disorder","0.01573","mental or behavioral dysfunction"
"childhood disintegrative disorder","0.01573","mental or behavioral dysfunction"
"risperidone","0.01573","organic chemical - pharmacologic substance"
"mood disorders","0.01573","mental or behavioral dysfunction"
"electroencephalography","0.01573","diagnostic procedure - finding - laboratory or test result"
"aggressive behavior","0.01573","mental or behavioral dysfunction"
"behavior therapy","0.01573","therapeutic or preventive procedure"
"stimulant","0.01573","pharmacologic substance"
"follow-up status","0.01573","finding"
"treatment-psychosocial effects","0.01348","finding"
"serum","0.01348","biologically active substance - body substance - pharmacologic substance"
"sexually active","0.01348","finding"
"depressed mood","0.01348","finding - mental or behavioral dysfunction"
"electrocardiogram","0.01124","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"unstable status","0.01124","finding"
"fragile x syndrome","0.01124","congenital abnormality - disease or syndrome"
"venous blood sampling","0.00899","diagnostic procedure - therapeutic or preventive procedure"
"schizoaffective disorder","0.00899","mental or behavioral dysfunction"
"magnetic resonance imaging","0.00899","diagnostic procedure"
"personal satisfaction","0.00899","finding"
"systemic disease","0.00899","disease or syndrome"
"congenital abnormality","0.00899","congenital abnormality - disease or syndrome"
"cerebral palsy","0.00899","congenital abnormality - disease or syndrome - therapeutic or preventive procedure"
"paralysed","0.00899","finding"
"suicidal","0.00674","finding"
"antiepileptic agents","0.00674","pharmacologic substance"
"traumatic brain injury","0.00674","disease or syndrome - injury or poisoning"
"medical history","0.00674","finding"
"family history","0.00674","congenital abnormality - disease or syndrome - enzyme - finding"
"nervous system disorder","0.00674","disease or syndrome"
"fever","0.00674","finding"
"malignant neoplasms","0.00674","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"body excretions","0.00449","body substance"
"kidney diseases","0.00449","disease or syndrome"
"nervousness","0.00449","sign or symptom"
"hereditary diseases","0.00449","disease or syndrome"
"injury wounds","0.00449","body substance - injury or poisoning"
"heart diseases","0.00449","disease or syndrome"
"liver","0.00449","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"rett syndrome","0.00449","disease or syndrome - enzyme"
"neurological observations","0.00449","finding"
"therapeutic brand of coal tar","0.00449","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"diagnosis psychiatric","0.00449","mental or behavioral dysfunction"
"hepatic","0.00225","body location or region"
"febrile convulsions","0.00225","disease or syndrome - pharmacologic substance"
"ethanol","0.00225","organic chemical - pharmacologic substance"
"deafness","0.00225","disease or syndrome - finding"
"brain injuries","0.00225","injury or poisoning"
"genetic syndrome","0.00225","disease or syndrome"
"antidepressive agents","0.00225","pharmacologic substance"
"major depressive disorder","0.00225","mental or behavioral dysfunction"
