"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.351","therapeutic or preventive procedure"
"pharmacologic substance","0.282","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.276","organic chemical - pharmacologic substance"
"schizophrenia","0.250","mental or behavioral dysfunction"
"gravidity","0.237","finding"
"mental disorders","0.236","mental or behavioral dysfunction"
"depressed mood","0.235","finding - mental or behavioral dysfunction"
"psychotic disorders","0.229","mental or behavioral dysfunction"
"allergy severity - severe","0.208","finding"
"bipolar disorder","0.193","mental or behavioral dysfunction"
"contraceptive methods","0.191","therapeutic or preventive procedure"
"substance abuse problem","0.190","mental or behavioral dysfunction"
"unstable status","0.177","finding"
"active brand of pseudoephedrine-triprolidine","0.170","organic chemical - pharmacologic substance"
"hypersensitivity","0.153","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.148","pharmacologic substance"
"antipsychotic agents","0.145","pharmacologic substance"
"physical assessment findings","0.142","finding"
"suicidal","0.141","finding"
"positive finding","0.136","finding"
"epilepsy","0.127","disease or syndrome"
"antidepressive agents","0.123","pharmacologic substance"
"dementia","0.117","mental or behavioral dysfunction"
"major depressive disorder","0.109","mental or behavioral dysfunction"
"psychotropic drugs","0.106","pharmacologic substance"
"anxiety disorders","0.099","finding - mental or behavioral dysfunction"
"hepatic","0.097","body location or region"
"malignant neoplasms","0.093","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"schizoaffective disorder","0.090","mental or behavioral dysfunction"
"hypertensive disease","0.088","biologically active substance - disease or syndrome - finding"
"negative finding","0.087","finding"
"pregnancy tests","0.083","diagnostic procedure"
"unipolar depression","0.083","mental or behavioral dysfunction"
"nervous system disorder","0.082","disease or syndrome"
"mental retardation","0.080","mental or behavioral dysfunction"
"congenital abnormality","0.079","congenital abnormality - disease or syndrome"
"craniocerebral trauma","0.077","injury or poisoning"
"nicotine","0.077","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"electrocardiogram","0.077","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"injury wounds","0.075","body substance - injury or poisoning"
"cerebrovascular accident","0.073","disease or syndrome - therapeutic or preventive procedure"
"substance dependence","0.073","mental or behavioral dysfunction"
"benzodiazepines","0.071","organic chemical - pharmacologic substance"
"post-traumatic stress disorder","0.070","mental or behavioral dysfunction"
"moderate adverse event","0.070","finding"
"body mass index","0.068","clinical attribute - diagnostic procedure"
"screening for cancer","0.067","diagnostic procedure"
"magnetic resonance imaging","0.067","diagnostic procedure"
"impaired cognition","0.065","finding - mental or behavioral dysfunction"
"operative surgical procedures","0.064","diagnostic procedure - therapeutic or preventive procedure"
"alcoholic intoxication chronic","0.063","mental or behavioral dysfunction"
"mini-mental status exam","0.062","diagnostic procedure"
"multiple endocrine neoplasia","0.059","antibiotic - neoplastic process - organic chemical"
"relate - vinyl resin","0.058","organic chemical"
"medical history","0.058","finding"
"attention deficit hyperactivity disorder","0.056","disease or syndrome - mental or behavioral dysfunction"
"psychotherapy","0.053","therapeutic or preventive procedure"
"caffeine","0.053","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"blood pressure finding","0.053","finding"
"investigational new drugs","0.051","pharmacologic substance - therapeutic or preventive procedure"
"myocardial infarction","0.050","disease or syndrome - finding"
"breast","0.050","body part, organ, or organ component"
"heart diseases","0.050","disease or syndrome"
"mild adverse event","0.049","finding"
"depressive episode unspecified","0.049","mental or behavioral dysfunction"
"manic","0.048","finding - mental or behavioral dysfunction"
