"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.24616","organic chemical - pharmacologic substance"
"pharmacologic substance","0.24468","pharmacologic substance - therapeutic or preventive procedure"
"psychotic disorders","0.20901","mental or behavioral dysfunction"
"gravidity","0.20583","finding"
"allergy severity - severe","0.18789","finding"
"mental disorders","0.18146","mental or behavioral dysfunction"
"substance abuse problem","0.17570","mental or behavioral dysfunction"
"unstable status","0.17053","finding"
"intravenous infusion procedures","0.16839","therapeutic or preventive procedure"
"schizophrenia","0.16662","mental or behavioral dysfunction"
"bipolar disorder","0.16241","mental or behavioral dysfunction"
"depressed mood","0.15177","finding - mental or behavioral dysfunction"
"hypersensitivity","0.14897","clinical attribute - finding - pathologic function"
"active brand of pseudoephedrine-triprolidine","0.14188","organic chemical - pharmacologic substance"
"suicidal","0.13486","finding"
"pharmaceutical preparations","0.12954","pharmacologic substance"
"epilepsy","0.12149","disease or syndrome"
"antipsychotic agents","0.10126","pharmacologic substance"
"positive finding","0.09771","finding"
"contraceptive methods","0.09165","therapeutic or preventive procedure"
"hepatic","0.09158","body location or region"
"dementia","0.09114","mental or behavioral dysfunction"
"antidepressive agents","0.08929","pharmacologic substance"
"psychotropic drugs","0.08338","pharmacologic substance"
"physical assessment findings","0.08183","finding"
"hypertensive disease","0.07969","biologically active substance - disease or syndrome - finding"
"nervous system disorder","0.07740","disease or syndrome"
"malignant neoplasms","0.07622","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"mental retardation","0.07452","mental or behavioral dysfunction"
"craniocerebral trauma","0.07386","injury or poisoning"
"nicotine","0.07112","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"substance dependence","0.06950","mental or behavioral dysfunction"
"congenital abnormality","0.06773","congenital abnormality - disease or syndrome"
"cerebrovascular accident","0.06706","disease or syndrome - therapeutic or preventive procedure"
"anxiety disorders","0.06625","finding - mental or behavioral dysfunction"
"injury wounds","0.06588","body substance - injury or poisoning"
"benzodiazepines","0.06130","organic chemical - pharmacologic substance"
"unipolar depression","0.05295","mental or behavioral dysfunction"
"major depressive disorder","0.05251","mental or behavioral dysfunction"
"magnetic resonance imaging","0.05111","diagnostic procedure"
"electrocardiogram","0.05000","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"caffeine","0.04963","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"investigational new drugs","0.04948","pharmacologic substance - therapeutic or preventive procedure"
"screening for cancer","0.04882","diagnostic procedure"
"schizoaffective disorder","0.04874","mental or behavioral dysfunction"
"myocardial infarction","0.04712","disease or syndrome - finding"
"heart diseases","0.04668","disease or syndrome"
"psychotherapy","0.04609","therapeutic or preventive procedure"
"impaired cognition","0.04579","finding - mental or behavioral dysfunction"
"breast","0.04527","body part, organ, or organ component"
"suicide attempt","0.04483","finding - mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.04439","mental or behavioral dysfunction"
"blood pressure finding","0.04232","finding"
"alcohol abuse","0.04114","mental or behavioral dysfunction"
"liver diseases","0.04055","disease or syndrome"
"post-traumatic stress disorder","0.03996","mental or behavioral dysfunction"
