"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"borderline personality disorder","0.851","disease or syndrome - mental or behavioral dysfunction"
"personality disorders","0.731","mental or behavioral dysfunction"
"intravenous infusion procedures","0.463","therapeutic or preventive procedure"
"bipolar disorder","0.373","mental or behavioral dysfunction"
"schizophrenia","0.373","mental or behavioral dysfunction"
"psychotic disorders","0.343","mental or behavioral dysfunction"
"gravidity","0.239","finding"
"substance dependence","0.209","mental or behavioral dysfunction"
"allergy severity - severe","0.194","finding"
"suicidal","0.179","finding"
"pharmacologic substance","0.179","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.179","organic chemical - pharmacologic substance"
"depressed mood","0.179","finding - mental or behavioral dysfunction"
"mental retardation","0.164","mental or behavioral dysfunction"
"contraceptive methods","0.164","therapeutic or preventive procedure"
"unstable status","0.164","finding"
"active brand of pseudoephedrine-triprolidine","0.149","organic chemical - pharmacologic substance"
"mental disorders","0.149","mental or behavioral dysfunction"
"substance abuse problem","0.149","mental or behavioral dysfunction"
"unipolar depression","0.149","mental or behavioral dysfunction"
"dementia","0.134","mental or behavioral dysfunction"
"schizoaffective disorder","0.134","mental or behavioral dysfunction"
"severe combined immunodeficiency","0.119","diagnostic procedure - disease or syndrome"
"physical assessment findings","0.119","finding"
"epilepsy","0.104","disease or syndrome"
"antipsychotic agents","0.104","pharmacologic substance"
"psychotherapy","0.104","therapeutic or preventive procedure"
"bipolar i disorder","0.104","mental or behavioral dysfunction"
"psychotropic drugs","0.104","pharmacologic substance"
"post-traumatic stress disorder","0.104","mental or behavioral dysfunction"
"suicide attempt","0.104","finding - mental or behavioral dysfunction"
"benzodiazepines","0.075","organic chemical - pharmacologic substance"
"fluoxetine","0.075","organic chemical - pharmacologic substance"
"hypersensitivity","0.075","clinical attribute - finding - pathologic function"
"major depressive disorder","0.075","mental or behavioral dysfunction"
"depressive episode unspecified","0.075","mental or behavioral dysfunction"
"pharmaceutical preparations","0.075","pharmacologic substance"
"screening for cancer","0.060","diagnostic procedure"
"positive finding","0.060","finding"
"anorexia nervosa","0.060","mental or behavioral dysfunction"
"opiate addiction","0.060","mental or behavioral dysfunction"
"opiates","0.060","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"heart","0.060","body part, organ, or organ component - pharmacologic substance"
"organic brain syndrome","0.060","disease or syndrome"
"stabilizer - function","0.060","organ or tissue function"
"encephalopathies","0.060","disease or syndrome - finding"
"stress disorders traumatic","0.060","mental or behavioral dysfunction"
"antidepressive agents","0.060","pharmacologic substance"
"olanzapine","0.060","organic chemical - pharmacologic substance"
"negative finding","0.060","finding"
"mood disorders","0.060","mental or behavioral dysfunction"
"personality inventories","0.045","diagnostic procedure"
"opioids","0.045","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"responsible person","0.045","finding"
"self-injurious behavior","0.045","mental or behavioral dysfunction"
"lactation","0.045","organ or tissue function"
"malignant neoplasms","0.045","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.045","antibiotic - neoplastic process - organic chemical"
"substance use disorders","0.045","mental or behavioral dysfunction"
"physical well-being","0.045","finding"
"drug dependence","0.045","mental or behavioral dysfunction"
"implantation procedure","0.045","therapeutic or preventive procedure"
"lithium","0.045","congenital abnormality - disease or syndrome - pharmacologic substance"
"individual therapy","0.045","therapeutic or preventive procedure"
"claustrophobia","0.045","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.045","disease or syndrome - mental or behavioral dysfunction"
"nervous system disorder","0.045","disease or syndrome"
"current therapy","0.045","therapeutic or preventive procedure"
