"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"schizophrenia","0.37313","mental or behavioral dysfunction"
"bipolar disorder","0.37313","mental or behavioral dysfunction"
"psychotic disorders","0.34328","mental or behavioral dysfunction"
"gravidity","0.22388","finding"
"substance dependence","0.20896","mental or behavioral dysfunction"
"pharmacologic substance","0.17910","pharmacologic substance - therapeutic or preventive procedure"
"unstable status","0.16418","finding"
"ethanol","0.16418","organic chemical - pharmacologic substance"
"mental retardation","0.16418","mental or behavioral dysfunction"
"allergy severity - severe","0.14925","finding"
"substance abuse problem","0.14925","mental or behavioral dysfunction"
"dementia","0.13433","mental or behavioral dysfunction"
"intravenous infusion procedures","0.13433","therapeutic or preventive procedure"
"schizoaffective disorder","0.13433","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.11940","organic chemical - pharmacologic substance"
"depressed mood","0.11940","finding - mental or behavioral dysfunction"
"unipolar depression","0.10448","mental or behavioral dysfunction"
"epilepsy","0.10448","disease or syndrome"
"psychotherapy","0.10448","therapeutic or preventive procedure"
"bipolar i disorder","0.08955","mental or behavioral dysfunction"
"personality disorders","0.08955","mental or behavioral dysfunction"
"mental disorders","0.08955","mental or behavioral dysfunction"
"depressive episode unspecified","0.07463","mental or behavioral dysfunction"
"antipsychotic agents","0.07463","pharmacologic substance"
"borderline personality disorder","0.07463","disease or syndrome - mental or behavioral dysfunction"
"physical assessment findings","0.07463","finding"
"hypersensitivity","0.07463","clinical attribute - finding - pathologic function"
"suicidal","0.07463","finding"
"heart","0.05970","body part, organ, or organ component - pharmacologic substance"
"anorexia nervosa","0.05970","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.05970","mental or behavioral dysfunction"
"antidepressive agents","0.05970","pharmacologic substance"
"contraceptive methods","0.05970","therapeutic or preventive procedure"
"pharmaceutical preparations","0.05970","pharmacologic substance"
"psychotropic drugs","0.05970","pharmacologic substance"
"encephalopathies","0.05970","disease or syndrome - finding"
"mood disorders","0.05970","mental or behavioral dysfunction"
"organic brain syndrome","0.05970","disease or syndrome"
"olanzapine","0.05970","organic chemical - pharmacologic substance"
"major depressive disorder","0.05970","mental or behavioral dysfunction"
"fluoxetine","0.04478","organic chemical - pharmacologic substance"
"substance use disorders","0.04478","mental or behavioral dysfunction"
"suicide attempt","0.04478","finding - mental or behavioral dysfunction"
"implantation procedure","0.04478","therapeutic or preventive procedure"
"nervous system disorder","0.04478","disease or syndrome"
"stabilizer - function","0.04478","organ or tissue function"
"current therapy","0.04478","therapeutic or preventive procedure"
"opiate addiction","0.04478","mental or behavioral dysfunction"
"claustrophobia","0.04478","mental or behavioral dysfunction"
"lactation","0.04478","organ or tissue function"
"severe combined immunodeficiency","0.04478","diagnostic procedure - disease or syndrome"
"obsessive-compulsive disorder","0.04478","disease or syndrome - mental or behavioral dysfunction"
"screening for cancer","0.04478","diagnostic procedure"
"responsible person","0.04478","finding"
"malignant neoplasms","0.04478","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"positive finding","0.04478","finding"
"individual therapy","0.04478","therapeutic or preventive procedure"
"drug dependence","0.02985","mental or behavioral dysfunction"
"stress disorders traumatic","0.02985","mental or behavioral dysfunction"
"benzodiazepines","0.02985","organic chemical - pharmacologic substance"
"opiates","0.02985","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"lithium","0.02985","congenital abnormality - disease or syndrome - pharmacologic substance"
"opioids","0.02985","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"physical well-being","0.01493","finding"
