"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"post-traumatic stress disorder","0.54255","mental or behavioral dysfunction"
"intravenous infusion procedures","0.17021","therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.15957","organic chemical - pharmacologic substance"
"relate - vinyl resin","0.13830","organic chemical"
"injury wounds","0.13830","body substance - injury or poisoning"
"stress disorders traumatic","0.12766","mental or behavioral dysfunction"
"psychotropic drugs","0.11702","pharmacologic substance"
"traumatic brain injury","0.08511","disease or syndrome - injury or poisoning"
"valproic acid","0.08511","body part, organ, or organ component - organic chemical - pharmacologic substance"
"brain injuries","0.06383","injury or poisoning"
"contraceptive methods","0.06383","therapeutic or preventive procedure"
"allergy severity - severe","0.05319","finding"
"moderate adverse event","0.05319","finding"
"negative finding","0.05319","finding"
"gravidity","0.04255","finding"
"rehabilitation therapy","0.04255","therapeutic or preventive procedure"
"combat exposure","0.04255","finding"
"encounter due to military service","0.04255","finding"
"pregnancy tests","0.04255","diagnostic procedure"
"ethanol","0.03191","organic chemical - pharmacologic substance"
"body fluid discharge","0.03191","body substance - therapeutic or preventive procedure"
"pregnancy test negative","0.03191","finding - laboratory or test result"
"asleep","0.03191","finding"
"treatment protocols","0.03191","therapeutic or preventive procedure"
"fluoxetine","0.03191","organic chemical - pharmacologic substance"
"physical assessment findings","0.03191","finding"
"anxiety disorders","0.03191","finding - mental or behavioral dysfunction"
"milroy disease","0.03191","congenital abnormality - disease or syndrome"
"marriage life event","0.03191","finding"
"follow-up status","0.03191","finding"
"pharmacologic substance","0.03191","pharmacologic substance - therapeutic or preventive procedure"
"target lesion identification","0.03191","diagnostic procedure"
"multiple endocrine neoplasia","0.03191","antibiotic - neoplastic process - organic chemical"
"hallucinogen persisting perception disorder","0.02128","mental or behavioral dysfunction"
"hypertensive disease","0.02128","biologically active substance - disease or syndrome - finding"
"depressed mood","0.02128","finding - mental or behavioral dysfunction"
"angina pectoris","0.02128","sign or symptom"
"psychotic disorders","0.02128","mental or behavioral dysfunction"
"brain concussion","0.02128","injury or poisoning"
"substance dependence","0.02128","mental or behavioral dysfunction"
"exposure therapy","0.02128","therapeutic or preventive procedure"
"sexually active","0.02128","finding"
"unstable status","0.02128","finding"
"neoplasm metastasis","0.02128","neoplastic process"
"paroxetine","0.02128","organic chemical - pharmacologic substance"
"upper arm","0.02128","body location or region - body part, organ, or organ component - neoplastic process"
"memory observations","0.02128","finding"
"positive finding","0.02128","finding"
"angina unstable","0.02128","disease or syndrome"
"pancreatitis","0.01064","disease or syndrome - finding"
"comatose","0.01064","congenital abnormality - disease or syndrome"
"medical history","0.01064","finding"
"liver failure","0.01064","disease or syndrome"
"mental health treatment","0.01064","therapeutic or preventive procedure"
"investigational new drugs","0.01064","pharmacologic substance - therapeutic or preventive procedure"
"schizophrenia","0.01064","mental or behavioral dysfunction"
"crisis","0.01064","finding"
"kidney","0.01064","body part, organ, or organ component"
"illicit substance","0.01064","chemical viewed functionally"
"hepatic","0.01064","body location or region"
"prazosin","0.01064","organic chemical - pharmacologic substance"
"congestive heart failure","0.01064","congenital abnormality - disease or syndrome"
"bipolar disorder","0.01064","mental or behavioral dysfunction"
"disability","0.01064","finding"
"antipsychotic agents","0.01064","pharmacologic substance"
"hypotension orthostatic","0.01064","finding"
"narcolepsy","0.01064","disease or syndrome"
"unconscious state","0.01064","disease or syndrome - finding"
"hypersensitivity desensitization","0.01064","therapeutic or preventive procedure"
"benign paroxysmal positional vertigo","0.01064","disease or syndrome"
"diabetes mellitus","0.01064","disease or syndrome - pharmacologic substance"
"phosphatidylinositols","0.01064","biologically active substance"
"cognition disorders","0.01064","mental or behavioral dysfunction"
"instability","0.01064","finding"
"schizoaffective disorder","0.01064","mental or behavioral dysfunction"
"consciousness related finding","0.01064","finding"
"eye movements","0.01064","finding - organ or tissue function"
"adverse reactions","0.01064","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"myocardial infarction","0.01064","disease or syndrome - finding"
"selective serotonin re-uptake inhibitor","0.01064","pharmacologic substance"
"substance abuse problem","0.01064","mental or behavioral dysfunction"
